TIME,TIMESTAMP,SiteOutput,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg,licor
13:44:20,25/10/2013 13:44:20,3,773.512,8.334024,-36.265,H4
13:44:40,25/10/2013 13:44:40,4,322.6041,3.477315,-35.8511,H4
13:45:00,25/10/2013 13:45:00,9,403.256,4.487655,-4.57525,H4
13:45:20,25/10/2013 13:45:20,10,378.3571,4.212821,-4.04218,H4
13:45:40,25/10/2013 13:45:40,3,773.3751,8.334485,-36.041,H4
13:46:00,25/10/2013 13:46:00,4,322.5865,3.477248,-35.8171,H4
13:46:20,25/10/2013 13:46:20,9,403.3035,4.487477,-4.73181,H4
13:46:40,25/10/2013 13:46:40,10,378.339,4.212306,-4.11584,H4
13:47:00,25/10/2013 13:47:00,3,773.4615,8.333059,-36.3139,H4
13:47:20,25/10/2013 13:47:20,4,322.5524,3.476321,-35.9724,H4
13:47:40,25/10/2013 13:47:40,9,401.7345,4.470782,-4.56192,H4
13:48:00,25/10/2013 13:48:00,10,376.9032,4.196733,-4.0181,H4
13:48:20,25/10/2013 13:48:20,3,773.3321,8.333331,-36.121,H4
13:48:40,25/10/2013 13:48:40,4,322.6034,3.478054,-35.6444,H4
13:49:00,25/10/2013 13:49:00,9,401.6949,4.470444,-4.53919,H4
13:49:20,25/10/2013 13:49:20,10,376.8414,4.196241,-3.97152,H4
13:49:40,25/10/2013 13:49:40,3,773.4617,8.335915,-35.9838,H4
13:50:00,25/10/2013 13:50:00,4,322.6906,3.477907,-35.9456,H4
13:50:20,25/10/2013 13:50:20,9,401.6765,4.469124,-4.78714,H4
13:50:40,25/10/2013 13:50:40,10,376.879,4.195586,-4.22651,H4
13:51:00,25/10/2013 13:51:00,3,773.4478,8.332196,-36.3964,H4
13:51:20,25/10/2013 13:51:20,4,322.5609,3.476824,-35.8582,H4
13:51:40,25/10/2013 13:51:40,9,401.65,4.46999,-4.52895,H4
13:52:00,25/10/2013 13:52:00,10,376.8113,4.196105,-3.92439,H4
14:15:00,25/10/2013 14:15:00,3,773.5627,8.332691,-36.4824,H4
14:15:20,25/10/2013 14:15:20,4,322.6091,3.476993,-35.9555,H4
14:15:40,25/10/2013 14:15:40,9,403.1946,4.486779,-4.61798,H4
14:16:00,25/10/2013 14:16:00,10,384.6221,4.282245,-4.11957,H4
14:16:20,25/10/2013 14:16:20,3,773.3488,8.332493,-36.2387,H4
14:16:40,25/10/2013 14:16:40,4,322.5826,3.476987,-35.8782,H4
14:17:00,25/10/2013 14:17:00,9,403.2664,4.487488,-4.63769,H4
14:17:20,25/10/2013 14:17:20,10,384.0757,4.276616,-4.01389,H4
14:17:40,25/10/2013 14:17:40,3,773.3823,8.333542,-36.1592,H4
14:18:00,25/10/2013 14:18:00,4,322.6539,3.477042,-36.0759,H4
14:18:20,25/10/2013 14:18:20,9,403.2149,4.487172,-4.5807,H4
14:18:40,25/10/2013 14:18:40,10,383.5585,4.271157,-3.94393,H4
14:19:00,25/10/2013 14:19:00,3,773.4224,8.333707,-36.19,H4
14:19:20,25/10/2013 14:19:20,4,322.5375,3.476898,-35.7679,H4
14:19:40,25/10/2013 14:19:40,9,403.2581,4.4877,-4.57034,H4
14:20:00,25/10/2013 14:20:00,10,383.2141,4.267341,-3.9394,H4
14:20:20,25/10/2013 14:20:20,3,773.2888,8.33211,-36.2083,H4
14:20:40,25/10/2013 14:20:40,4,322.6229,3.477859,-35.7566,H4
14:21:00,25/10/2013 14:21:00,9,403.3163,4.488298,-4.58126,H4
14:21:20,25/10/2013 14:21:20,10,382.8344,4.262904,-3.98819,H4
14:35:00,25/10/2013 14:35:00,3,773.2852,8.33329,-36.0673,H4
14:35:20,25/10/2013 14:35:20,4,322.5895,3.477287,-35.8153,H4
14:35:40,25/10/2013 14:35:40,9,401.7919,4.471251,-4.59971,H4
14:36:00,25/10/2013 14:36:00,10,369.1985,4.112356,-3.67576,H4
14:36:20,25/10/2013 14:36:20,3,773.4645,8.333205,-36.3005,H4
14:36:40,25/10/2013 14:36:40,4,322.5659,3.477071,-35.8048,H4
14:37:00,25/10/2013 14:37:00,9,401.933,4.472745,-4.61653,H4
14:37:20,25/10/2013 14:37:20,10,369.008,4.109923,-3.75103,H4
14:37:40,25/10/2013 14:37:40,3,773.3456,8.332256,-36.2623,H4
14:38:00,25/10/2013 14:38:00,4,322.7272,3.477964,-36.0391,H4
14:38:20,25/10/2013 14:38:20,9,402.0772,4.474441,-4.59649,H4
14:38:40,25/10/2013 14:38:40,10,368.6143,4.106609,-3.49141,H4
14:39:00,25/10/2013 14:39:00,3,773.5681,8.33515,-36.2047,H4
14:39:20,25/10/2013 14:39:20,4,322.5813,3.477311,-35.784,H4
14:39:40,25/10/2013 14:39:40,9,402.0469,4.474333,-4.54544,H4
14:40:00,25/10/2013 14:40:00,10,368.3287,4.103331,-3.51463,H4
14:40:20,25/10/2013 14:40:20,3,773.4034,8.333788,-36.1571,H4
14:40:40,25/10/2013 14:40:40,4,322.5629,3.477082,-35.7927,H4
14:41:00,25/10/2013 14:41:00,9,402.1051,4.474439,-4.66589,H4
14:41:20,25/10/2013 14:41:20,10,368.2001,4.10156,-3.59707,H4
