TIME,TIMESTAMP,SiteOutput,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg,licor
9:02:40,9/12/2013 9:02,3,773.3133,8.33133,-36.32904,H4
9:03:00,9/12/2013 9:03,4,322.5709,3.476665,-35.93201,H4
9:03:20,9/12/2013 9:03,5,401.7047,4.468286,-5.043931,H4
9:35:40,9/12/2013 9:35,6,381.5886,4.2484,-4.136242,H4
9:36:00,9/12/2013 9:36,3,773.2003,8.331666,-36.14941,H4
9:36:20,9/12/2013 9:36,4,322.5498,3.476398,-35.94337,H4
9:36:40,9/12/2013 9:36,5,404.4771,4.50014,-4.819338,H4
9:37:00,9/12/2013 9:37,6,381.4629,4.24738,-4.047499,H4
9:37:20,9/12/2013 9:37,3,773.4689,8.333256,-36.30032,H4
9:37:40,9/12/2013 9:37,4,322.5481,3.476929,-35.79095,H4
9:38:00,9/12/2013 9:38,5,403.6476,4.490833,-4.836259,H4
9:38:20,9/12/2013 9:38,6,380.5231,4.236298,-4.192462,H4
9:38:40,9/12/2013 9:38,3,773.3694,8.33302,-36.20348,H4
9:39:00,9/12/2013 9:39,4,322.5879,3.476678,-35.97954,H4
9:39:20,9/12/2013 9:39,5,403.6962,4.491187,-4.877892,H4
9:39:40,9/12/2013 9:39,6,380.3204,4.234692,-4.039782,H4
9:57:20,9/12/2013 9:57,3,773.2999,8.332409,-36.18765,H4
9:57:40,9/12/2013 9:57,4,322.4969,3.476093,-35.86953,H4
9:58:00,9/12/2013 9:58,5,402.1614,4.474363,-4.822153,H4
9:58:20,9/12/2013 9:58,6,367.1254,4.088908,-3.762901,H4
9:58:40,9/12/2013 9:58,3,773.2224,8.331599,-36.18461,H4
9:59:00,9/12/2013 9:59,4,322.5812,3.476736,-35.94331,H4
9:59:20,9/12/2013 9:59,5,401.4707,4.466658,-4.826698,H4
9:59:40,9/12/2013 9:59,6,366.2262,4.078911,-3.758331,H4
10:00:00,9/12/2013 10:00,3,773.4309,8.333977,-36.16942,H4
10:00:20,9/12/2013 10:00,4,322.6007,3.477444,-35.80537,H4
10:00:40,9/12/2013 10:00,5,401.4709,4.466326,-4.901213,H4
10:01:00,9/12/2013 10:01,6,365.994,4.076197,-3.789636,H4
10:01:20,9/12/2013 10:01,3,773.3826,8.333185,-36.20078,H4
10:01:40,9/12/2013 10:01,4,322.5867,3.47716,-35.84237,H4
10:02:00,9/12/2013 10:02,5,401.4528,4.465889,-4.953519,H4
10:02:20,9/12/2013 10:02,6,365.8533,4.074526,-3.814826,H4
10:25:20,9/12/2013 10:25,3,773.5596,8.3328,-36.46598,H4
10:25:40,9/12/2013 10:25,4,322.6002,3.476573,-36.04508,H4
10:26:00,9/12/2013 10:26,5,401.7596,4.470356,-4.718804,H4
10:26:20,9/12/2013 10:26,6,367.5995,4.093727,-3.874989,H4
10:26:40,9/12/2013 10:26,3,773.3406,8.33281,-36.19181,H4
10:27:00,9/12/2013 10:27,4,322.5947,3.476946,-35.92528,H4
10:27:20,9/12/2013 10:27,5,401.8115,4.470108,-4.90267,H4
10:27:40,9/12/2013 10:27,6,367.3,4.090011,-3.967804,H4
10:28:00,9/12/2013 10:28,3,773.4866,8.333085,-36.34195,H4
10:28:20,9/12/2013 10:28,4,322.6278,3.47708,-35.987,H4
10:28:40,9/12/2013 10:28,5,401.7659,4.469639,-4.894256,H4
10:29:00,9/12/2013 10:29,6,366.8293,4.085398,-3.814464,H4
10:29:20,9/12/2013 10:29,3,773.4146,8.333583,-36.19463,H4
10:29:40,9/12/2013 10:29,4,322.6366,3.477489,-35.90035,H4
10:30:00,9/12/2013 10:30,5,401.7378,4.469419,-4.873384,H4
10:30:20,9/12/2013 10:30,6,366.4311,4.080838,-3.845118,H4
