"Photo","Ci","chamber","lcl","ucl","pred"
9.49494029075,175.0138652,"ch08",9.32122438194852,10.5637791057879,9.91870060205862
9.811307733,176.41957695,"ch02",9.33197243750275,10.554030827242,9.92307532615716
8.88552267225,177.469759325,"ch10",9.34006596856362,10.546742842113,9.92634360512245
10.166107932,183.891496533333,"ch06",9.38815576967095,10.5256331729549,9.94632873259954
10.1026217475,195.92301825,"ch03",9.48220725356089,10.4784920673193,9.98377210461092
8.859533605,200.027536875,"ch05",9.5147811806311,10.4607347463266,9.996545802022
9.29533107775,200.587439125,"ch04",9.51847281258034,10.4601521251303,9.99828827722426
9.49787581325,201.38998755,"ch06",9.52402901197902,10.459317011995,10.0007858930656
11.0077898025,202.72975565,"ch12",9.53420446047854,10.4574356646053,10.0049553935293
9.21565158133333,203.190813433333,"ch11",9.53697220654226,10.457008474926,10.0063902542649
9.6137466775,203.26495905,"ch11",9.5374049485998,10.4570750156422,10.0066210032901
10.2901918477778,207.411513922222,"ch01",9.56976209928646,10.4543276321863,10.0195255219621
11.9399855166667,210.307980066667,"ch01",9.58540379982555,10.4528202092938,10.0285396318909
11.6671630075,211.42044125,"ch06",9.59193383078641,10.4520975011499,10.0320017291149
11.576315885,217.668242325,"ch09",9.6391637431895,10.456802842829,10.0514455488921
11.0547125925,220.947750575,"ch09",9.65626106156963,10.4654255407624,10.0616517264905
11.0027616822222,228.553952566667,"ch07",9.70120094255788,10.463775221255,10.0853230340337
12.069830635,230.721726875,"ch01",9.71582798263969,10.467237423666,10.0920693776613
9.27269371588889,236.009005711111,"ch04",9.74241048256764,10.4784974315984,10.1085239503289
9.59102950152,237.251141828,"ch05",9.74843415627736,10.4812588108325,10.1123896097034
8.70556545208333,239.251278591667,"ch08",9.75813371422058,10.4802751645473,10.1186142475073
8.821363372,250.710827225,"ch07",9.79837403732768,10.5000885605494,10.1542775786024
8.79943036575,252.169827605,"ch12",9.80367527128456,10.4996147900001,10.158818142571
8.42873063406667,252.66133104,"ch07",9.8039675113181,10.500845776885,10.1603477534045
9.40075917533333,256.152761766667,"ch04",9.82352199389286,10.5169324847147,10.1712134562332
11.3242118188889,259.696758833333,"ch03",9.8293653126341,10.5297620305397,10.1822427510888
9.691445092,261.436206725,"ch11",9.83642844744817,10.5400712675275,10.1876560974664
8.27825518925,267.46077425,"ch04",9.85675024649708,10.5605493494634,10.2064051907531
10.4804897565,270.040082895,"ch02",9.8562828245328,10.5695574655472,10.2144322728962
10.4555317133334,270.181793991666,"ch09",9.85599810939782,10.569986612388,10.2148732928632
9.55302063,272.586932133333,"ch10",9.85722280792062,10.5754297142724,10.2223583379222
10.3095482925,273.9082554,"ch06",9.86234370072184,10.5800904928579,10.2264704361078
10.6003781225,274.039482125,"ch12",9.86286874466714,10.5805533763362,10.2268788275979
9.29070731475,277.490655,"ch02",9.86280005368976,10.5928210644243,10.2376192437213
11.1362201233333,278.8064102,"ch05",9.86661588726228,10.5980889664139,10.2417140134927
11.4033377475,279.10828465,"ch10",9.8675079938778,10.5992917124143,10.242653478807
11.11797191,279.7976114,"ch08",9.86741379589652,10.602038168736,10.244798736784
10.42372913,282.2638739,"ch11",9.8695555463683,10.617759883672,10.2524740073308
11.438101742,283.66536552,"ch07",9.8674761119386,10.6275623689621,10.2568355979371
9.8481587354,284.03265078,"ch12",9.86798134176358,10.6301312807608,10.2579786286316
10.3679553375,285.868871675,"ch10",9.86831705854163,10.6429744030855,10.2636931428623
11.3276091275,286.732945933333,"ch12",9.86930472118994,10.6490180176787,10.2663822336243
12.3877454225,287.5728606,"ch01",9.86970789583056,10.6548914958781,10.2689961371738
11.3315310975,288.657077325,"ch03",9.86758175687872,10.6623604457286,10.272370334647
11.01969826,294.7926456,"ch02",9.85574099233981,10.6997049491736,10.2914648740438
10.4484086815,295.50425844,"ch02",9.8544894480355,10.7041263916315,10.2936794886972
8.78160631733333,297.012434166667,"ch08",9.85668574676717,10.7120791199466,10.2983730915615
9.74804740268,297.42467304,"ch10",9.85472963701274,10.714241818841,10.29965602267
9.77161241775,298.822331525,"ch03",9.84790003336075,10.7239000651423,10.3040056841534
10.345720875,300.4008261,"ch07",9.84291998792743,10.7355956015697,10.308918126734
9.2222512072,302.09574934,"ch05",9.84134092655179,10.7511754682652,10.314192907672
9.0690375116,303.653806145,"ch09",9.84165811044756,10.7542735174297,10.319041745744
11.0404936106667,305.405705146667,"ch09",9.83880647235209,10.7646836503529,10.3244938412969
10.8538244266667,307.9627624,"ch05",9.83056814201758,10.7837633923705,10.3324516747485
10.6930710775,310.730942675,"ch02",9.82592110665303,10.8025408001705,10.3410665454417
8.836509756,321.95076245,"ch12",9.80820780805306,10.8877417512563,10.3759838148968
