"Photo","Cc","chamber","lcl","ucl","pred"
9.6137466775,88.4676665177094,"ch11",9.0899273339581,10.3203751860935,9.68756305917143
10.2901918477778,100.513048194802,"ch01",9.2460598332772,10.3291272067602,9.7691160107354
11.576315885,103.703497270291,"ch09",9.28225941792146,10.3411041699147,9.79071686539453
9.49494029075,107.16314804943,"ch08",9.32065424702502,10.3478480645709,9.81414034336999
9.29533107775,108.823613207169,"ch04",9.33934881090003,10.3486279044536,9.82538248066484
8.88552267225,112.706230326274,"ch10",9.38324179437815,10.3586389740353,9.85166964153231
10.166107932,113.041707695207,"ch06",9.38659426597873,10.3593090572908,9.85394098256183
9.49787581325,114.023779629654,"ch06",9.3976326749839,10.3612608432659,9.86059007572046
11.0077898025,116.895812619205,"ch12",9.43262518830485,10.36411642317,9.88003510233447
11.0547125925,117.28251372883,"ch09",9.43676756822047,10.3641248876157,9.88265325240297
8.859533605,118.445202230979,"ch05",9.44899030242235,10.3641503375392,9.89052520545864
10.1026217475,121.034281580311,"ch03",9.4798707623296,10.3667245755795,9.90805450161809
11.6671630075,124.67322182322,"ch06",9.523116579374,10.373699172636,9.93269185436703
9.811307733,127.649620312528,"ch02",9.55037685155379,10.3788498318253,9.95284348495382
9.21565158133333,128.318715397101,"ch11",9.557288327787,10.3834770757422,9.95737357627734
11.9399855166667,131.218061540732,"ch01",9.58604799974028,10.3941660017158,9.97700352590926
9.59102950152,131.934590782498,"ch05",9.59451966987267,10.3960323583374,9.98185476899267
9.27269371588889,133.171754715453,"ch04",9.60412518717209,10.398815119884,9.99023095606633
8.42873063406667,138.029197781818,"ch07",9.6475393506122,10.4124143207543,10.0231181513197
12.069830635,140.173976961512,"ch01",9.66866983879404,10.4134669794351,10.0376393244337
11.0027616822222,147.275954408001,"ch07",9.7368634587553,10.4396858436649,10.085723082859
8.78160631733333,149.269059983318,"ch08",9.75474030010148,10.4485797247841,10.0992173536761
8.70556545208333,152.936801198427,"ch08",9.77444013884603,10.4735785597497,10.1240497026778
9.40075917533333,155.444747210045,"ch04",9.78595058115723,10.4908482955535,10.1410296876292
8.27825518925,157.2109486257,"ch04",9.79375580035467,10.5038353545903,10.1529877095802
10.6003781225,160.393090102448,"ch12",9.81066088833452,10.5265125263205,10.1745323178525
8.821363372,166.913520137007,"ch07",9.85476714635282,10.5752043405529,10.2186787242545
10.4804897565,170.047973143408,"ch02",9.87391460085403,10.6027215883201,10.2399004589461
8.79943036575,171.029675759413,"ch12",9.87652286671757,10.6091537613756,10.2465470516436
11.0404936106667,171.790905276154,"ch09",9.88016865414159,10.6194200306866,10.2517009368066
9.8481587354,172.291228361561,"ch12",9.88305174807084,10.6219317317939,10.2550883615843
8.836509756,173.39955492234,"ch12",9.88592185804621,10.6336222097659,10.2625922584928
10.3679553375,174.682494219853,"ch10",9.88812743782057,10.6493426257821,10.2712783665128
9.691445092,176.580369425808,"ch11",9.89541409321347,10.6657014847632,10.2841278825261
9.0690375116,176.986471583007,"ch09",9.89757454259984,10.6690091530674,10.2868773868958
9.55302063,178.508781284733,"ch10",9.90571846959534,10.6822319306134,10.2971841461749
11.11797191,178.952832427861,"ch08",9.9081214687048,10.6884890755035,10.3001905831927
10.3095482925,181.92972074265,"ch06",9.9189468534986,10.7186148093038,10.3203455301305
10.4555317133334,183.166628742031,"ch09",9.92480882099754,10.7318027573617,10.3287199844124
9.29070731475,184.399677580683,"ch02",9.93117864911765,10.7452726165202,10.3370683103443
11.3276091275,184.645683635068,"ch12",9.93195165813848,10.7473242728279,10.3387338881047
10.8538244266667,185.196285936803,"ch05",9.93442677295831,10.750882170012,10.3424617270432
10.42372913,185.826118715761,"ch11",9.93750918438354,10.7568258141949,10.346725993921
11.3242118188889,186.889866882579,"ch03",9.942715184472,10.7665512982161,10.3539280739422
11.4033377475,189.114844405165,"ch10",9.94719696737299,10.7871690735335,10.3689922279055
11.3315310975,192.353281610996,"ch03",9.95103202469117,10.8213232434851,10.3909179849857
9.74804740268,194.589999521341,"ch10",9.9535596469816,10.8400255876844,10.4060616269469
10.345720875,196.272218872778,"ch07",9.95628108104578,10.8544483968028,10.4174510504592
10.4484086815,197.949243382516,"ch02",9.96395888507157,10.8701189714372,10.4288053024274
12.3877454225,201.335607697208,"ch01",9.98261941627357,10.8976543373082,10.4517325962515
11.438101742,201.965657268302,"ch07",9.98462239617023,10.9030046484456,10.4559983309149
9.2222512072,202.103854366361,"ch05",9.98502110141351,10.9041782028877,10.4569339908671
11.01969826,209.179961906398,"ch02",10.0033154151805,11.0003870504926,10.504842597746
11.1362201233333,211.940528751571,"ch05",10.0057521264279,11.0429346500069,10.5235329456527
9.77161241775,213.693219877947,"ch03",10.0109427823138,11.0575022948703,10.5353994965323
10.6930710775,232.527178284712,"ch02",10.0362194267052,11.279491788241,10.6629143349061
