"id","chamber","leaf","light","temp","leaflight","Photo","Cond","Ci","Cc","gm","VpdL","xsi","DELTA","cc_ci","ci_bar","Cc_bar"
"5-ch05-shade","ch05","shade","low","ambient","shade-low",9.2222512072,0.179675856,302.09574934,202.103854366361,0.0954712085964691,1.2471138499,18.2664623635792,17.0822376297237,1.50768431809304,313.379616882246,216.782419226773
"5-ch07-shade","ch07","shade","low","ambient","shade-low",8.42873063406667,0.1024263978,252.66133104,138.029197781818,0.0739364570468096,1.78060512066667,20.1134314156789,13.1788248937132,1.83841010082779,302.732474931817,188.732819406933
"5-ch09-shade","ch09","shade","low","ambient","shade-low",11.0404936106667,0.227833015933333,305.405705146667,171.790905276154,0.082651632913945,1.0963907606,17.1124130696911,14.7038077046881,1.77814293511444,289.818326581644,156.239675786423
"5-ch12-shade","ch12","shade","low","elevated","shade-low",9.8481587354,0.160841313466667,284.03265078,172.291228361561,0.0889028413396347,1.32607640346667,17.0384826462487,15.0314169142194,1.65504565810143,349.625811568342,238.851413506337
"6-ch02-shade","ch02","shade","low","elevated","shade-low",10.4804897565,0.151813258,270.040082895,170.047973143408,0.108255948522978,1.7538187833,17.6633595285374,14.8554003832712,1.60422261116202,311.958682329626,215.146544987581
"6-ch05-shade","ch05","shade","low","ambient","shade-low",9.59102950152,0.10316554172,237.251141828,131.934590782498,0.0916832779469188,1.02211828676,17.6834645162761,12.3920691261438,1.80384735407118,311.020319155308,206.409863287087
"6-ch07-shade","ch07","shade","low","ambient","shade-low",11.438101742,0.19486162085,283.66536552,201.965657268302,0.141596793464851,1.37433002035,14.9212926166615,16.6871334239439,1.40734642489659,297.943540788579,217.164156862492
"6-ch09-shade","ch09","shade","low","ambient","shade-low",9.0690375116,0.1738184206,303.653806145,176.986471583007,0.0722354369431446,0.89027299455,16.9532958959608,15.4460270489187,1.72452058692721,293.429160945944,167.880844283333
"6-ch10-shade","ch10","shade","low","elevated","shade-low",9.74804740268,0.17842021244,297.42467304,194.589999521341,0.0994288225506094,1.01029223712,18.6518310376262,16.4199986958585,1.54646171326579,284.855372496872,186.814913476871
"6-ch12-shade","ch12","shade","low","elevated","shade-low",8.79943036575,0.1043287074,252.169827605,171.029675759413,0.114817547158533,1.20835188505,19.1403613523755,15.103729711203,1.4898633945572,339.002003791644,262.363627659116
