"id","chamber","leaf","light","temp","leaflight","Photo","Cond","Ci","Cc","gm","VpdL","xsi","DELTA","cc_ci","ci_bar","Cc_bar"
"4-ch03-sun","ch03","sun","high","ambient","sun-high",18.2306537208334,0.251010614583333,252.020513225,158.696244102595,0.195855034304693,0.953137453083333,10.7819997979135,13.196162874963,1.58899174987774,270.895790231626,177.813405162719
"4-ch04-sun","ch04","sun","high","elevated","sun-high",16.751101745,0.216926201666667,239.09260875,129.736757789475,0.153512685396338,2.32730831241667,11.5469162741617,11.5739890925605,1.84568829096354,296.709900227358,187.591219241796
"4-ch05-sun","ch05","sun","high","ambient","sun-high",16.2628882091667,0.160873177416667,206.836116025,129.820953871208,0.212974372790514,1.84833056333333,12.3763116405292,11.7472042372021,1.59838759492359,285.997709678855,209.636934454677
"4-ch06-sun","ch06","sun","high","elevated","sun-high",13.7250535766667,0.112768997222222,184.579396011111,85.2222788482512,0.141758627740344,1.29109874222222,14.7659214291228,8.9439705630362,2.26907887385947,262.537581754153,165.717699991425
"4-ch07-sun","ch07","sun","high","ambient","sun-high",13.0386751833333,0.116147782222222,198.734911766667,124.647645583183,0.21017282883724,0.878471344888889,15.2774849825444,11.543987426408,1.62025840572016,274.645725007576,212.607852388796
"4-ch08-sun","ch08","sun","high","elevated","sun-high",12.2999191591667,0.0958169248333333,177.486377925,90.9794672377417,0.142902744190305,1.35801101716667,16.9039257543907,9.47862186586082,1.96046316101641,262.885111363895,176.813152222321
"4-ch09-sun","ch09","sun","high","ambient","sun-high",8.78498615758333,0.0677965959166667,179.2729108,85.8378541048479,0.095376435477996,1.9115033895,20.5439117411857,9.62014656707544,2.13660070073076,253.329659683153,161.221099391968
"4-ch10-sun","ch10","sun","high","elevated","sun-high",12.7564291655556,0.106304961666667,187.369517122222,85.1341458329309,0.125512847577146,1.71289533055556,15.6515799712368,9.06007788105387,2.21870701764532,270.322196452871,168.687746977769
"4-ch11-sun","ch11","sun","high","ambient","sun-high",10.1867002595,0.0704183734166667,155.075704916667,83.9872759494509,0.157231427520975,1.59006188,20.0113293844703,9.27976044519239,2.07534527443026,288.127367457965,223.33942766685
"4-ch12-sun","ch12","sun","high","elevated","sun-high",15.1201224333334,0.138956161,201.327950177778,97.3570590901682,0.148475387526855,1.07565516588889,12.9437783608344,9.56859081364925,2.12633609777293,269.877115829594,168.041231207986
"5-ch02-sun","ch02","sun","high","elevated","sun-high",17.8162543785,0.19309769075,215.030977955,126.434322687713,0.203923806760498,2.05217526665,10.9817977485773,11.3835413202214,1.71345950957559,295.484421255354,208.11720964075
"5-ch05-sun","ch05","sun","high","ambient","sun-high",17.051567656,0.1494224551,186.115506885,95.5135936668073,0.18974312906359,1.45304031075,11.5318767160697,9.40775459299559,1.96562606182915,272.266527220238,182.399938953501
"5-ch07-sun","ch07","sun","high","ambient","sun-high",10.531800016,0.0943096308,201.157898826667,117.101460856808,0.126339943857047,1.75714032133333,15.8197004281704,11.3828696975985,1.72492073465443,255.049888375398,171.689078686289
"5-ch09-sun","ch09","sun","high","ambient","sun-high",12.56794463,0.13245027575,228.83235517,105.918174870784,0.102674176983207,1.39164622765,15.8154020470671,10.3369596920758,2.17694276022421,271.886210636082,149.480119842138
"5-ch10-sun","ch10","sun","high","elevated","sun-high",18.066884158,0.147447852733333,184.71508212,101.638398685218,0.219723472997801,1.51094111993333,21.3047380528924,9.9276302104863,1.82406354257581,281.083917855863,198.858364475042
"5-ch12-sun","ch12","sun","high","elevated","sun-high",16.037477638,0.16011599555,210.15810095,112.708110220996,0.165592063835083,1.68582253015,12.4652512963348,10.5371496115525,1.87346940588445,273.772583963736,176.923270859141
"6-ch02-sun","ch02","sun","high","elevated","sun-high",8.27248257576,0.07658308112,214.345749548,103.431986383011,0.0758914920963369,1.90388956516,21.9053425383227,10.9389787673915,2.10898391454737,295.587030800054,186.582946847417
"6-ch05-sun","ch05","sun","high","ambient","sun-high",10.44553237444,0.08870061732,193.703871548,90.2778785171743,0.10467419247693,1.26433821328,15.7141201109017,9.59287343766689,2.21357917613196,300.073125714219,200.282220933729
"6-ch07-sun","ch07","sun","high","ambient","sun-high",9.5605827688,0.05920459355,128.15148736,73.3378611828105,0.177602648852321,1.58840496475,19.11482675079,8.62836010585975,1.75210206796008,259.924067179894,206.092759873494
"6-ch09-sun","ch09","sun","high","ambient","sun-high",18.401352236,0.2204069257,234.264506,142.686557728275,0.204293002476258,0.9138441899,11.5527150720651,12.2106502302229,1.65136294816641,275.53454874271,185.461212833231
"6-ch10-sun","ch10","sun","high","elevated","sun-high",16.8948101576,0.21679532948,245.112801708,136.029576559232,0.156106620879596,1.28374670656,10.5923088289679,11.8254172285874,1.80879617906258,292.270087938003,184.04399180957
"6-ch12-sun","ch12","sun","high","elevated","sun-high",13.771565037,0.1034284947,164.569394295,108.914850753123,0.264030627869734,1.55702673715,14.5113749228693,10.6274367344359,1.52525323021189,273.15087266538,220.991904790659
