"Photo","Cc","chamber","lcl","ucl","pred"
9.540717944,19.205061689647,"ch11",5.71248040118606,9.09355790819304,7.39842694658361
10.2561756725,43.269657858699,"ch10",8.20495882847743,10.5395432431244,9.35700323404562
6.37536025525,43.5725582439209,"ch12",8.23599608433092,10.5563909583572,9.38165577788184
9.94196705525,46.3443615554082,"ch11",8.51765244114567,10.7206893190141,9.60724810452015
11.720363375,52.6763221338888,"ch08",9.14017575797715,11.1436201117532,10.1225955366996
7.39716985375,56.6423144019281,"ch06",9.52305965674203,11.3782437415279,10.4453808582513
11.8677244866667,61.4773464854172,"ch07",10.0007386755062,11.6928182624565,10.8388958427254
10.6844391175,66.652376941325,"ch04",10.4888152271931,12.0365558452102,11.2600827127078
9.93854939875,69.0720157369665,"ch02",10.7088593191773,12.1960576946923,11.4570129722507
10.4081894575,69.4864916217823,"ch01",10.7492305599994,12.2282140449525,11.4907464549995
11.9384786825,69.7128197891977,"ch08",10.7702653753339,12.2458736528795,11.5091669171079
15.946479355,71.7022424204417,"ch09",10.9547091775834,12.386973882653,11.6710826194917
11.3614134,72.1472877142648,"ch09",10.9964652166486,12.4163315732573,11.7073040941096
9.5605827688,73.3378611828105,"ch07",11.1134512927061,12.5024322081953,11.8042028306433
9.61208616,75.2693146188832,"ch11",11.2847281581383,12.6449554592335,11.9614005194661
12.7591023125,75.3235144039375,"ch03",11.2893055430951,12.6490636101327,11.9658117471903
13.139058765,75.4145399432952,"ch07",11.2966444650005,12.6559630222058,11.9732201600175
12.2193193325,76.2075782291749,"ch12",11.3693464687481,12.7100656500595,12.0377641885506
9.5766731775,78.5494761784833,"ch06",11.5949955152346,12.8790894433405,12.2283672536904
15.0187484625,79.0932412928976,"ch05",11.6463347872621,12.9142323982486,12.2726233655137
11.72534643,81.209832639927,"ch04",11.8301770681029,13.0904342158209,12.4448891119828
10.1867002595,83.9872759494509,"ch11",12.0852838805332,13.2894791591438,12.6709404684065
12.7564291655556,85.1341458329309,"ch10",12.182548337287,13.3887742772097,12.7642822449653
13.7250535766667,85.2222788482512,"ch06",12.1905328193605,13.396995958236,12.7714552402126
8.78498615758333,85.8378541048479,"ch09",12.2467000405014,13.4477927070107,12.8215558565807
10.44553237444,90.2778785171743,"ch05",12.601785216442,13.8132523363728,13.1829218428887
12.2999191591667,90.9794672377417,"ch08",12.6612923195456,13.8781818175256,13.2400229478481
18.213527735,91.734807825642,"ch03",12.7181647020457,13.9481804016183,13.3014988252751
14.2326777125,95.115792707183,"ch05",12.9728133792296,14.2332247504032,13.5766713970788
17.051567656,95.5135936668073,"ch05",13.0014394379612,14.2665519840543,13.609047736211
15.6108663875,96.5084217867501,"ch12",13.0697191314796,14.3525140584334,13.6900150939066
15.1201224333334,97.3570590901682,"ch12",13.1367386174554,14.4291965008068,13.7590842313006
16.135120035,99.6249462686268,"ch01",13.3163847263302,14.6374238397481,13.9436636864955
13.4800128725,100.816444915693,"ch04",13.4101129925846,14.7367479460153,14.0406377217252
18.066884158,101.638398685218,"ch10",13.4611083832141,14.8154506257588,14.1075351319735
13.9607323725,102.962600609352,"ch10",13.5493244621663,14.9371798677928,14.215309659757
8.27248257576,103.431986383011,"ch02",13.5818972898038,14.9775115011919,14.2535121643619
13.349875525,105.775483956964,"ch05",13.7402550039439,15.1991085465591,14.4442454202131
12.56794463,105.918174870784,"ch09",13.7519773548472,15.2127821479421,14.4558587894249
17.69100141,106.25249797429,"ch01",13.7794426827329,15.2448192323512,14.4830687745116
13.771565037,108.914850753123,"ch12",13.9515188992967,15.4942035347694,14.699753109659
18.4821570775,108.952221373032,"ch03",13.954091607468,15.4974196865329,14.7027946404409
12.5642538875,109.349358536693,"ch01",13.9814317486957,15.5314404028646,14.735116954356
14.84356211,110.000928335122,"ch10",14.0262878133977,15.591871683191,14.7881471048669
16.037477638,112.708110220996,"ch12",14.2148216555238,15.8391713662199,15.008480004296
18.420815,115.44087314447,"ch02",14.3977152610866,16.0875052980453,15.2308949005848
10.531800016,117.101460856808,"ch07",14.5065352988085,16.2626802895295,15.3660472918317
13.0386751833333,124.647645583183,"ch07",14.9976176715689,16.9866625376706,15.9802183488508
17.8162543785,126.434322687713,"ch02",15.1157746887103,17.1526636195627,16.1256329398832
16.751101745,129.736757789475,"ch04",15.3148768017993,17.4738520503269,16.3944124795753
16.2628882091667,129.820953871208,"ch05",15.3200352487815,17.4827441209257,16.4012650545374
16.720470095,135.972422885823,"ch02",15.7037036285643,18.1120486469003,16.9019225873064
16.8948101576,136.029576559232,"ch10",15.7078915203662,18.1179259474055,16.9065742269472
18.401352236,142.686557728275,"ch09",16.1223176014033,18.7707063887058,17.4483745286094
18.2306537208334,158.696244102595,"ch03",17.141138784142,20.3946823432501,18.7513754965945
