flux_campaign,day,Date,time,RECORD,SiteOutput,SiteCount_Avg,ConcA_Avg,ConcB_Avg,TGApressure_Avg,SamplePress_Avg,BypassPress_Avg,ExcessFlow_Avg,SampleFlow_Avg,One_Tot,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
1,day_1,18/10/2013,8:26:20 AM,1,3,150.5,775.2982,8.422954,19.99973,400.0006,480.9209,124.9312,196.7702,100,3492.943,31.47832,-193.898
1,day_1,18/10/2013,8:26:40 AM,2,4,150.5,321.1926,3.50392,19.99527,399.9835,481.0171,128.478,197.1108,100,321.2013,3.503478,-24.3544
1,day_1,18/10/2013,8:27:00 AM,3,5,150.5,387.635,4.343912,20.00217,399.9784,463.2459,92.0891,196.8976,100,388.5804,4.30661,-8.655631
1,day_1,18/10/2013,8:27:20 AM,4,6,150.5,389.9058,4.364636,19.99609,399.9899,462.9838,69.65414,197.0243,100,390.8365,4.327093,-9.690151
1,day_1,18/10/2013,8:27:40 AM,5,7,150.5,386.1819,4.328012,20.00153,399.9923,461.5287,89.66267,197.337,100,387.136,4.290915,-8.583101
1,day_1,18/10/2013,8:28:00 AM,6,8,150.5,387.2264,4.329927,20.00163,399.9994,461.9114,73.94686,197.7577,100,388.1676,4.292767,-10.79142
1,day_1,18/10/2013,8:28:20 AM,7,13,150.5,393.4634,4.405938,20.00236,399.9989,461.5789,80.16392,196.888,100,394.3655,4.367874,-9.302489
1,day_1,18/10/2013,8:28:40 AM,8,14,150.5,407.7415,4.557276,20.00325,400.0002,460.815,98.05489,196.9166,100,408.5469,4.517379,-10.95841
1,day_1,18/10/2013,8:29:00 AM,9,9,150.5,387.7957,4.345528,19.99695,400.0005,461.4377,83.42993,197.1154,100,388.741,4.308246,-8.688718
1,day_1,18/10/2013,8:29:20 AM,10,10,150.5,391.0046,4.375902,19.99487,400.0031,462.7083,56.89316,197.2769,100,391.9247,4.338201,-9.90476
1,day_1,18/10/2013,8:29:40 AM,11,15,150.5,386.9678,4.336644,19.99702,399.9987,461.2793,88.74972,197.002,100,387.9371,4.299617,-8.623802
1,day_1,18/10/2013,8:30:00 AM,12,16,150.5,401.3213,4.488382,20.00087,400,460.9369,97.44466,197.1756,100,402.1704,4.449278,-10.42379
1,day_1,18/10/2013,8:30:20 AM,13,17,150.5,386.3925,4.330151,19.999,399.9993,460.8961,99.64519,196.8245,100,387.3484,4.293053,-8.633029
1,day_1,18/10/2013,8:30:40 AM,14,18,150.5,400.1297,4.466942,19.99386,400.0035,461.2994,91.1162,196.9629,100,400.9866,4.428125,-12.22076
1,day_1,18/10/2013,8:31:00 AM,15,5,150.5,387.6609,4.344138,19.99982,399.997,461.2592,92.05857,196.9298,100,388.6085,4.306866,-8.668279
1,day_1,18/10/2013,8:31:20 AM,16,6,150.5,390.808,4.373078,19.99685,400,462.2169,69.56236,197.1225,100,391.726,4.335413,-10.03917
1,day_1,18/10/2013,8:31:40 AM,17,7,150.5,386.715,4.333988,20.00524,399.9993,461.4191,89.60635,197.3449,100,387.6483,4.296667,-8.566418
1,day_1,18/10/2013,8:32:00 AM,18,8,150.5,388.7935,4.34699,20.0036,400.0007,462.1021,73.91267,197.7746,100,389.7273,4.309577,-10.89194
1,day_1,18/10/2013,8:32:20 AM,19,13,150.5,391.0468,4.380546,20.00106,400.0003,461.8694,80.06999,197.0069,100,391.9713,4.342779,-8.977726
1,day_1,18/10/2013,8:32:40 AM,20,14,150.5,401.2236,4.486196,20.00402,400.0022,461.1768,97.86772,197.184,100,402.0677,4.447122,-10.65025
1,day_1,18/10/2013,8:33:00 AM,21,9,150.5,386.9965,4.338031,19.99781,399.9993,461.8371,83.40559,197.3023,100,387.9491,4.300884,-8.362552
1,day_1,18/10/2013,8:33:20 AM,22,10,150.5,389.0063,4.35411,20.00126,399.9982,463.1158,56.79004,197.4814,100,389.9431,4.316693,-9.80691
1,day_1,18/10/2013,8:33:40 AM,23,15,150.5,385.8496,4.324701,19.99879,399.9999,461.6802,88.67252,197.2295,100,386.7901,4.287514,-8.483187
1,day_1,18/10/2013,8:34:00 AM,24,16,150.5,396.736,4.438382,19.99956,400.0003,461.3261,97.32278,197.4613,100,397.6041,4.399814,-10.18667
1,day_1,18/10/2013,8:34:20 AM,25,17,150.5,387.087,4.338808,20.00095,400.0002,461.2972,99.58755,197.0331,100,388.0351,4.301569,-8.424219
1,day_1,18/10/2013,8:34:40 AM,26,18,150.5,400.608,4.472409,19.99696,400.0011,461.7018,91.07292,197.1059,100,401.4608,4.433502,-12.18933
1,day_1,18/10/2013,8:35:00 AM,27,3,150.5,775.0927,8.420767,19.99758,400.0287,479.5193,123.5514,197.1258,100,773.2056,8.331193,-36.21044
1,day_1,18/10/2013,8:35:20 AM,28,4,150.5,320.9146,3.502162,19.99797,400.0014,480.8273,128.545,197.3782,100,322.3447,3.475604,-35.55012
1,day_1,18/10/2013,8:35:40 AM,29,5,150.5,387.1745,4.33939,19.99622,399.9838,463.6321,92.08345,197.089,100,388.3893,4.303981,-8.773418
1,day_1,18/10/2013,8:36:00 AM,30,6,150.5,392.2879,4.390018,19.99535,400.2183,463.6233,69.38865,197.3745,100,393.4583,4.353921,-10.19022
1,day_1,18/10/2013,8:36:20 AM,31,7,150.5,387.4763,4.342987,20.00098,399.9928,462.2383,89.65221,197.3663,100,388.6859,4.307492,-8.721394
1,day_1,18/10/2013,8:36:40 AM,32,8,150.5,391.2662,4.373856,19.99921,400.0002,462.5978,73.90432,197.8641,100,392.448,4.33799,-11.27302
1,day_1,18/10/2013,8:37:00 AM,33,13,150.5,388.7574,4.355396,19.99757,399.9995,462.3,80.01827,197.0456,100,389.9529,4.319703,-9.141418
1,day_1,18/10/2013,8:37:20 AM,34,14,150.5,393.338,4.400379,19.99683,399.9984,461.5158,97.8183,197.2478,100,394.506,4.364188,-10.49105
1,day_1,18/10/2013,8:37:40 AM,35,9,150.5,385.4792,4.320936,19.99889,399.9995,462.1304,83.38631,197.3186,100,386.6943,4.285605,-8.679048
1,day_1,18/10/2013,8:38:00 AM,36,10,150.5,389.6639,4.361074,19.99471,399.9987,463.428,56.75547,197.476,100,390.8466,4.325274,-10.13235
1,day_1,18/10/2013,8:38:20 AM,37,15,150.5,387.784,4.346014,20.00689,400.0009,461.9753,88.63282,197.3006,100,388.991,4.310495,-8.80858
1,day_1,18/10/2013,8:38:40 AM,38,16,150.5,390.7047,4.372736,20.00179,400.0008,461.627,97.35712,197.5626,100,391.8854,4.336826,-10.11931
1,day_1,18/10/2013,8:39:00 AM,39,17,150.5,384.7497,4.312655,19.99984,399.9991,461.5631,99.58019,197.1126,100,385.9767,4.277499,-8.714211
1,day_1,18/10/2013,8:39:20 AM,40,18,150.5,400.5477,4.471078,20.00064,400.0017,461.9511,91.06327,197.2225,100,401.6627,4.433976,-12.58045
