flux_campaign,day,Date,time,RECORD,SiteOutput,SiteCount_Avg,ConcA_Avg,ConcB_Avg,TGApressure_Avg,SamplePress_Avg,BypassPress_Avg,ExcessFlow_Avg,SampleFlow_Avg,One_Tot,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
6,day_1,18/04/2014,4:01:00 PM,131,3,150.5,763.0825,8.362925,19.99731,400.0093,432.8405,129.1735,196.739,100,772.8816,8.32827,-36.14492
6,day_1,18/04/2014,4:01:20 PM,132,4,150.5,314.2348,3.455428,19.99897,399.9976,434.3717,130.3351,196.9996,100,322.5319,3.476665,-35.81559
6,day_1,18/04/2014,4:01:40 PM,133,15,150.5,375.1696,4.240825,20.00014,399.9985,417.294,83.42834,196.9827,100,383.8199,4.254559,-8.490417
6,day_1,18/04/2014,4:02:00 PM,134,16,150.5,380.0844,4.286046,20.00337,400.0006,415.662,92.18276,197.0818,100,388.7551,4.299324,-10.77752
6,day_1,18/04/2014,4:02:20 PM,135,13,150.5,373.828,4.226509,20.00568,400.0032,415.8885,75.33527,196.8905,100,382.4745,4.240412,-8.31109
6,day_1,18/04/2014,4:02:40 PM,136,14,150.5,383.1899,4.323976,19.99765,399.9996,414.8129,92.17996,197.0797,100,391.8724,4.336826,-10.08652
6,day_1,18/04/2014,4:03:00 PM,137,11,150.5,373.481,4.221026,19.99684,400.0004,414.2168,100.79,196.904,100,382.1237,4.234924,-8.685305
6,day_1,18/04/2014,4:03:20 PM,138,12,150.5,379.2786,4.272884,20.00197,400.0005,414.2013,98.92436,197.1452,100,387.9513,4.286292,-11.73263
6,day_1,18/04/2014,4:03:40 PM,139,17,150.5,371.1808,4.197054,20.00046,399.9989,414.4241,93.56626,196.8839,100,379.8099,4.21115,-8.245064
6,day_1,18/04/2014,4:04:00 PM,140,18,150.5,381.6367,4.298479,20.00602,399.9972,414.7873,85.47929,197.0878,100,390.3059,4.311502,-11.91736
6,day_1,18/04/2014,4:04:20 PM,141,5,150.5,373.7013,4.224158,20.00423,399.9995,414.8729,84.21889,196.8225,100,382.3373,4.237957,-8.529574
6,day_1,18/04/2014,4:04:40 PM,142,6,150.5,385.3833,4.341047,20.00304,399.9992,415.7649,64.36769,196.8881,100,394.0778,4.353703,-11.79584
6,day_1,18/04/2014,4:05:00 PM,143,7,150.5,374.4252,4.232983,20.00084,400.0006,414.9044,81.92715,198.2473,100,383.0616,4.246685,-8.366335
6,day_1,18/04/2014,4:05:20 PM,144,8,150.5,388.6598,4.383259,20.00145,399.9968,415.5406,67.13031,198.7801,100,397.366,4.395454,-10.57481
6,day_1,18/04/2014,4:05:40 PM,145,15,150.5,374.6513,4.2348,20.00507,399.9991,414.8859,83.52589,196.9147,100,383.3001,4.248556,-8.546472
6,day_1,18/04/2014,4:06:00 PM,146,16,150.5,381.6914,4.303161,20.005,399.9997,414.5063,92.25447,197.0766,100,390.3703,4.316202,-11.00324
6,day_1,18/04/2014,4:06:20 PM,147,13,150.5,369.7853,4.18139,19.99964,400.002,415.2721,75.43771,196.8703,100,378.416,4.195749,-8.232315
6,day_1,18/04/2014,4:06:40 PM,148,14,150.5,385.9204,4.354061,20.00038,399.9991,414.5364,92.28059,197.0594,100,394.6164,4.366591,-10.2229
6,day_1,18/04/2014,4:07:00 PM,149,11,150.5,373.3516,4.219466,19.99929,400.001,414.1389,100.9012,196.8965,100,381.9867,4.233362,-8.695236
6,day_1,18/04/2014,4:07:20 PM,150,12,150.5,381.908,4.301454,20.00303,400.0008,414.2063,99.01727,197.1415,100,390.5892,4.314569,-11.9313
