flux_campaign,day,Date,time,RECORD,SiteOutput,SiteCount_Avg,ConcA_Avg,ConcB_Avg,TGApressure_Avg,SamplePress_Avg,BypassPress_Avg,ExcessFlow_Avg,SampleFlow_Avg,One_Tot,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
5,day_2,23/03/2014,7:26:20 AM,1,3,150.5,763.1974,8.336571,19.99775,400.0038,441.8756,128.8309,197.7534,100,1490.499,14.99105,-100.3565
5,day_2,23/03/2014,7:26:40 AM,2,4,150.5,314.5017,3.445947,19.99896,399.9969,441.9699,132.7068,198.0522,100,314.3155,3.446001,-19.33761
5,day_2,23/03/2014,7:27:00 AM,3,17,150.5,475.2339,5.332892,19.99923,399.9841,423.6558,94.01806,198.4064,100,484.1738,5.351794,-11.29212
5,day_2,23/03/2014,7:27:20 AM,4,18,150.5,522.3445,5.852915,19.99775,399.9998,422.4162,86.16255,198.5056,100,531.4366,5.867351,-12.44679
5,day_2,23/03/2014,7:27:40 AM,5,9,150.5,469.7557,5.272456,20.00059,399.9991,422.0009,78.88491,198.4288,100,478.5916,5.290937,-11.13396
5,day_2,23/03/2014,7:28:00 AM,6,10,150.5,512.7322,5.746026,19.99484,400.0004,422.611,57.65679,198.4012,100,521.7799,5.76123,-12.36196
5,day_2,23/03/2014,7:28:20 AM,7,7,150.5,457.4436,5.1364,19.99998,400.0013,421.158,81.42905,200.9956,100,466.235,5.155955,-10.82256
5,day_2,23/03/2014,7:28:40 AM,8,8,150.5,509.9209,5.715375,20.00119,400.0004,421.6953,68.56889,199.6859,100,518.9578,5.730856,-12.22638
5,day_2,23/03/2014,7:29:00 AM,9,13,150.5,462.8338,5.195845,20.0004,400.0012,421.3971,76.11398,198.3912,100,471.6345,5.214762,-10.99409
5,day_2,23/03/2014,7:29:20 AM,10,14,150.5,519.0401,5.815033,20.00838,400.0014,420.6257,93.10365,198.4816,100,528.1174,5.829734,-12.61111
5,day_2,23/03/2014,7:29:40 AM,11,5,150.5,460.1455,5.166302,19.99851,400.0029,420.9841,84.8198,198.4143,100,468.9384,5.185523,-10.88542
5,day_2,23/03/2014,7:30:00 AM,12,6,150.5,514.4017,5.764415,19.99835,400.0017,421.8891,64.89021,198.4093,100,523.4554,5.779463,-12.40759
5,day_2,23/03/2014,7:30:20 AM,13,11,150.5,460.6007,5.171602,20.00413,400.0005,420.2089,101.087,198.418,100,469.3941,5.190748,-10.84977
5,day_2,23/03/2014,7:30:40 AM,14,12,150.5,515.3804,5.776186,20.0011,400.0014,420.2711,99.45686,198.4599,100,524.4391,5.791126,-12.27077
5,day_2,23/03/2014,7:31:00 AM,15,17,150.5,469.9428,5.275063,20.00259,399.994,420.5647,94.05292,198.3919,100,478.7588,5.293218,-11.05315
5,day_2,23/03/2014,7:31:20 AM,16,18,150.5,520.8463,5.836575,20.00028,399.9929,420.9196,86.17417,198.5064,100,529.9267,5.851154,-12.36683
5,day_2,23/03/2014,7:31:40 AM,17,9,150.5,472.0877,5.298646,20.00258,399.9968,421.233,78.92373,198.4135,100,480.9623,5.317203,-11.12346
5,day_2,23/03/2014,7:32:00 AM,18,10,150.5,511.3747,5.731588,20.0001,400.0008,422.226,57.68779,198.3913,100,520.4175,5.746891,-12.2411
5,day_2,23/03/2014,7:32:20 AM,19,7,150.5,456.5368,5.126902,20.00432,400.0023,421.0143,81.482,200.9647,100,465.3162,5.146456,-10.69548
5,day_2,23/03/2014,7:32:40 AM,20,8,150.5,508.7458,5.702554,19.99879,399.9991,421.6645,68.67072,199.6346,100,517.7732,5.718052,-12.17853
5,day_2,23/03/2014,7:33:00 AM,21,13,150.5,473.534,5.314883,20.00434,400.004,421.4124,76.15063,198.3764,100,482.3739,5.332864,-11.11302
5,day_2,23/03/2014,7:33:20 AM,22,14,150.5,517.6995,5.800972,20.00251,400.0004,420.6425,93.17119,198.4562,100,526.7636,5.815747,-12.44876
5,day_2,23/03/2014,7:33:40 AM,23,5,150.5,469.4252,5.269386,19.99904,400,421.0533,84.86608,198.3806,100,478.2895,5.288156,-11.02946
5,day_2,23/03/2014,7:34:00 AM,24,6,150.5,512.7463,5.746841,19.99976,400.0047,421.9821,64.94097,198.3664,100,521.7964,5.762028,-12.25658
5,day_2,23/03/2014,7:34:20 AM,25,11,150.5,466.0787,5.232608,20.01009,400.0025,420.3386,101.1214,198.3945,100,474.9064,5.251427,-10.90203
5,day_2,23/03/2014,7:34:40 AM,26,12,150.5,513.4451,5.754953,20.0033,400.0026,420.3741,99.46466,198.4773,100,522.4917,5.770076,-12.19311
5,day_2,23/03/2014,7:35:00 AM,27,3,150.5,762.1866,8.326609,20.0024,400.0111,439.1312,128.3956,197.718,100,772.4019,8.323524,-36.09578
5,day_2,23/03/2014,7:35:20 AM,28,4,150.5,314.2296,3.443434,20.00047,399.9934,440.7008,132.5523,198.0154,100,322.346,3.474887,-35.75305
5,day_2,23/03/2014,7:35:40 AM,29,17,150.5,473.6818,5.316544,19.99684,399.9969,423.031,94.06502,198.3881,100,483.0912,5.340182,-11.22648
5,day_2,23/03/2014,7:36:00 AM,30,18,150.5,518.1122,5.806495,19.99522,399.9993,422.1559,86.2205,198.4676,100,527.7966,5.827312,-12.42156
5,day_2,23/03/2014,7:36:20 AM,31,9,150.5,468.8779,5.263365,19.99711,399.999,421.9365,78.97718,198.3944,100,478.2254,5.286942,-11.12415
5,day_2,23/03/2014,7:36:40 AM,32,10,150.5,508.9316,5.704709,19.99651,400,422.6617,57.67894,198.3935,100,518.5543,5.726063,-12.28473
5,day_2,23/03/2014,7:37:00 AM,33,7,150.5,471.3536,5.291299,20.00299,399.9993,421.297,81.54837,200.9403,100,480.727,5.314843,-11.07839
5,day_2,23/03/2014,7:37:20 AM,34,8,150.5,507.0377,5.683899,20.00103,399.9998,421.8372,68.71345,199.6191,100,516.6511,5.705369,-12.2288
5,day_2,23/03/2014,7:37:40 AM,35,13,150.5,472.8476,5.307517,20.00032,399.9992,421.4919,76.17274,198.3527,100,482.0981,5.329557,-11.15973
5,day_2,23/03/2014,7:38:00 AM,36,14,150.5,515.884,5.78174,20.00182,399.9989,420.6993,93.20789,198.4018,100,525.5529,5.802715,-12.39173
5,day_2,23/03/2014,7:38:20 AM,37,5,150.5,466.6714,5.239325,20.00683,399.9992,421.068,84.92314,198.3798,100,475.9764,5.26271,-11.00533
5,day_2,23/03/2014,7:38:40 AM,38,6,150.5,510.8921,5.726769,19.99988,399.9992,421.9481,64.95976,198.3577,100,520.533,5.748073,-12.25711
5,day_2,23/03/2014,7:39:00 AM,39,11,150.5,478.7108,5.372295,19.99874,400.0322,420.3037,101.1419,198.3997,100,488.1183,5.39525,-11.31863
5,day_2,23/03/2014,7:39:20 AM,40,12,150.5,511.6442,5.735841,19.99456,400.0011,420.3622,99.47195,198.4748,100,521.2806,5.75705,-12.13341
5,day_2,23/03/2014,7:39:40 AM,41,17,150.5,468.2738,5.257373,19.99642,399.9983,420.6138,94.10596,198.3951,100,477.6633,5.281525,-10.97481
5,day_2,23/03/2014,7:40:00 AM,42,18,150.5,516.2714,5.786801,20.00125,400.0245,420.9709,86.15106,198.5683,100,525.9437,5.807724,-12.27359
5,day_2,23/03/2014,7:40:20 AM,43,9,150.5,463.7774,5.20753,20.00205,399.9999,421.2785,79.00186,198.3825,100,473.1408,5.23195,-10.89338
5,day_2,23/03/2014,7:40:40 AM,44,10,150.5,507.2221,5.686719,19.99787,400.0006,422.2654,57.70179,198.4155,100,516.8361,5.708194,-12.09357
5,day_2,23/03/2014,7:41:00 AM,45,7,150.5,454.8553,5.109014,19.99748,399.999,421.049,81.54303,200.9607,100,464.2057,5.134446,-10.64288
5,day_2,23/03/2014,7:41:20 AM,46,8,150.5,505.7836,5.670582,20.00061,399.9991,421.6852,68.69546,199.6763,100,515.383,5.692165,-12.09016
5,day_2,23/03/2014,7:41:40 AM,47,13,150.5,463.7281,5.207406,20.00133,399.9987,421.4164,76.18513,198.3942,100,473.0804,5.231716,-10.81127
5,day_2,23/03/2014,7:42:00 AM,48,14,150.5,514.1677,5.762482,20.00231,399.999,420.6489,93.18055,198.4576,100,523.8306,5.783606,-12.40764
5,day_2,23/03/2014,7:42:20 AM,49,5,150.5,462.2161,5.190781,20.00423,400.0023,421.0458,84.88871,198.3878,100,471.5432,5.215025,-10.75296
5,day_2,23/03/2014,7:42:40 AM,50,6,150.5,508.839,5.704529,20.00104,399.9998,421.9118,64.94102,198.3965,100,518.465,5.725924,-12.13844
5,day_2,23/03/2014,7:43:00 AM,51,11,150.5,471.1921,5.28928,20.00248,399.9996,420.2618,101.1486,198.4275,100,480.5757,5.312957,-11.11818
5,day_2,23/03/2014,7:43:20 AM,52,12,150.5,509.8098,5.715804,19.99707,399.9984,420.3336,99.48979,198.4785,100,519.438,5.737102,-12.06431
5,day_2,23/03/2014,7:43:40 AM,53,3,150.5,762.6534,8.332507,20.00463,400.0092,439.0956,128.4204,197.7193,100,773.8914,8.339405,-36.11552
5,day_2,23/03/2014,7:44:00 AM,54,4,150.5,314.1504,3.442721,20.00046,400.0039,440.6599,132.4842,198.0224,100,322.5383,3.47665,-35.83883
5,day_2,23/03/2014,7:44:20 AM,55,17,150.5,461.6845,5.184689,20.00172,399.994,422.9828,94.13145,198.402,100,470.9138,5.207416,-10.87589
5,day_2,23/03/2014,7:44:40 AM,56,18,150.5,513.4585,5.755772,19.99823,399.9986,422.1379,86.20567,198.5285,100,522.9513,5.774486,-12.30693
5,day_2,23/03/2014,7:45:00 AM,57,9,150.5,463.8401,5.208627,19.99901,399.9959,421.8836,79.01513,198.379,100,473.0879,5.23126,-10.91309
5,day_2,23/03/2014,7:45:20 AM,58,10,150.5,504.6969,5.659195,19.99015,400,422.6266,57.73274,198.3844,100,514.1456,5.678613,-12.07019
5,day_2,23/03/2014,7:45:40 AM,59,7,150.5,459.5623,5.161613,19.99854,399.9986,421.2121,81.55925,200.9449,100,468.7591,5.184207,-10.75799
5,day_2,23/03/2014,7:46:00 AM,60,8,150.5,503.728,5.648436,20.0011,399.9993,421.7827,68.71721,199.6214,100,513.1647,5.667898,-12.0495
5,day_2,23/03/2014,7:46:20 AM,61,13,150.5,467.2507,5.246484,20.0033,400.0169,421.4682,76.23972,198.3469,100,476.5121,5.268806,-10.97299
5,day_2,23/03/2014,7:46:40 AM,62,14,150.5,511.7004,5.736481,19.99804,400.0008,420.6642,93.18174,198.4683,100,521.175,5.755324,-12.22933
5,day_2,23/03/2014,7:47:00 AM,63,5,150.5,461.1957,5.179606,20.00022,399.9999,421.0505,84.9773,198.348,100,470.4093,5.202245,-10.79831
5,day_2,23/03/2014,7:47:20 AM,64,6,150.5,506.3716,5.677421,19.99956,399.9998,421.9644,65.03218,198.3586,100,515.8194,5.696692,-12.14095
5,day_2,23/03/2014,7:47:40 AM,65,11,150.5,460.9087,5.176731,19.99946,400,420.2864,101.157,198.3863,100,470.1636,5.199865,-10.73433
