flux_campaign,day,Date,time,RECORD,SiteOutput,SiteCount_Avg,ConcA_Avg,ConcB_Avg,TGApressure_Avg,SamplePress_Avg,BypassPress_Avg,ExcessFlow_Avg,SampleFlow_Avg,One_Tot,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
3,day_1,17/01/2014,7:35:00 AM,1,3,150.5,762.1483,8.302386,19.99502,399.9992,461.3944,145.6004,199.9052,100,-36356.1,-3006.283,6396.439
3,day_1,17/01/2014,7:35:20 AM,2,4,150.5,315.0213,3.443933,19.99692,399.9897,461.159,123.5568,200.215,100,314.8241,3.443778,-21.55307
3,day_1,17/01/2014,7:35:40 AM,3,13,150.5,398.8614,4.476683,19.99645,399.9845,443.1666,75.55237,200.4467,100,407.1498,4.509722,-9.246277
3,day_1,17/01/2014,7:36:00 AM,4,14,150.5,409.2209,4.588093,19.99974,399.9912,440.9691,93.71011,200.4644,100,417.5912,4.62097,-10.18938
3,day_1,17/01/2014,7:36:20 AM,5,11,150.5,401.7654,4.508364,20.00247,399.9935,439.7876,102.5474,200.447,100,410.0949,4.54156,-9.416557
3,day_1,17/01/2014,7:36:40 AM,6,12,150.5,406.5994,4.557692,20.00582,399.9939,439.4598,100.7521,200.4768,100,414.951,4.590481,-10.46369
3,day_1,17/01/2014,7:37:00 AM,7,5,150.5,403.042,4.522678,20.0009,399.9958,439.8906,85.96938,200.4242,100,411.3325,4.555304,-9.409102
3,day_1,17/01/2014,7:37:20 AM,8,6,150.5,414.2208,4.640629,19.9914,399.9989,440.6799,65.67721,200.2841,100,422.6259,4.673421,-10.8804
3,day_1,17/01/2014,7:37:40 AM,9,7,150.5,401.1216,4.502061,20.00307,399.9968,439.7105,82.39294,203.1434,100,409.4221,4.534891,-9.246895
3,day_1,17/01/2014,7:38:00 AM,10,8,150.5,412.4982,4.622265,19.99608,400,440.2636,69.10426,202.301,100,420.8948,4.655162,-10.69286
3,day_1,17/01/2014,7:38:20 AM,11,9,150.5,399.9266,4.488914,19.99685,400.0004,439.8589,79.65811,200.4222,100,408.2044,4.521619,-9.199453
3,day_1,17/01/2014,7:38:40 AM,12,10,150.5,417.9864,4.682455,19.9951,400.0007,441.4691,45.99618,200.5028,100,426.4315,4.715307,-10.92176
3,day_1,17/01/2014,7:39:00 AM,13,17,150.5,399.9998,4.489969,20.00816,399.9975,439.191,94.65854,200.3814,100,408.3061,4.523003,-9.143275
3,day_1,17/01/2014,7:39:20 AM,14,18,150.5,415.5062,4.652555,19.99646,400.0013,439.5311,86.90552,200.3112,100,423.9285,4.685358,-11.40124
3,day_1,17/01/2014,7:39:40 AM,15,13,150.5,398.2417,4.470365,19.99547,399.9989,439.9821,75.58875,200.3661,100,406.5236,4.503263,-9.142003
3,day_1,17/01/2014,7:40:00 AM,16,14,150.5,409.8375,4.594111,20.00549,400.0011,439.1409,93.7038,200.4162,100,418.2104,4.626992,-10.36774
3,day_1,17/01/2014,7:40:20 AM,17,11,150.5,398.6154,4.474214,20.00463,399.9999,438.702,102.5434,200.3912,100,406.8795,4.506937,-9.200611
3,day_1,17/01/2014,7:40:40 AM,18,12,150.5,406.4836,4.555722,19.99866,400.0004,438.7791,100.6517,200.3467,100,414.8345,4.588643,-10.58328
3,day_1,17/01/2014,7:41:00 AM,19,5,150.5,399.2713,4.481034,20.00005,400.0014,439.4399,86.00394,200.3123,100,407.5855,4.514239,-9.314784
3,day_1,17/01/2014,7:41:20 AM,20,6,150.5,414.1182,4.639739,19.99519,400.0013,440.3484,65.67416,200.1551,100,422.5321,4.672588,-10.83732
3,day_1,17/01/2014,7:41:40 AM,21,7,150.5,395.5843,4.44121,19.99641,400.002,439.3842,82.49812,202.9051,100,403.8661,4.474438,-9.005835
3,day_1,17/01/2014,7:42:00 AM,22,8,150.5,410.1164,4.595958,20.00041,400.0006,439.9961,69.0281,202.2612,100,418.5045,4.6289,-10.65541
3,day_1,17/01/2014,7:42:20 AM,23,9,150.5,394.4058,4.428665,20.00126,400.0003,439.6208,79.70809,200.2644,100,402.6791,4.461902,-8.86957
3,day_1,17/01/2014,7:42:40 AM,24,10,150.5,418.3155,4.685825,20.00021,399.9999,441.2045,45.90344,200.313,100,426.7696,4.71875,-10.9836
3,day_1,17/01/2014,7:43:00 AM,25,17,150.5,395.2277,4.437762,20.00112,399.9994,438.9163,94.56914,200.2731,100,403.4851,4.470711,-8.896451
3,day_1,17/01/2014,7:43:20 AM,26,18,150.5,409.8952,4.590962,20.0002,400.0005,439.2454,86.92063,200.1161,100,418.2653,4.623744,-11.19228
3,day_1,17/01/2014,7:43:40 AM,27,3,150.5,761.1572,8.292734,20.00295,400.0149,458.005,145.1971,199.6687,100,772.4112,8.323722,-36.08451
3,day_1,17/01/2014,7:44:00 AM,28,4,150.5,314.6122,3.440701,20.00107,400.0002,459.1061,123.6192,199.9197,100,322.208,3.47418,-35.53614
3,day_1,17/01/2014,7:44:20 AM,29,13,150.5,392.1597,4.404381,20.00353,399.9936,441.8179,75.51881,200.2347,100,400.9336,4.442146,-8.9619
3,day_1,17/01/2014,7:44:40 AM,30,14,150.5,407.0327,4.563437,19.99932,399.9976,439.9814,93.60522,200.3046,100,415.9196,4.601065,-10.49307
3,day_1,17/01/2014,7:45:00 AM,31,11,150.5,394.4601,4.429083,20.00464,399.9946,439.0376,102.6009,200.1834,100,403.2327,4.466625,-9.182459
3,day_1,17/01/2014,7:45:20 AM,32,12,150.5,400.4886,4.489974,19.99873,399.9993,438.8225,100.724,200.156,100,409.3084,4.527418,-10.60474
3,day_1,17/01/2014,7:45:40 AM,33,5,150.5,394.1983,4.426888,19.9952,400.0019,439.3284,85.95759,200.1507,100,402.9573,4.464342,-9.011923
3,day_1,17/01/2014,7:46:00 AM,34,6,150.5,408.7966,4.5818,19.9954,400.0049,440.1419,65.63011,200.0063,100,417.6911,4.619307,-10.78317
3,day_1,17/01/2014,7:46:20 AM,35,7,150.5,391.6523,4.399276,20.00197,399.9993,439.1458,82.59512,202.668,100,400.4021,4.436861,-8.827188
3,day_1,17/01/2014,7:46:40 AM,36,8,150.5,407.0522,4.562963,20.00009,399.9972,439.7174,68.98972,202.0877,100,415.9442,4.600599,-10.65169
3,day_1,17/01/2014,7:47:00 AM,37,9,150.5,393.2831,4.417212,20.00207,399.9998,439.3199,79.65364,200.0773,100,402.0431,4.454709,-8.902081
3,day_1,17/01/2014,7:47:20 AM,38,10,150.5,412.5811,4.623302,20.00078,399.9951,440.9551,45.71924,200.0585,100,421.5197,4.660905,-10.94069
3,day_1,17/01/2014,7:47:40 AM,39,17,150.5,391.3774,4.39635,20.00024,400.0004,438.6607,94.58755,200.0281,100,400.121,4.433827,-8.808929
3,day_1,17/01/2014,7:48:00 AM,40,18,150.5,403.6469,4.522146,20.00164,400.0013,439.0007,86.95761,199.8983,100,412.4974,4.559649,-11.26455
3,day_1,17/01/2014,7:48:20 AM,41,13,150.5,393.9531,4.423903,20.00018,399.9996,439.5084,75.55985,200.034,100,402.708,4.461342,-9.064947
3,day_1,17/01/2014,7:48:40 AM,42,14,150.5,405.3891,4.545667,19.99811,400.0004,438.6927,93.58767,200.1395,100,414.2678,4.583361,-10.37002
3,day_1,17/01/2014,7:49:00 AM,43,11,150.5,391.5368,4.397204,20.00214,400.0004,438.2816,102.5798,199.9789,100,400.2734,4.434612,-9.01095
3,day_1,17/01/2014,7:49:20 AM,44,12,150.5,397.977,4.461183,20.00023,400.0008,438.3994,100.7857,199.9642,100,406.7793,4.498679,-10.77255
3,day_1,17/01/2014,7:49:40 AM,45,5,150.5,398.1868,4.469307,20.00451,400.0035,439.0631,85.85644,200.0509,100,407.0044,4.507006,-9.489859
3,day_1,17/01/2014,7:50:00 AM,46,6,150.5,405.7304,4.547682,20.00033,399.9995,439.9923,65.52345,199.9199,100,414.5961,4.585172,-10.76275
3,day_1,17/01/2014,7:50:20 AM,47,7,150.5,393.4166,4.418118,19.9961,400.0009,439.0872,82.44246,202.6068,100,402.1695,4.455604,-9.01383
3,day_1,17/01/2014,7:50:40 AM,48,8,150.5,403.0942,4.518431,19.99952,400.0022,439.6939,68.93136,202.0681,100,411.9442,4.556037,-10.7207
3,day_1,17/01/2014,7:51:00 AM,49,9,150.5,391.9013,4.401327,19.99938,400.0002,439.3427,79.82245,199.8492,100,400.6062,4.438542,-8.955975
3,day_1,17/01/2014,7:51:20 AM,50,10,150.5,405.8419,4.547287,19.99897,399.9984,440.9875,45.57802,199.9304,100,414.7151,4.584936,-11.09755
3,day_1,17/01/2014,7:51:40 AM,51,17,150.5,392.424,4.405858,19.9966,400.0004,438.7155,94.62085,199.7915,100,401.1893,4.443386,-9.316497
3,day_1,17/01/2014,7:52:00 AM,52,18,150.5,400.0667,4.48182,19.99826,400.0061,439.1111,87.02448,199.7126,100,408.8834,4.519279,-11.35592
3,day_1,17/01/2014,7:52:20 AM,53,3,150.5,763.0575,8.309364,20.00111,400.0187,457.8934,145.1076,199.1291,100,775.3298,8.349942,-36.68683
3,day_1,17/01/2014,7:52:40 AM,54,4,150.5,315.348,3.448159,19.99781,400.0028,459.04,123.6451,199.4452,100,323.3671,3.484761,-36.06575
3,day_1,17/01/2014,7:53:00 AM,55,13,150.5,392.8744,4.410733,19.99623,399.9945,441.7916,75.55369,199.8617,100,400.6779,4.438913,-9.050326
3,day_1,17/01/2014,7:53:20 AM,56,14,150.5,404.3627,4.530345,19.99996,399.9978,440.0305,93.53214,199.9701,100,412.2494,4.558344,-10.95207
3,day_1,17/01/2014,7:53:40 AM,57,11,150.5,393.4147,4.41434,19.9979,400.0004,439.0707,102.7028,199.6839,100,401.2214,4.442673,-9.554591
3,day_1,17/01/2014,7:54:00 AM,58,12,150.5,396.6393,4.442708,20.00535,399.9997,438.8687,100.7486,199.7506,100,404.4719,4.470867,-11.2796
