flux_campaign,day,Date,TIMESTAMP,RECORD,SiteOutput,SiteCount_Avg,ConcA_Avg,ConcB_Avg,TGApressure_Avg,SamplePress_Avg,BypassPress_Avg,ExcessFlow_Avg,SampleFlow_Avg,One_Tot,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
3,2,18/01/2014,9:52:20 AM,1,3,150.5,760.9102,8.281111,19.99969,400.0544,457.3279,139.849,196.4565,100,3060.808,27.96604,-182.7305
3,2,18/01/2014,9:52:40 AM,2,4,150.5,313.9979,3.429975,19.99798,399.9855,457.0704,119.7861,196.597,100,313.7551,3.42948,-22.29555
3,2,18/01/2014,9:53:00 AM,3,11,150.5,398.8201,4.472493,20.00029,400.0062,437.9957,100.9129,197.0684,100,408.1811,4.52102,-9.273882
3,2,18/01/2014,9:53:20 AM,4,12,150.5,404.2704,4.516275,19.99972,399.9463,436.7209,99.1664,197.0253,100,413.6697,4.56467,-12.98064
3,2,18/01/2014,9:53:40 AM,5,13,150.5,398.649,4.470938,19.99664,400.0092,437.0748,74.8939,197.3177,100,408.0184,4.519497,-9.212838
3,2,18/01/2014,9:54:00 AM,6,14,150.5,402.7868,4.502396,20.00297,400.0968,435.838,93.06422,197.0813,100,412.1886,4.550915,-12.41901
3,2,18/01/2014,9:54:20 AM,7,5,150.5,394.1416,4.422271,19.9967,400.0437,436.0183,84.37786,197.27,100,403.4579,4.47064,-8.845472
3,2,18/01/2014,9:54:40 AM,8,6,150.5,403.0039,4.509542,19.99352,399.9327,436.812,64.85439,196.9146,100,412.405,4.558105,-11.37777
3,2,18/01/2014,9:55:00 AM,9,15,150.5,398.9603,4.475157,19.99917,400.0172,435.8422,83.72348,197.3151,100,408.3163,4.523583,-9.040762
3,2,18/01/2014,9:55:20 AM,10,16,150.5,406.9888,4.55227,19.9985,399.9968,435.4151,92.81477,197.1266,100,416.4174,4.600732,-11.74741
3,2,18/01/2014,9:55:40 AM,11,9,150.5,396.8761,4.452106,19.99441,400.0137,436.0275,79.11552,196.9567,100,406.2258,4.500601,-9.001529
3,2,18/01/2014,9:56:00 AM,12,10,150.5,402.0443,4.503116,19.99858,399.9719,437.5087,48.12479,196.6888,100,411.4349,4.551594,-10.46255
3,2,18/01/2014,9:56:20 AM,13,17,150.5,395.376,4.436085,20.00551,400.005,435.3531,94.30796,196.8978,100,404.6914,4.484335,-8.839321
3,2,18/01/2014,9:56:40 AM,14,18,150.5,404.3687,4.518295,19.99757,399.9487,435.7654,86.53506,196.6781,100,413.7766,4.566809,-12.77346
3,2,18/01/2014,9:57:00 AM,15,11,150.5,397.0739,4.45445,19.99902,399.9665,435.0555,100.9028,196.9138,100,406.4095,4.502782,-8.969639
3,2,18/01/2014,9:57:20 AM,16,12,150.5,403.3806,4.507399,20.00491,400.0074,435.1344,99.10711,196.9597,100,412.7728,4.555815,-12.75501
3,2,18/01/2014,9:57:40 AM,17,13,150.5,397.9215,4.463603,20.0031,399.9983,436.2265,74.83056,197.2345,100,407.2687,4.512021,-9.031344
3,2,18/01/2014,9:58:00 AM,18,14,150.5,405.2267,4.529415,19.9982,400.0077,435.4487,93.08472,197.0016,100,414.6404,4.577915,-12.43409
3,2,18/01/2014,9:58:20 AM,19,5,150.5,396.4018,4.447357,19.99735,400.0045,435.8398,84.50996,197.0267,100,405.7294,4.495728,-8.86337
3,2,18/01/2014,9:58:40 AM,20,6,150.5,399.6158,4.472205,19.99885,400.0067,436.7448,64.80071,196.8563,100,408.982,4.520729,-11.27798
3,2,18/01/2014,9:59:00 AM,21,15,150.5,396.387,4.447049,20.00303,400.0072,435.8154,83.82725,197.1243,100,405.7384,4.495629,-8.907441
3,2,18/01/2014,9:59:20 AM,22,16,150.5,405.7068,4.538575,20.00093,400.009,435.3866,92.83342,196.9796,100,415.1129,4.587028,-11.59466
3,2,18/01/2014,9:59:40 AM,23,9,150.5,397.3071,4.456708,19.99723,400.0106,435.9906,79.10336,196.8757,100,406.6553,4.505173,-9.042535
3,2,18/01/2014,10:00:00 AM,24,10,150.5,401.2202,4.49352,19.99707,400.0236,437.4726,48.11216,196.621,100,410.6,4.542048,-10.52994
3,2,18/01/2014,10:00:20 AM,25,17,150.5,393.8831,4.419627,20.00264,399.9849,435.2658,94.3922,196.7103,100,403.224,4.468253,-8.799763
3,2,18/01/2014,10:00:40 AM,26,18,150.5,404.4463,4.518653,20.00351,400.0021,435.6483,86.46674,196.5951,100,413.8579,4.56719,-12.885
3,2,18/01/2014,10:01:00 AM,27,3,150.5,759.6705,8.269812,20.00482,400.0625,454.3466,140.8034,196.177,100,772.1649,8.322171,-35.9567
3,2,18/01/2014,10:01:20 AM,28,4,150.5,313.196,3.421795,19.99733,399.92,455.4212,119.7842,196.3342,100,321.8086,3.469154,-35.73598
3,2,18/01/2014,10:01:40 AM,29,11,150.5,394.8326,4.429247,19.99576,399.9859,436.9286,100.906,196.7885,100,405.0212,4.486252,-9.223233
3,2,18/01/2014,10:02:00 AM,30,12,150.5,402.1805,4.493187,20.00294,399.9858,436.0191,99.14482,196.8269,100,412.4715,4.550643,-13.15543
3,2,18/01/2014,10:02:20 AM,31,13,150.5,395.5542,4.436492,19.9981,399.9987,436.588,74.92164,197.0953,100,405.7783,4.493801,-9.407542
3,2,18/01/2014,10:02:40 AM,32,14,150.5,407.5135,4.553692,19.99811,400.0049,435.4918,93.05278,196.8855,100,417.8425,4.611058,-12.90735
3,2,18/01/2014,10:03:00 AM,33,5,150.5,393.1178,4.410807,20.00059,400.0037,435.7554,84.49173,196.915,100,403.3103,4.467976,-9.073475
3,2,18/01/2014,10:03:20 AM,34,6,150.5,400.3555,4.47914,19.99709,400.0083,436.5416,64.64703,196.9209,100,410.6082,4.536327,-11.79582
3,2,18/01/2014,10:03:40 AM,35,15,150.5,393.3036,4.412091,19.99987,400.0515,435.5714,83.71957,197.1189,100,403.4904,4.469209,-9.242418
3,2,18/01/2014,10:04:00 AM,36,16,150.5,404.6872,4.525894,19.99922,399.948,435.1647,92.82545,196.8976,100,414.9919,4.583279,-12.11465
3,2,18/01/2014,10:04:20 AM,37,9,150.5,395.6964,4.438164,19.9981,400.1041,435.8324,78.98543,196.8712,100,405.9252,4.495455,-9.401646
3,2,18/01/2014,10:04:40 AM,38,10,150.5,401.9668,4.500244,19.99828,399.9832,437.316,48.07195,196.475,100,412.2423,4.55757,-11.10376
3,2,18/01/2014,10:05:00 AM,39,17,150.5,394.7431,4.42765,20.00041,400.026,435.1085,94.27619,196.6748,100,404.9474,4.484783,-9.366964
3,2,18/01/2014,10:05:20 AM,40,18,150.5,404.412,4.516922,20.00107,399.9286,435.4812,86.50186,196.4708,100,414.71,4.574214,-13.398
3,2,18/01/2014,10:05:40 AM,41,11,150.5,394.2045,4.421468,20.00148,400.0497,434.7258,100.8516,196.7706,100,404.4215,4.478758,-9.411608
3,2,18/01/2014,10:06:00 AM,42,12,150.5,402.1506,4.492368,19.99817,399.9642,434.7733,99.09053,196.8003,100,412.4365,4.54969,-13.27838
3,2,18/01/2014,10:06:20 AM,43,13,150.5,389.8104,4.372611,19.99913,400.0037,435.8625,74.74169,197.1518,100,399.9615,4.429657,-9.346377
3,2,18/01/2014,10:06:40 AM,44,14,150.5,406.1847,4.536991,19.99989,399.9573,435.047,93.00322,196.87,100,416.5021,4.594365,-13.31571
3,2,18/01/2014,10:07:00 AM,45,5,150.5,394.3683,4.422965,19.99666,400.0031,435.489,84.34469,196.9713,100,404.5724,4.480156,-9.471729
3,2,18/01/2014,10:07:20 AM,46,6,150.5,402.259,4.498441,19.99915,400.0001,436.4033,64.5385,196.8896,100,412.5379,4.555795,-12.1973
3,2,18/01/2014,10:07:40 AM,47,15,150.5,396.0699,4.440894,20.00169,399.9986,435.5146,83.7776,197.0299,100,406.3016,4.498291,-9.695123
3,2,18/01/2014,10:08:00 AM,48,16,150.5,405.099,4.528583,19.99998,399.9995,435.1096,92.73887,196.9186,100,415.4152,4.586022,-12.53059
3,2,18/01/2014,10:08:20 AM,49,9,150.5,396.3528,4.443491,19.99777,400.021,435.7705,79.00891,196.7741,100,406.5726,4.500688,-9.827894
3,2,18/01/2014,10:08:40 AM,50,10,150.5,403.2482,4.512136,19.99528,400.0093,437.2805,48.06325,196.5125,100,413.5381,4.569506,-11.62078
3,2,18/01/2014,10:09:00 AM,51,17,150.5,395.5417,4.435143,19.99822,399.9402,435.0959,94.30804,196.5864,100,405.7711,4.492507,-9.675663
3,2,18/01/2014,10:09:20 AM,52,18,150.5,405.0389,4.521737,20.00069,400.0515,435.4702,86.333,196.5723,100,415.3411,4.579043,-13.8573
3,2,18/01/2014,10:09:40 AM,53,3,150.5,761.2955,8.280057,20.00093,399.9942,454.2427,140.8181,195.9356,100,775.0506,8.343762,-37.05428
3,2,18/01/2014,10:10:00 AM,54,4,150.5,313.42,3.421969,20.00262,400.0061,455.3378,119.8353,196.2328,100,322.8439,3.47755,-36.5022
3,2,18/01/2014,10:10:20 AM,55,11,150.5,395.6147,4.435047,20.00057,399.9814,436.8631,100.8295,196.6493,100,405.3519,4.49005,-9.193374
3,2,18/01/2014,10:10:40 AM,56,12,150.5,404.2001,4.512107,19.99637,399.9947,436.0353,99.05849,196.7462,100,413.9905,4.567018,-13.23853
3,2,18/01/2014,10:11:00 AM,57,13,150.5,396.6875,4.446295,20.00551,400.0037,436.597,74.74788,196.9969,100,406.4213,4.50116,-9.355408
3,2,18/01/2014,10:11:20 AM,58,14,150.5,404.6006,4.518489,20.00414,400.0052,435.5631,92.90227,196.8742,100,414.3934,4.573405,-12.8189
3,2,18/01/2014,10:11:40 AM,59,5,150.5,396.3975,4.4452,20.00492,400.0107,435.8186,84.52152,196.7882,100,406.1452,4.500226,-8.887527
3,2,18/01/2014,10:12:00 AM,60,6,150.5,404.6419,4.523603,19.99448,400.0057,436.6684,64.51212,196.8332,100,414.435,4.578513,-11.8157
3,2,18/01/2014,10:12:20 AM,61,15,150.5,395.6291,4.436123,20.0085,399.9919,435.7125,83.63209,197.0243,100,405.3598,4.491066,-8.988613
3,2,18/01/2014,10:12:40 AM,62,16,150.5,406.7684,4.546684,19.99946,399.9993,435.2912,92.52953,197.0235,100,416.5828,4.601694,-11.93305
3,2,18/01/2014,10:13:00 AM,63,9,150.5,397.2519,4.453107,20.00133,400.0363,435.901,79.1229,196.6245,100,406.9823,4.507917,-9.235709
3,2,18/01/2014,10:13:20 AM,64,10,150.5,403.3731,4.513133,20.00007,400.019,437.405,47.80322,196.4759,100,413.1594,4.568089,-11.02145
3,2,18/01/2014,10:13:40 AM,65,17,150.5,397.0343,4.451377,19.99979,400.0039,435.2024,94.36231,196.5289,100,406.797,4.506552,-9.084509
3,2,18/01/2014,10:14:00 AM,66,18,150.5,405.9128,4.531358,20.00145,400.0132,435.5812,86.3531,196.4953,100,415.7198,4.586368,-13.17972
3,2,18/01/2014,10:14:20 AM,67,11,150.5,395.0034,4.428792,19.99802,399.9901,434.8554,100.9821,196.5922,100,404.7638,4.484076,-9.073849
3,2,18/01/2014,10:14:40 AM,68,12,150.5,407.502,4.548095,19.99814,400.0009,434.9534,98.96276,196.7603,100,417.312,4.603005,-13.37855
3,2,18/01/2014,10:15:00 AM,69,13,150.5,398.0813,4.462275,20.00218,400.0168,436.0413,74.75735,197.0438,100,407.8344,4.517218,-9.266045
3,2,18/01/2014,10:15:20 AM,70,14,150.5,406.6042,4.54005,19.99887,399.9724,435.2775,92.91573,196.9015,100,416.4142,4.595022,-12.96629
3,2,18/01/2014,10:15:40 AM,71,5,150.5,395.8361,4.438106,20.00192,400.0058,435.6683,84.50409,196.7743,100,405.5804,4.493125,-9.073258
3,2,18/01/2014,10:16:00 AM,72,6,150.5,406.7061,4.545398,19.99802,400.009,436.5912,64.52609,196.9286,100,416.5224,4.600424,-12.06269
3,2,18/01/2014,10:16:20 AM,73,15,150.5,395.6172,4.435577,19.99916,400.0004,435.6646,83.66861,197.0464,100,405.3636,4.490644,-9.090973
3,2,18/01/2014,10:16:40 AM,74,16,150.5,407.8614,4.557977,19.99969,399.9947,435.2372,92.51565,197.0521,100,417.6767,4.612925,-12.11579
3,2,18/01/2014,10:17:00 AM,75,9,150.5,397.2121,4.452131,20.00065,400.0089,435.9318,79.15887,196.6625,100,406.9797,4.507284,-9.368444
3,2,18/01/2014,10:17:20 AM,76,10,150.5,404.1522,4.521055,20.00092,400.0141,437.4301,47.84943,196.5253,100,413.9455,4.576003,-11.18943
3,2,18/01/2014,10:17:40 AM,77,17,150.5,397.1424,4.452167,20.00248,399.9949,435.2359,94.31127,196.6026,100,406.8884,4.507185,-9.168002
3,2,18/01/2014,10:18:00 AM,78,18,150.5,407.4528,4.547769,20.00097,400.0359,435.5791,86.28773,196.6484,100,417.2705,4.602782,-13.32838
3,2,18/01/2014,10:18:20 AM,79,3,150.5,762.0837,8.288074,19.99608,399.9481,454.3684,140.8859,195.8836,100,774.2039,8.341433,-36.27037
3,2,18/01/2014,10:18:40 AM,80,4,150.5,314.0101,3.428574,20.00243,399.963,455.47,119.9341,196.2722,100,323.2116,3.483934,-35.83159
3,2,18/01/2014,10:19:00 AM,81,11,150.5,396.6879,4.447229,20.00156,399.9407,436.9251,101.0352,196.6066,100,405.8029,4.495325,-9.131765
3,2,18/01/2014,10:19:20 AM,82,12,150.5,409.3143,4.567779,19.99689,400.0075,436.0392,98.98221,196.9053,100,418.4989,4.615676,-13.46852
3,2,18/01/2014,10:19:40 AM,83,13,150.5,397.8522,4.459794,20.00225,400.0342,436.6331,74.66106,197.2479,100,406.9873,4.507977,-9.234688
3,2,18/01/2014,10:20:00 AM,84,14,150.5,409.4228,4.570569,19.99781,400.0001,435.5399,92.75071,197.153,100,418.6133,4.618589,-13.11577
3,2,18/01/2014,10:20:20 AM,85,5,150.5,395.4348,4.433897,19.99658,399.9616,435.7961,84.60631,196.7682,100,404.5323,4.481942,-8.9787
