flux_campaign,day,Date,TIMESTAMP,RECORD,SiteOutput,SiteCount_Avg,ConcA_Avg,ConcB_Avg,TGApressure_Avg,SamplePress_Avg,BypassPress_Avg,ExcessFlow_Avg,SampleFlow_Avg,One_Tot,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
4,1,21/02/2014,2:26:20 PM,1,3,150.5,763.8537,8.351628,20.00205,400.001,459.7337,138.9575,195.6417,100,775.3289,8.352294,-36.41559
4,1,21/02/2014,2:26:40 PM,2,4,150.5,314.3799,3.448366,20.00109,399.9908,459.6983,135.2607,195.9381,100,314.2043,3.448494,-18.28087
4,1,21/02/2014,2:27:00 PM,3,15,150.5,387.8096,4.357227,20.00416,399.9908,441.165,86.61322,196.0582,100,396.2659,4.377513,-11.87779
4,1,21/02/2014,2:27:20 PM,4,16,150.5,379.675,4.278142,20.00012,399.993,439.3551,95.95029,196.0204,100,388.1086,4.299191,-9.160481
4,1,21/02/2014,2:27:40 PM,5,13,150.5,378.3331,4.256303,20.00351,399.9959,439.2959,78.26493,196.1157,100,386.7612,4.277529,-10.71817
4,1,21/02/2014,2:28:00 PM,6,14,150.5,377.3651,4.252731,20.00151,399.9961,438.1003,95.78896,196.1513,100,385.7617,4.273654,-9.053436
4,1,21/02/2014,2:28:20 PM,7,5,150.5,386.4306,4.344886,19.99876,400.0005,438.2521,87.10052,196.0704,100,394.8772,4.365202,-11.19164
4,1,21/02/2014,2:28:40 PM,8,6,150.5,378.4456,4.264609,19.99774,399.9995,439.0533,67.57182,195.8577,100,386.86,4.285605,-9.103789
4,1,21/02/2014,2:29:00 PM,9,17,150.5,377.7855,4.241728,20.00269,399.9995,437.6273,95.72934,196.041,100,386.202,4.262973,-12.65706
4,1,21/02/2014,2:29:20 PM,10,18,150.5,378.3532,4.263397,20.00409,399.9995,437.9477,88.6643,195.8896,100,386.7683,4.284414,-9.144112
4,1,21/02/2014,2:29:40 PM,11,9,150.5,389.6016,4.375573,19.99535,400.0018,438.2511,81.48112,196.0114,100,398.0604,4.39564,-12.25909
4,1,21/02/2014,2:30:00 PM,12,10,150.5,379.8902,4.278903,19.99908,400.0004,439.619,53.33849,195.9285,100,388.3111,4.299797,-9.537563
4,1,21/02/2014,2:30:20 PM,13,11,150.5,389.1852,4.36934,20.00028,399.9986,437.1906,101.9281,197.3222,100,397.6379,4.3894,-12.6135
4,1,21/02/2014,2:30:40 PM,14,12,150.5,379.0282,4.270643,19.99386,399.999,437.2405,100.8626,197.109,100,387.4563,4.291692,-9.223658
4,1,21/02/2014,2:31:00 PM,15,15,150.5,388.932,4.368571,20.00106,399.9999,437.9662,86.55434,196.0208,100,397.3937,4.388717,-12.16033
4,1,21/02/2014,2:31:20 PM,16,16,150.5,379.827,4.279202,19.99869,399.9989,437.546,95.86414,196.0161,100,388.2559,4.300178,-9.308902
4,1,21/02/2014,2:31:40 PM,17,13,150.5,379.7387,4.271036,19.99968,399.9983,438.3308,78.24269,196.0589,100,388.174,4.292156,-10.94816
4,1,21/02/2014,2:32:00 PM,18,14,150.5,379.6088,4.27662,20.00193,400.0383,437.5566,95.70823,196.1184,100,388.0402,4.297623,-9.347376
4,1,21/02/2014,2:32:20 PM,19,5,150.5,387.8533,4.359584,20.00066,399.9991,437.9641,87.02822,196.0446,100,396.3036,4.379746,-11.46771
4,1,21/02/2014,2:32:40 PM,20,6,150.5,377.844,4.257509,19.99978,399.999,438.9155,67.50005,195.8509,100,386.2531,4.278526,-9.186106
4,1,21/02/2014,2:33:00 PM,21,17,150.5,379.7809,4.263034,20.00455,399.9992,437.6084,95.7276,195.9923,100,388.2078,4.284148,-12.8797
4,1,21/02/2014,2:33:20 PM,22,18,150.5,380.1293,4.282471,19.99871,400.0005,437.9534,88.68676,195.827,100,388.5634,4.303464,-9.336377
4,1,21/02/2014,2:33:40 PM,23,9,150.5,390.0847,4.380466,20.00211,400.0009,438.2232,81.5024,195.9472,100,398.5483,4.400493,-12.37918
4,1,21/02/2014,2:34:00 PM,24,10,150.5,379.9989,4.279883,19.99836,399.9995,439.6048,53.36679,195.8895,100,388.4424,4.300954,-9.605838
4,1,21/02/2014,2:34:20 PM,25,11,150.5,389.8383,4.37601,20.00189,399.9998,437.2256,101.8503,197.3181,100,398.2953,4.396029,-12.75431
4,1,21/02/2014,2:34:40 PM,26,12,150.5,379.394,4.274245,20,400.0002,437.2449,100.81,197.0726,100,387.8126,4.295156,-9.334755
4,1,21/02/2014,2:35:00 PM,27,3,150.5,763.9208,8.349619,19.99789,400.0116,456.7829,138.7864,195.5642,100,773.4738,8.33139,-36.52208
4,1,21/02/2014,2:35:20 PM,28,4,150.5,314.767,3.451371,19.99835,400.0001,458.0827,135.2956,195.8443,100,323.0082,3.480337,-36.22057
4,1,21/02/2014,2:35:40 PM,29,15,150.5,390.4545,4.384926,19.99887,399.9951,440.2643,86.52568,195.9877,100,398.5854,4.402902,-11.93054
4,1,21/02/2014,2:36:00 PM,30,16,150.5,379.8973,4.279782,19.9952,399.9979,438.8799,95.85554,195.9629,100,387.9774,4.298527,-8.978373
4,1,21/02/2014,2:36:20 PM,31,13,150.5,381.3318,4.288084,19.99343,399.999,439.1014,78.2142,196.0198,100,389.4235,4.30685,-10.74668
4,1,21/02/2014,2:36:40 PM,32,14,150.5,377.7876,4.256751,19.99964,399.9984,438.0294,95.79304,195.9819,100,385.8445,4.27554,-8.828862
4,1,21/02/2014,2:37:00 PM,33,5,150.5,387.6087,4.356936,19.99888,399.9983,438.3227,87.00615,195.9563,100,395.7216,4.375095,-11.06524
4,1,21/02/2014,2:37:20 PM,34,6,150.5,377.9235,4.258356,20.00206,399.9993,439.1311,67.50186,195.7515,100,386.0115,4.277486,-8.806852
4,1,21/02/2014,2:37:40 PM,35,17,150.5,381.4732,4.281562,19.99615,399.9995,437.7821,95.74532,195.9148,100,389.571,4.300456,-12.58949
4,1,21/02/2014,2:38:00 PM,36,18,150.5,378.3794,4.263375,19.99761,400.0026,438.088,88.68369,195.8006,100,386.4716,4.282445,-8.839108
4,1,21/02/2014,2:38:20 PM,37,9,150.5,389.2242,4.37106,19.99688,400.001,438.4037,81.47898,195.8957,100,397.3411,4.38905,-11.95447
4,1,21/02/2014,2:38:40 PM,38,10,150.5,379.9887,4.279633,19.99541,400.0014,439.7737,53.40879,195.8036,100,388.0784,4.298497,-9.243085
4,1,21/02/2014,2:39:00 PM,39,11,150.5,388.5761,4.361935,20.00174,400.0007,437.3325,101.57,197.5152,100,396.6921,4.380045,-12.36869
4,1,21/02/2014,2:39:20 PM,40,12,150.5,379.2788,4.273206,20.00056,400.0004,437.3747,100.8102,196.994,100,387.3759,4.292214,-8.897212
4,1,21/02/2014,2:39:40 PM,41,15,150.5,390.145,4.381685,19.99786,400.0002,438.1096,86.53259,195.913,100,398.2756,4.399708,-11.87912
4,1,21/02/2014,2:40:00 PM,42,16,150.5,377.4526,4.252865,20.00266,400.0008,437.7168,95.88964,195.8875,100,385.5358,4.271925,-8.874012
4,1,21/02/2014,2:40:20 PM,43,13,150.5,381.5341,4.290265,19.99584,400.0016,438.44,78.36497,195.9591,100,389.6236,4.308978,-10.76646
4,1,21/02/2014,2:40:40 PM,44,14,150.5,378.7415,4.267892,19.99794,399.9991,437.6869,95.51988,195.9363,100,386.8159,4.286726,-8.731521
4,1,21/02/2014,2:41:00 PM,45,5,150.5,387.5635,4.356514,20.00259,399.9983,438.0919,87.0101,195.9183,100,395.6859,4.374716,-11.06148
4,1,21/02/2014,2:41:20 PM,46,6,150.5,376.4009,4.242004,19.99712,399.9984,438.9857,67.48274,195.7129,100,384.4759,4.261141,-8.650848
4,1,21/02/2014,2:41:40 PM,47,17,150.5,382.7573,4.295686,20.0024,400.0002,437.6592,95.86688,195.8727,100,390.8611,4.314438,-12.64865
