flux_campaign,day,Date,TIMESTAMP,RECORD,SiteOutput,SiteCount_Avg,ConcA_Avg,ConcB_Avg,TGApressure_Avg,SamplePress_Avg,BypassPress_Avg,ExcessFlow_Avg,SampleFlow_Avg,One_Tot,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
4,1,21/02/2014,2:42:00 PM,48,18,150.5,379.3651,4.274562,20.00094,400.0006,438.1025,88.47472,195.7272,100,387.4649,4.293559,-8.814452
4,1,21/02/2014,2:42:20 PM,49,9,150.5,388.413,4.362534,20.00008,400.0034,438.366,81.52168,195.849,100,396.5275,4.380646,-11.82292
4,1,21/02/2014,2:42:40 PM,50,10,150.5,379.7815,4.277782,19.99686,399.9998,439.7763,53.1511,195.7302,100,387.8702,4.296659,-9.135227
4,1,21/02/2014,2:43:00 PM,51,11,150.5,388.2045,4.358024,20.00238,400.0007,437.3718,101.8448,197.41,100,396.3243,4.376174,-12.32569
4,1,21/02/2014,2:43:20 PM,52,12,150.5,377.8752,4.257973,19.9993,400.002,437.448,100.58,196.9955,100,385.9576,4.27698,-8.785928
4,1,21/02/2014,2:43:40 PM,53,3,150.5,763.8706,8.348475,19.99986,400.0102,456.9873,138.8594,195.434,100,773.3643,8.332266,-36.28432
4,1,21/02/2014,2:44:00 PM,54,4,150.5,314.0889,3.444141,19.99785,399.9959,458.3293,135.2162,195.735,100,321.939,3.470211,-35.83327
4,1,21/02/2014,2:44:20 PM,55,15,150.5,379.8995,4.280142,20.00053,399.9968,440.4816,86.69748,195.8695,100,388.5749,4.305113,-8.986325
4,1,21/02/2014,2:44:40 PM,56,16,150.5,395.2911,4.43933,20.0063,399.9972,439.1131,95.72195,195.7552,100,404.0041,4.462811,-11.91898
4,1,21/02/2014,2:45:00 PM,57,13,150.5,377.7841,4.257341,20.00191,399.9975,439.3304,78.46881,195.8386,100,386.4718,4.282737,-8.771943
4,1,21/02/2014,2:45:20 PM,58,14,150.5,381.3545,4.289642,19.99856,399.9968,438.2424,95.55173,195.8702,100,390.042,4.314582,-10.54204
4,1,21/02/2014,2:45:40 PM,59,5,150.5,388.0851,4.362741,19.99786,399.998,438.4472,87.20033,195.8804,100,396.7829,4.38695,-11.03803
4,1,21/02/2014,2:46:00 PM,60,6,150.5,378.5354,4.266125,19.99266,399.9992,439.2991,67.31076,195.6427,100,387.2156,4.291326,-8.692209
4,1,21/02/2014,2:46:20 PM,61,17,150.5,378.5966,4.26681,19.99828,400.0013,437.9209,95.91962,195.7633,100,387.2546,4.291749,-8.694264
4,1,21/02/2014,2:46:40 PM,62,18,150.5,386.2498,4.335647,20.00024,399.9986,438.2556,88.44087,195.7229,100,394.9456,4.360135,-12.51033
4,1,21/02/2014,2:47:00 PM,63,9,150.5,379.8647,4.279144,19.99962,400.0002,438.5667,81.75523,195.7318,100,388.5409,4.304118,-9.128519
4,1,21/02/2014,2:47:20 PM,64,10,150.5,387.7963,4.356744,19.9985,400.0003,439.9034,53.13786,195.7012,100,396.4981,4.381014,-11.66666
4,1,21/02/2014,2:47:40 PM,65,11,150.5,378.8399,4.269424,19.99826,400.0021,437.4792,102.1499,197.1358,100,387.5147,4.294517,-8.72064
4,1,21/02/2014,2:48:00 PM,66,12,150.5,391.1388,4.391861,19.99876,400.0005,437.5605,100.6022,196.8968,100,399.8477,4.415809,-12.16238
4,1,21/02/2014,2:48:20 PM,67,15,150.5,377.4624,4.253901,19.99676,400.0003,438.2949,86.84129,195.7493,100,386.1111,4.278882,-8.739431
4,1,21/02/2014,2:48:40 PM,68,16,150.5,392.2244,4.406485,19.99959,400.0005,437.899,95.67424,195.813,100,400.9335,4.430224,-11.62156
4,1,21/02/2014,2:49:00 PM,69,13,150.5,378.2802,4.263265,19.99667,399.9973,438.6325,78.55369,195.7357,100,386.9544,4.28839,-8.701821
4,1,21/02/2014,2:49:20 PM,70,14,150.5,376.6526,4.238409,20.00288,400,437.8841,95.55301,195.9222,100,385.3256,4.263821,-10.21474
4,1,21/02/2014,2:49:40 PM,71,5,150.5,379.504,4.277015,20.00312,399.9994,438.2792,87.31965,195.7657,100,388.1761,4.301977,-8.690755
4,1,21/02/2014,2:50:00 PM,72,6,150.5,387.8485,4.361274,19.99894,400.0002,439.2208,67.29292,195.694,100,396.5487,4.385514,-10.77798
4,1,21/02/2014,2:50:20 PM,73,17,150.5,376.9025,4.247899,20.00694,399.9993,437.9344,95.9782,195.7167,100,385.5643,4.273133,-8.667327
4,1,21/02/2014,2:50:40 PM,74,18,150.5,379.1034,4.257516,19.99883,400.0003,438.2825,88.38217,195.7252,100,387.7875,4.282804,-12.11971
4,1,21/02/2014,2:51:00 PM,75,9,150.5,378.6305,4.265792,20.00107,400.0013,438.5809,81.72505,195.705,100,387.2969,4.290841,-9.012305
4,1,21/02/2014,2:51:20 PM,76,10,150.5,380.268,4.273987,19.99769,399.9987,439.969,53.05458,195.699,100,388.9496,4.299078,-11.32851
4,1,21/02/2014,2:51:40 PM,77,11,150.5,378.3167,4.263365,20.00601,399.9996,437.5693,102.0861,197.136,100,386.9984,4.28858,-8.77042
4,1,21/02/2014,2:52:00 PM,78,12,150.5,390.8596,4.388642,20.00541,399.9993,437.6327,100.4954,196.9972,100,399.5583,4.412502,-12.18742
4,1,21/02/2014,2:52:20 PM,79,3,150.5,764.2852,8.352599,20.00151,400.0081,457.0928,138.686,195.3865,100,773.84,8.337578,-36.26281
4,1,21/02/2014,2:52:40 PM,80,4,150.5,314.6082,3.450673,20.00094,399.9993,458.4103,135.2245,195.6507,100,323.1402,3.483828,-35.64792
4,1,21/02/2014,2:53:00 PM,81,15,150.5,379.0954,4.271902,20.00025,399.9966,440.5261,86.84706,195.6894,100,387.2623,4.290856,-8.920233
4,1,21/02/2014,2:53:20 PM,82,16,150.5,390.1225,4.383108,20.00283,399.9948,439.1508,95.64243,195.8272,100,398.3194,4.40102,-11.69326
4,1,21/02/2014,2:53:40 PM,83,13,150.5,379.1396,4.272511,19.9985,399.9983,439.3495,78.56763,195.668,100,387.3168,4.291617,-8.883883
4,1,21/02/2014,2:54:00 PM,84,14,150.5,378.6389,4.259979,19.99898,399.9972,438.2522,95.45602,195.9393,100,386.8058,4.279026,-10.48605
4,1,21/02/2014,2:54:20 PM,85,5,150.5,379.4006,4.275569,20.00156,400,438.5041,87.41057,195.668,100,387.5788,4.294574,-8.871507
4,1,21/02/2014,2:54:40 PM,86,6,150.5,380.0589,4.275447,19.9962,399.9993,439.3184,67.20999,195.7395,100,388.2327,4.294431,-10.5739
4,1,21/02/2014,2:55:00 PM,87,17,150.5,379.8087,4.280197,19.99587,399.999,437.9301,95.9623,195.6622,100,387.9806,4.299078,-8.859694
4,1,21/02/2014,2:55:20 PM,88,18,150.5,380.3336,4.270834,19.9971,399.9995,438.2709,88.38633,195.6922,100,388.5027,4.28982,-12.32294
4,1,21/02/2014,2:55:40 PM,89,9,150.5,378.3507,4.263014,20.00083,399.9997,438.5512,81.78159,195.6534,100,386.5299,4.282214,-9.042157
4,1,21/02/2014,2:56:00 PM,90,10,150.5,376.9098,4.237429,20.00135,399.9981,439.8922,53.02154,195.7184,100,385.0796,4.256816,-11.20948
4,1,21/02/2014,2:56:20 PM,91,11,150.5,379.1955,4.273307,20.00596,400.0006,437.5022,102.2308,196.9683,100,387.3784,4.292443,-8.850738
4,1,21/02/2014,2:56:40 PM,92,12,150.5,391.3813,4.394899,20.00228,400.0029,437.5742,100.4392,197.0461,100,399.5906,4.41282,-12.19573
4,1,21/02/2014,2:57:00 PM,93,15,150.5,380.0477,4.282738,20.00159,400.0014,438.3127,86.84895,195.6329,100,388.2086,4.301501,-8.8835
4,1,21/02/2014,2:57:20 PM,94,16,150.5,388.1218,4.361385,19.99987,399.999,437.8965,95.60714,195.8584,100,396.3167,4.379528,-11.54957
4,1,21/02/2014,2:57:40 PM,95,13,150.5,378.9209,4.270316,20.00443,400.0006,438.6351,78.64587,195.594,100,387.0911,4.28931,-8.839258
4,1,21/02/2014,2:58:00 PM,96,14,150.5,379.9188,4.273989,19.9978,399.9991,437.8501,95.50591,195.8632,100,388.088,4.29291,-10.55545
4,1,21/02/2014,2:58:20 PM,97,5,150.5,377.5092,4.254857,19.99958,400.0008,438.2583,87.42858,195.5865,100,385.6912,4.274151,-8.757146
4,1,21/02/2014,2:58:40 PM,98,6,150.5,376.6925,4.238611,20.00094,400.0007,439.1873,67.19457,195.7178,100,384.8621,4.257957,-10.38551
4,1,21/02/2014,2:59:00 PM,99,17,150.5,380.4439,4.287444,20.00023,399.9988,437.8658,96.00976,195.5969,100,388.6224,4.306351,-8.82235
4,1,21/02/2014,2:59:20 PM,100,18,150.5,382.4782,4.293913,19.99948,400.0002,438.2431,88.37604,195.6647,100,390.6528,4.312642,-12.53343
4,1,21/02/2014,2:59:40 PM,101,9,150.5,380.4009,4.285215,20.00135,400,438.4698,81.81776,195.5941,100,388.5637,4.303952,-9.224878
4,1,21/02/2014,3:00:00 PM,102,10,150.5,379.6477,4.266965,20.00576,400.0009,439.8601,53.03352,195.6704,100,387.8238,4.286036,-11.46677
4,1,21/02/2014,3:00:20 PM,103,11,150.5,378.5753,4.266411,20.00482,400.0015,437.4183,102.2385,196.8665,100,386.7494,4.285483,-8.848336
4,1,21/02/2014,3:00:40 PM,104,12,150.5,391.3019,4.3928,19.99664,400.0013,437.452,100.4058,196.9983,100,399.5164,4.41078,-12.46894
4,1,21/02/2014,3:01:00 PM,105,3,150.5,764.1769,8.350995,20.00094,400.009,456.9526,138.4276,195.2619,100,773.3064,8.331839,-36.26168
4,1,21/02/2014,3:01:20 PM,106,4,150.5,314.7635,3.452126,20.00402,399.9996,458.2518,135.0005,195.5439,100,322.7749,3.478802,-35.94921
4,1,21/02/2014,3:01:40 PM,107,15,150.5,380.8338,4.290823,19.9972,399.9943,440.4056,86.87339,195.538,100,388.9013,4.308807,-8.968311
4,1,21/02/2014,3:02:00 PM,108,16,150.5,386.4125,4.341958,20.00099,399.9942,439.0364,95.64674,195.7701,100,394.4916,4.359437,-11.53224
4,1,21/02/2014,3:02:20 PM,109,13,150.5,378.7394,4.267663,19.99884,399.9998,439.2672,78.68075,195.505,100,386.7903,4.285753,-8.890901
4,1,21/02/2014,3:02:40 PM,110,14,150.5,381.8308,4.294039,19.99994,399.9986,438.2041,95.48681,195.8512,100,389.8951,4.311939,-10.77563
4,1,21/02/2014,3:03:00 PM,111,5,150.5,380.0667,4.282545,19.99952,399.9965,438.4673,87.48016,195.5378,100,388.1299,4.30057,-8.897045
4,1,21/02/2014,3:03:20 PM,112,6,150.5,378.7368,4.259892,20.00382,399.9999,439.3018,67.22623,195.6531,100,386.783,4.278013,-10.66216
4,1,21/02/2014,3:03:40 PM,113,17,150.5,379.252,4.272913,20.00337,400.0002,437.907,96.03046,195.5518,100,387.3043,4.290939,-9.008639
4,1,21/02/2014,3:04:00 PM,114,18,150.5,383.6303,4.305286,20.00242,399.999,438.2473,88.3857,195.6412,100,391.6908,4.322987,-12.78794
4,1,21/02/2014,3:04:20 PM,115,9,150.5,378.1328,4.259051,19.99987,400.0004,438.4995,81.87317,195.5098,100,386.1903,4.277286,-9.31214
4,1,21/02/2014,3:04:40 PM,116,10,150.5,382.5326,4.297339,19.99994,399.9996,439.9142,53.09072,195.6221,100,390.5942,4.315168,-11.80687
4,1,21/02/2014,3:05:00 PM,117,11,150.5,379.0824,4.270831,20.00114,399.9998,437.4685,102.2147,196.8671,100,387.14,4.288934,-9.05125
4,1,21/02/2014,3:05:20 PM,118,12,150.5,391.1552,4.390197,19.9987,400.0009,437.5225,100.5147,196.9122,100,399.2469,4.40728,-12.58657
4,1,21/02/2014,3:05:40 PM,119,15,150.5,379.2436,4.273031,19.99842,400.0006,438.2693,86.84135,195.5654,100,387.3065,4.291226,-8.94784
4,1,21/02/2014,3:06:00 PM,120,16,150.5,385.798,4.33489,20.00472,400.0018,437.8914,95.5656,195.7816,100,393.8761,4.352428,-11.57907
4,1,21/02/2014,3:06:20 PM,121,13,150.5,377.236,4.251146,20.00253,400.0001,438.6635,78.69141,195.4868,100,385.2645,4.269183,-8.812937
4,1,21/02/2014,3:06:40 PM,122,14,150.5,382.5841,4.302007,20.00358,400.0005,437.8884,95.46051,195.8427,100,390.6518,4.319846,-10.88131
4,1,21/02/2014,3:07:00 PM,123,5,150.5,378.6513,4.266882,20.00237,399.9995,438.327,87.52247,195.4619,100,386.7065,4.285058,-8.836773
4,1,21/02/2014,3:07:20 PM,124,6,150.5,380.1784,4.275315,19.999,400.0004,439.2323,67.17637,195.6832,100,388.2339,4.293331,-10.83043
4,1,21/02/2014,3:07:40 PM,125,17,150.5,378.6103,4.266165,20.00177,399.9982,437.9481,96.0116,195.5499,100,386.6725,4.284397,-8.902775
4,1,21/02/2014,3:08:00 PM,126,18,150.5,384.127,4.311414,20.0009,399.999,438.3092,88.37681,195.6243,100,392.1938,4.329128,-12.65347
4,1,21/02/2014,3:08:20 PM,127,9,150.5,381.9543,4.302155,19.99736,399.9965,438.5798,81.79543,195.5047,100,389.9959,4.319765,-9.236738
4,1,21/02/2014,3:08:40 PM,128,10,150.5,384.0661,4.314569,19.99488,400,439.9672,53.09574,195.627,100,392.1265,4.332163,-11.79153
4,1,21/02/2014,3:09:00 PM,129,11,150.5,378.422,4.264333,20.00187,399.9978,437.544,102.2901,196.7774,100,386.4657,4.282391,-8.836613
4,1,21/02/2014,3:09:20 PM,130,12,150.5,389.4838,4.372317,19.99783,400.0028,437.6133,100.4188,196.94,100,397.5738,4.389555,-12.41935
4,1,21/02/2014,3:09:40 PM,131,3,150.5,763.3024,8.341587,20.00266,400.008,457.1162,138.4309,195.2621,100,772.533,8.324076,-36.19577
4,1,21/02/2014,3:10:00 PM,132,4,150.5,313.9696,3.443443,20.00211,399.9998,458.4602,135.1425,195.5271,100,321.8218,3.468756,-35.8864
4,1,21/02/2014,3:10:20 PM,133,15,150.5,378.7131,4.267241,20.0031,399.9923,440.5995,86.87006,195.5328,100,387.5922,4.294286,-8.972319
4,1,21/02/2014,3:10:40 PM,134,16,150.5,386.1147,4.338634,20.00019,399.9961,439.2179,95.61193,195.7584,100,395.0027,4.364872,-11.58031
4,1,21/02/2014,3:11:00 PM,135,13,150.5,377.756,4.257086,19.99928,399.9998,439.4001,78.64752,195.5089,100,386.6152,4.284088,-8.827302
4,1,21/02/2014,3:11:20 PM,136,14,150.5,384.0658,4.318115,20.00305,399.9972,438.2976,95.45542,195.8894,100,392.9442,4.344527,-11.03361
4,1,21/02/2014,3:11:40 PM,137,5,150.5,379.3531,4.274981,20.00051,399.9996,438.5271,87.46857,195.476,100,388.2257,4.30186,-8.844369
4,1,21/02/2014,3:12:00 PM,138,6,150.5,381.2855,4.287359,19.99248,399.9995,439.3356,67.14149,195.7006,100,390.1576,4.314067,-10.9535
4,1,21/02/2014,3:12:20 PM,139,17,150.5,376.9534,4.247603,20.00146,399.9967,437.9334,95.97561,195.5153,100,385.8046,4.274549,-8.956367
4,1,21/02/2014,3:12:40 PM,140,18,150.5,385.3581,4.324202,19.99715,400.0004,438.248,88.38239,195.6353,100,394.2437,4.350616,-12.9121
4,1,21/02/2014,3:13:00 PM,141,9,150.5,380.2561,4.282485,19.99384,399.9998,438.463,81.78562,195.5057,100,389.1036,4.30904,-9.430033
4,1,21/02/2014,3:13:20 PM,142,10,150.5,384.8622,4.322983,19.99861,399.9997,439.8492,53.01085,195.6153,100,393.7415,4.34931,-11.94976
4,1,21/02/2014,3:13:40 PM,143,11,150.5,378.9604,4.269121,19.99999,399.9993,437.3605,102.1494,196.8608,100,387.845,4.296174,-9.182845
4,1,21/02/2014,3:14:00 PM,144,12,150.5,386.971,4.34351,19.99532,400.001,437.4066,100.3738,196.9823,100,395.8517,4.369638,-12.62331
4,1,21/02/2014,3:14:20 PM,145,15,150.5,379.3192,4.272612,19.99466,400.0735,438.1638,86.82596,195.5671,100,388.1951,4.299537,-9.301353
4,1,21/02/2014,3:14:40 PM,146,16,150.5,387.2941,4.350368,19.99902,399.9996,437.7391,95.62985,195.7839,100,396.1876,4.376568,-11.89579
4,1,21/02/2014,3:15:00 PM,147,13,150.5,378.6091,4.264786,19.99992,399.9995,438.5018,78.60605,195.5323,100,387.4693,4.291652,-9.265966
4,1,21/02/2014,3:15:20 PM,148,14,150.5,385.577,4.333365,20.00148,400.0009,437.712,95.43262,195.8698,100,394.4586,4.359639,-11.40354
4,1,21/02/2014,3:15:40 PM,149,5,150.5,377.1322,4.249152,19.99771,400.0028,438.1447,87.40105,195.4868,100,385.988,4.276128,-9.061193
4,1,21/02/2014,3:16:00 PM,150,6,150.5,382.5266,4.299765,19.99815,400.0006,439.0995,67.12717,195.6812,100,391.4053,4.326355,-11.29803
4,1,21/02/2014,3:16:20 PM,151,17,150.5,377.7588,4.255929,20.00151,399.9992,437.7647,95.97549,195.5357,100,386.6264,4.282983,-9.111539
4,1,21/02/2014,3:16:40 PM,152,18,150.5,387.0637,4.342026,19.99966,400.0002,438.1286,88.29346,195.6701,100,395.9555,4.368292,-13.18632
4,1,21/02/2014,3:17:00 PM,153,9,150.5,380.1657,4.281235,19.99728,399.9984,438.4149,81.80438,195.5437,100,389.0351,4.308004,-9.493786
4,1,21/02/2014,3:17:20 PM,154,10,150.5,386.026,4.33503,20.00359,399.9996,439.8295,52.97126,195.6713,100,394.911,4.361301,-12.15971
4,1,21/02/2014,3:17:40 PM,155,11,150.5,378.7232,4.266384,20.00258,399.9995,437.3641,102.3358,196.7145,100,387.5865,4.293243,-9.198089
4,1,21/02/2014,3:18:00 PM,156,12,150.5,386.7089,4.340161,19.99586,400.0002,437.4457,100.372,197.0106,100,395.5898,4.366303,-12.72372
4,1,21/02/2014,3:18:20 PM,157,3,150.5,762.8053,8.334019,20.00181,400.0088,456.9001,138.2459,195.2964,100,772.9103,8.32601,-36.44221
4,1,21/02/2014,3:18:40 PM,158,4,150.5,313.645,3.438654,20.00046,400.0005,458.2092,135.0645,195.5816,100,322.2934,3.472611,-36.22743
4,1,21/02/2014,3:19:00 PM,159,15,150.5,378.5521,4.264732,19.99784,399.9917,440.3414,86.76752,195.5799,100,387.7598,4.296758,-8.830326
4,1,21/02/2014,3:19:20 PM,160,16,150.5,389.4196,4.373051,20.00298,399.9976,439.0057,95.62978,195.8217,100,398.6619,4.404157,-11.83861
4,1,21/02/2014,3:19:40 PM,161,13,150.5,376.1532,4.237643,20.0026,399.9996,439.2438,78.61521,195.5265,100,385.3784,4.270168,-8.876804
4,1,21/02/2014,3:20:00 PM,162,14,150.5,386.7887,4.346509,19.99964,400.0004,438.2255,95.46979,195.8652,100,396.022,4.377871,-11.1885
4,1,21/02/2014,3:20:20 PM,163,5,150.5,377.2238,4.249757,19.99737,399.9987,438.462,87.45468,195.4943,100,386.4145,4.281768,-8.849411
4,1,21/02/2014,3:20:40 PM,164,6,150.5,385.1499,4.328207,19.99671,399.999,439.3312,67.1502,195.7215,100,394.3858,4.3598,-11.18461
4,1,21/02/2014,3:21:00 PM,165,17,150.5,378.2493,4.260252,20.00532,399.9985,437.9033,95.96579,195.5383,100,387.4611,4.292399,-9.072464
4,1,21/02/2014,3:21:20 PM,166,18,150.5,389.1871,4.364877,19.99858,400.0003,438.2429,88.33266,195.6521,100,398.4327,4.396095,-13.08
4,1,21/02/2014,3:21:40 PM,167,9,150.5,380.3514,4.282858,19.9983,400.0004,438.5039,81.80998,195.5483,100,389.5611,4.314691,-9.295896
4,1,21/02/2014,3:22:00 PM,168,10,150.5,388.5931,4.362202,19.99896,399.9977,439.907,53.05561,195.657,100,397.8455,4.393549,-12.19541
4,1,21/02/2014,3:22:20 PM,169,11,150.5,379.3877,4.273294,20.0002,399.9994,437.4573,102.4384,196.6969,100,388.5975,4.305228,-9.017459
4,1,21/02/2014,3:22:40 PM,170,12,150.5,386.986,4.342796,20.00061,400.0014,437.5146,100.3858,196.9898,100,396.2311,4.374285,-12.51978
