flux_campaign,day,Date,time,RECORD,SiteOutput,SiteCount_Avg,ConcA_Avg,ConcB_Avg,TGApressure_Avg,SamplePress_Avg,BypassPress_Avg,ExcessFlow_Avg,SampleFlow_Avg,One_Tot,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
1,2,19/10/2013,10:35:00 AM,27,3,150.5,771.2827,8.381017,19.99815,400.0414,481.6349,147.2912,197.9561,100,771.1445,8.309532,-36.14719
1,2,19/10/2013,10:35:20 AM,28,4,150.5,318.3271,3.472497,19.9974,400.1465,482.72,128.4018,198.3264,100,320.5138,3.454356,-35.9705
1,2,19/10/2013,10:35:40 AM,29,5,150.5,383.5707,4.299574,20.0008,399.9816,465.4619,91.15666,198.2325,100,387.5504,4.295564,-8.570532
1,2,19/10/2013,10:36:00 AM,30,6,150.5,387.3539,4.331167,19.99955,399.9924,465.3891,68.776,198.4038,100,391.3182,4.326885,-10.9568
1,2,19/10/2013,10:36:20 AM,31,11,150.5,384.7954,4.312456,19.99995,399.9921,463.2458,106.2595,198.2227,100,388.7756,4.308404,-8.740455
1,2,19/10/2013,10:36:40 AM,32,12,150.5,391.9855,4.382277,20.00002,399.9987,463.046,104.8464,198.3638,100,395.9319,4.377466,-11.05508
1,2,19/10/2013,10:37:00 AM,33,9,150.5,383.151,4.2948,19.99685,399.9976,463.8607,83.29799,198.2224,100,387.1377,4.29093,-8.584044
1,2,19/10/2013,10:37:20 AM,34,10,150.5,383.7022,4.297197,19.994,399.9987,465.325,51.0294,198.3566,100,387.6813,4.293265,-9.435592
1,2,19/10/2013,10:37:40 AM,35,13,150.5,383.1362,4.29459,20.00008,399.9969,463.9058,79.27411,198.1576,100,387.1204,4.290692,-8.594832
1,2,19/10/2013,10:38:00 AM,36,14,150.5,387.6143,4.338106,19.99598,399.9977,463.1073,96.85725,198.4404,100,391.5812,4.33379,-10.0438
1,2,19/10/2013,10:38:20 AM,37,15,150.5,631.0563,6.985079,19.9981,399.9984,463.4871,87.76325,198.1774,100,622.3315,6.828962,-14.64156
1,2,19/10/2013,10:38:40 AM,38,16,150.5,392.2574,4.385141,20.0016,400.0007,463.0906,96.5462,198.3708,100,396.2029,4.38031,-11.0892
1,2,19/10/2013,10:39:00 AM,39,17,150.5,383.6391,4.299301,20.00161,400.0034,463.0692,98.11994,198.0718,100,387.626,4.295373,-8.807806
1,2,19/10/2013,10:39:20 AM,40,18,150.5,392.6387,4.388785,19.99751,400.0011,463.4516,90.12853,198.0715,100,396.5793,4.38391,-11.21583
1,2,19/10/2013,10:39:40 AM,41,5,150.5,382.9252,4.291414,20.00028,400.001,463.3669,91.20337,198.0237,100,386.9088,4.287519,-8.786068
1,2,19/10/2013,10:40:00 AM,42,6,150.5,387.4623,4.330886,20.00071,399.9998,464.3145,68.86884,198.2083,100,391.4286,4.326631,-11.2937
1,2,19/10/2013,10:40:20 AM,43,11,150.5,383.6366,4.29864,20.00138,400.0019,462.6857,106.2221,198.0092,100,387.6091,4.294543,-8.955829
