flux_campaign,day,Date,time,RECORD,SiteOutput,SiteCount_Avg,ConcA_Avg,ConcB_Avg,TGApressure_Avg,SamplePress_Avg,BypassPress_Avg,ExcessFlow_Avg,SampleFlow_Avg,One_Tot,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
5,day_1,21/03/2014,3:35:00 PM,1,3,150.5,769.4827,8.405259,20.00366,399.9981,442.4539,136.0729,194.9982,100,773.728,8.333411,-36.60502
5,day_1,21/03/2014,3:35:20 PM,2,4,150.5,318.3686,3.490196,19.99457,399.9911,442.4685,132.3665,195.2873,100,318.3301,3.490018,-19.33674
5,day_1,21/03/2014,3:35:40 PM,3,15,150.5,382.8845,4.312307,19.99874,399.9915,424.4194,85.1431,195.6545,100,387.0876,4.289555,-8.773744
5,day_1,21/03/2014,3:36:00 PM,4,16,150.5,386.7537,4.344976,20.00013,399.9944,422.385,93.89935,195.7402,100,390.9559,4.321879,-11.18565
5,day_1,21/03/2014,3:36:20 PM,5,17,150.5,383.087,4.314769,20.00012,399.9964,421.5763,95.14422,195.712,100,387.2903,4.292003,-8.727008
5,day_1,21/03/2014,3:36:40 PM,6,18,150.5,404.2553,4.533,19.99749,399.9974,421.5735,87.14212,195.7412,100,408.4463,4.507639,-12.84776
5,day_1,21/03/2014,3:37:00 PM,7,5,150.5,383.6042,4.319921,20.00161,399.9959,421.4352,85.57735,195.7646,100,387.8064,4.297107,-8.869072
5,day_1,21/03/2014,3:37:20 PM,8,6,150.5,395.2451,4.436993,19.99902,399.9965,422.2553,65.59456,195.8214,100,399.4301,4.412671,-11.83243
5,day_1,21/03/2014,3:37:40 PM,9,9,150.5,398.993,4.476335,20.00263,399.9999,421.5249,79.87865,195.8759,100,403.2097,4.451922,-12.3876
5,day_1,21/03/2014,3:38:00 PM,10,10,150.5,420.6469,4.713984,19.99694,399.9952,422.6349,56.4554,195.6409,100,424.6384,4.684394,-13.25301
5,day_1,21/03/2014,3:38:20 PM,11,13,150.5,383.4366,4.318368,19.99871,399.9976,421.6893,77.03778,195.6398,100,387.6417,4.2956,-8.795407
5,day_1,21/03/2014,3:38:40 PM,12,14,150.5,394.1332,4.429101,19.99844,399.9987,420.947,93.95005,195.7222,100,398.3323,4.40501,-10.82917
5,day_1,21/03/2014,3:39:00 PM,13,11,150.5,384.1988,4.324823,20.0015,399.998,420.5406,102.4563,195.8012,100,388.4078,4.302006,-9.275388
5,day_1,21/03/2014,3:39:20 PM,14,12,150.5,394.2532,4.421091,20.00006,399.9956,420.6061,100.6062,196.0609,100,398.4456,4.397012,-12.90589
5,day_1,21/03/2014,3:39:40 PM,15,15,150.5,382.5294,4.3082,19.99846,400.0441,421.348,85.22705,195.6062,100,386.7343,4.285527,-8.799481
5,day_1,21/03/2014,3:40:00 PM,16,16,150.5,387.1265,4.349262,20.00021,399.9988,420.9591,94.09358,195.6629,100,391.3298,4.326152,-11.15393
5,day_1,21/03/2014,3:40:20 PM,17,17,150.5,386.0413,4.346989,19.99771,399.9995,420.9385,95.21763,195.6419,100,390.2466,4.323905,-8.924272
5,day_1,21/03/2014,3:40:40 PM,18,18,150.5,405.064,4.542337,20.00116,400.0003,421.3203,87.24888,195.7025,100,409.256,4.516915,-12.77359
5,day_1,21/03/2014,3:41:00 PM,19,5,150.5,382.2276,4.305005,19.9944,399.9988,421.397,85.74383,195.6221,100,386.4299,4.282366,-8.750598
5,day_1,21/03/2014,3:41:20 PM,20,6,150.5,395.5876,4.440715,20.00119,399.998,422.31,65.75536,195.7101,100,399.7837,4.416491,-11.85162
5,day_1,21/03/2014,3:41:40 PM,21,9,150.5,387.5605,4.362047,19.99712,400.0007,421.6823,80.12996,195.7303,100,391.765,4.338767,-9.372232
5,day_1,21/03/2014,3:42:00 PM,22,10,150.5,414.6875,4.649556,19.99785,399.9992,422.8297,56.64458,195.548,100,418.8718,4.622849,-12.81515
5,day_1,21/03/2014,3:42:20 PM,23,13,150.5,382.6884,4.309963,20.00162,399.9995,421.8979,77.17844,195.5494,100,386.894,4.287308,-8.796967
5,day_1,21/03/2014,3:42:40 PM,24,14,150.5,391.912,4.404587,20.00077,399.9994,421.0899,94.10352,195.6448,100,396.1127,4.380775,-10.7589
5,day_1,21/03/2014,3:43:00 PM,25,11,150.5,384.6027,4.328762,19.99597,399.9995,420.6896,102.6217,195.6908,100,388.8095,4.305925,-9.397463
5,day_1,21/03/2014,3:43:20 PM,26,12,150.5,394.0592,4.418833,20.00615,399.9994,420.7898,100.8088,195.932,100,398.2525,4.394816,-12.92041
5,day_1,21/03/2014,3:43:40 PM,27,3,150.5,768.8834,8.397102,20.00353,400.0033,439.7356,131.598,194.96,100,772.812,8.325364,-36.39439
5,day_1,21/03/2014,3:44:00 PM,28,4,150.5,318.2755,3.488061,19.99245,400.0002,441.2917,132.2803,195.28,100,322.5291,3.475254,-36.19846
5,day_1,21/03/2014,3:44:20 PM,29,15,150.5,381.9402,4.30071,19.99692,399.9944,423.9721,85.36369,195.5748,100,386.311,4.281229,-8.708796
5,day_1,21/03/2014,3:44:40 PM,30,16,150.5,388.556,4.364219,19.9983,399.9969,422.3694,94.13849,195.6785,100,392.9309,4.344095,-11.09859
