flux_campaign,day,Date,time,RECORD,SiteOutput,SiteCount_Avg,ConcA_Avg,ConcB_Avg,TGApressure_Avg,SamplePress_Avg,BypassPress_Avg,ExcessFlow_Avg,SampleFlow_Avg,One_Tot,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
2,day_1,6/12/2013,10:19:00 AM,262,3,150.5,767.8203,8.353186,20.00722,400.0107,451.4964,143.7693,199.452,100,773.8499,8.339671,-36.03305
2,day_1,6/12/2013,10:19:20 AM,263,4,150.5,316.6372,3.457347,19.99461,399.9943,452.6141,123.3903,199.7657,100,323.203,3.48405,-35.77373
2,day_1,6/12/2013,10:19:40 AM,264,5,150.5,379.6001,4.259671,20.00104,399.9936,434.6464,85.33242,199.782,100,385.5177,4.273055,-8.565287
2,day_1,6/12/2013,10:20:00 AM,265,6,150.5,374.6288,4.195422,20.00111,399.9986,434.6895,64.36945,199.8159,100,380.5565,4.209383,-10.60619
2,day_1,6/12/2013,10:20:20 AM,266,13,150.5,378.1465,4.244398,20.00028,399.9977,433.6882,74.74236,199.6889,100,384.0807,4.25804,-8.352844
2,day_1,6/12/2013,10:20:40 AM,267,14,150.5,391.1481,4.373477,20.00132,399.9988,432.5904,92.19479,199.9438,100,397.0682,4.38609,-11.9422
2,day_1,6/12/2013,10:21:00 AM,268,9,150.5,380.4109,4.269712,20.00239,399.9983,433.0646,78.25348,199.9573,100,386.3379,4.283076,-8.350023
2,day_1,6/12/2013,10:21:20 AM,269,10,150.5,394.2065,4.404239,20.00236,400.0003,434.6741,43.46101,199.9127,100,400.122,4.416571,-12.66927
2,day_1,6/12/2013,10:21:40 AM,270,11,150.5,379.497,4.258028,19.99858,399.9967,431.8371,101.5849,199.6306,100,385.428,4.271562,-8.681113
2,day_1,6/12/2013,10:22:00 AM,271,12,150.5,379.3749,4.240545,19.99848,399.9993,431.9138,99.75288,199.843,100,385.3052,4.25424,-12.3866
2,day_1,6/12/2013,10:22:20 AM,272,15,150.5,379.1078,4.25592,19.9961,399.997,432.7026,83.08113,199.7768,100,385.041,4.269487,-8.166873
2,day_1,6/12/2013,10:22:40 AM,273,16,150.5,381.6309,4.265569,20.00029,399.9999,432.3075,91.8487,199.9735,100,387.5592,4.279077,-12.39803
2,day_1,6/12/2013,10:23:00 AM,274,17,150.5,378.1991,4.246132,19.99642,400.0005,432.2217,94.12285,199.6614,100,384.1243,4.259684,-8.082662
2,day_1,6/12/2013,10:23:20 AM,275,18,150.5,382.7285,4.277211,19.99619,400.0002,432.6288,85.96662,199.6998,100,388.6521,4.290508,-12.54411
2,day_1,6/12/2013,10:23:40 AM,276,5,150.5,378.5089,4.249448,19.9987,400.0032,432.6176,85.37933,199.8123,100,384.4412,4.263043,-8.118696
2,day_1,6/12/2013,10:24:00 AM,277,6,150.5,373.4608,4.183984,20.00094,400.0001,433.5097,64.39444,199.8965,100,379.3839,4.198001,-10.23156
2,day_1,6/12/2013,10:24:20 AM,278,13,150.5,378.7336,4.252507,19.9976,399.9996,432.9968,74.72374,199.7746,100,384.661,4.266034,-7.989901
2,day_1,6/12/2013,10:24:40 AM,279,14,150.5,389.529,4.357294,19.99991,400.0014,432.1637,92.13754,200.0606,100,395.4504,4.37002,-11.53499
2,day_1,6/12/2013,10:25:00 AM,280,9,150.5,378.7678,4.253117,20.00069,399.9956,432.8284,78.19633,200.0156,100,384.6821,4.266503,-7.93514
2,day_1,6/12/2013,10:25:20 AM,281,10,150.5,390.2655,4.362798,19.99885,399.9948,434.5138,43.09302,200.0984,100,396.1879,4.375497,-12.13823
2,day_1,6/12/2013,10:25:40 AM,282,11,150.5,379.522,4.259853,20.00107,400.0002,431.7538,101.4849,199.7759,100,385.4478,4.273283,-8.332841
2,day_1,6/12/2013,10:26:00 AM,283,12,150.5,378.4209,4.231267,19.99651,400.0006,431.8362,99.56573,199.9669,100,384.3541,4.245026,-12.08691
2,day_1,6/12/2013,10:26:20 AM,284,15,150.5,380.5226,4.272066,19.99746,400.0027,432.6342,83.04176,199.7969,100,386.4532,4.285493,-8.086533
2,day_1,6/12/2013,10:26:40 AM,285,16,150.5,383.7469,4.288244,20.0019,400.002,432.203,91.82036,200.0315,100,389.6706,4.301545,-12.5918
2,day_1,6/12/2013,10:27:00 AM,286,17,150.5,379.2635,4.257233,20.00156,400.0013,432.1184,94.07533,199.5608,100,385.1959,4.270761,-8.269543
2,day_1,6/12/2013,10:27:20 AM,287,18,150.5,382.7725,4.275863,20.00235,400.0011,432.4986,85.77103,199.6094,100,388.6927,4.289182,-12.95276
2,day_1,6/12/2013,10:27:40 AM,288,3,150.5,766.9568,8.345363,19.99607,400.0146,451.4332,143.6652,199.4863,100,772.5486,8.325687,-36.0285
2,day_1,6/12/2013,10:28:00 AM,289,4,150.5,316.0173,3.451444,19.99885,399.9971,452.5168,123.0962,199.7409,100,321.9987,3.471512,-35.65051
2,day_1,6/12/2013,10:28:20 AM,290,5,150.5,377.4846,4.236907,19.99443,399.9968,434.5945,85.49386,199.547,100,384.0636,4.256708,-8.618851
2,day_1,6/12/2013,10:28:40 AM,291,6,150.5,375.6931,4.206657,19.99695,399.9985,434.5746,64.48537,199.6524,100,382.2763,4.226727,-10.99899
2,day_1,6/12/2013,10:29:00 AM,292,13,150.5,376.3566,4.224301,20.00447,399.999,433.6019,74.83628,199.5339,100,382.9391,4.244226,-8.623133
2,day_1,6/12/2013,10:29:20 AM,293,14,150.5,388.7725,4.347189,20.00474,399.9991,432.5136,92.24702,199.8684,100,395.3543,4.366205,-12.1578
2,day_1,6/12/2013,10:29:40 AM,294,9,150.5,378.4694,4.247892,20.00169,399.9998,432.9815,78.42415,199.7234,100,385.0576,4.267694,-8.625976
2,day_1,6/12/2013,10:30:00 AM,295,10,150.5,388.3936,4.340126,19.99407,400.0013,434.5734,43.04138,199.9132,100,394.967,4.359118,-12.79413
2,day_1,6/12/2013,10:30:20 AM,296,11,150.5,377.3635,4.233078,19.99951,400.002,431.7441,101.551,199.4775,100,383.929,4.252783,-9.185788
2,day_1,6/12/2013,10:30:40 AM,297,12,150.5,381.2928,4.260043,19.99988,400.0009,431.7781,99.687,199.6914,100,387.8772,4.279745,-13.05352
2,day_1,6/12/2013,10:31:00 AM,298,15,150.5,377.0616,4.231553,20.00105,400.0005,432.5614,83.182,199.4461,100,383.626,4.251272,-8.755616
2,day_1,6/12/2013,10:31:20 AM,299,16,150.5,386.0453,4.311587,20.00024,400.0028,432.0974,91.87193,199.7247,100,392.63,4.330924,-13.34116
2,day_1,6/12/2013,10:31:40 AM,300,17,150.5,378.8524,4.250869,19.9994,400.0005,432.0232,94.12644,199.271,100,385.4307,4.270574,-8.917363
2,day_1,6/12/2013,10:32:00 AM,301,18,150.5,381.8685,4.264758,19.99674,400.0002,432.4044,85.83448,199.4107,100,388.4473,4.28438,-13.43467
