"Photo","gm","chamber","lcl","ucl","pred"
13.9640196965,0.115620986803321,"ch09",12.5837372449158,15.4816262506726,13.9696245133803
14.8531390975,0.126274094473577,"ch12",13.3396147985682,15.8792869278107,14.5420329041652
13.00190994,0.130425943464541,"ch07",13.6311121700071,16.0344545113635,14.7651183430118
12.7503385666667,0.134736286273325,"ch04",13.9148344429012,16.1869607479425,14.9967199063562
13.8337985291667,0.136028653184195,"ch11",14.006967727083,16.230074330006,15.0661608325773
13.0553555525,0.139540749783185,"ch04",14.261619033924,16.3480362149302,15.2548713595648
12.8486911175,0.149825176777991,"ch10",14.9512509663598,16.7384061017385,15.8074699522438
13.8689448,0.15106667454864,"ch06",15.0288435701058,16.7803049400973,15.8741775987876
13.9521202975,0.152608656224963,"ch04",15.1314435880326,16.8381542476704,15.9570307227101
17.018563402,0.154288731333093,"ch12",15.2507777041525,16.9168766620674,16.0473038259969
15.6273697216,0.154818835912183,"ch05",15.2886307054932,16.9396089161882,16.0757871867642
15.78666646,0.156637479019628,"ch05",15.4041957534374,17.0038530031587,16.173505768681
17.2534845,0.157841769394081,"ch09",15.4766602330822,17.0444227308272,16.238214202747
17.3084565475,0.158382971869863,"ch04",15.5089598521664,17.0611290333689,16.2672938711255
18.5651463475,0.158489795903686,"ch10",15.5153352398557,17.0646678075668,16.2730336960846
16.4620921275,0.159361043079784,"ch01",15.5673323262983,17.0987453844332,16.3198471902764
15.3984588125,0.16150131081913,"ch02",15.6962499926235,17.1756692500396,16.4348471743607
14.2760152566666,0.161549936530166,"ch06",15.699250650581,17.177386967164,16.4374599110255
13.3610502975,0.162715528141201,"ch07",15.7823496450089,17.2185952873338,16.5000889990848
16.7028014773333,0.164399810995151,"ch02",15.873420767062,17.2826452447638,16.5905881912358
17.9438338333333,0.166132151069169,"ch10",15.9759051702873,17.3564576485909,16.6836695741293
15.084772354,0.167114859153779,"ch10",16.0418535443809,17.3959416392146,16.73647203992
14.99300452,0.167982268441923,"ch05",16.1031169934348,17.4386510537353,16.783079318298
17.44226588,0.172205329413106,"ch07",16.3485122400075,17.6264582626798,17.0099910899165
18.7364608475,0.17307243313314,"ch08",16.3989930335422,17.6712210113023,17.0565819496348
19.6157054525,0.173740518329072,"ch08",16.4355863711659,17.7087192158849,17.0924792280392
18.9196473275,0.175343291528867,"ch09",16.5351198458754,17.7749403082351,17.1785987770464
15.21787792,0.176092153393956,"ch08",16.5788530787299,17.8116064505617,17.2188363141467
20.9192365866667,0.17656801318145,"ch01",16.6103962155182,17.8386069265864,17.2444050161283
21.4287034486667,0.176810579494838,"ch09",16.6270975231247,17.8524258345303,17.2574384893084
19.7341437125,0.177826955884876,"ch03",16.6859846801355,17.9104105191063,17.3120500066103
18.62998628,0.178969473511393,"ch12",16.7469975017446,17.9815772610757,17.3734392928431
14.07637058,0.180923005412494,"ch08",16.8638135722594,18.0928477035794,17.4784056638278
17.4864303825,0.180961837248251,"ch09",16.8661413568368,18.0952907396697,17.4804921600227
16.4812718,0.184172548512595,"ch11",17.0395219384943,18.2775433960223,17.6530087744214
16.3033589725,0.185266950886161,"ch12",17.0952613200415,18.3472672944566,17.7118127517128
22.9771141125,0.185536673708182,"ch05",17.1088730205368,18.360982723023,17.7263053872225
19.109592475,0.185726751097495,"ch10",17.1184653734376,18.3705420794527,17.7365185471669
18.9275360775,0.185844077588143,"ch11",17.1243863149393,18.3764426536704,17.7428226858077
22.08635351,0.186453588954968,"ch07",17.1552514253674,18.4104577434806,17.775572699367
19.5652903366667,0.191586819525475,"ch10",17.4170996892657,18.7023154302374,18.0513893287807
18.4445970333333,0.193443209955448,"ch12",17.516924937333,18.8142772588017,18.1511361342745
19.524259195,0.194934629196202,"ch06",17.5945483547599,18.9056192162269,18.2312724582478
18.13275641,0.197592094542485,"ch01",17.7298028264113,19.0659199149221,18.3740622909911
18.6465737325,0.198077697058561,"ch03",17.7539588397247,19.0964615541584,18.4001544852495
19.772314356,0.198439067747126,"ch02",17.7665554775051,19.1182504401408,18.4195715061528
21.4734634375,0.201332465239558,"ch09",17.8898097500991,19.3022472549078,18.5750383477363
17.199107265,0.20245391435608,"ch06",17.9351527227567,19.387124299195,18.6352955894732
13.337217598,0.202956670962486,"ch12",17.9528936399779,19.4185780486584,18.6623095002433
20.125939155,0.204881318956958,"ch03",18.0293348848254,19.5472555959306,18.7657238930612
16.7630924375,0.206175108681005,"ch05",18.0732861331859,19.6308105254652,18.8352412692935
19.9624971755555,0.20630178650749,"ch02",18.077295108947,19.6389885628358,18.8420478700574
18.7929568856,0.206370803062501,"ch07",18.080919218948,19.6438697599417,18.8457562391469
20.392165755,0.208103683509277,"ch11",18.1461295429413,19.7574739455789,18.9388666571267
17.984590455,0.22036073998827,"ch01",18.6477661237883,20.5810326835843,19.597457764254
22.336526245,0.233463034768264,"ch07",19.130399213449,21.5175198791989,20.3014648674156
22.69354024,0.233601715519538,"ch02",19.1352210355639,21.5274402902745,20.3089164043874
22.397100765,0.241496846065306,"ch05",19.4009487275948,22.0922118233791,20.7331343049872
17.0359274375,0.249352473254399,"ch03",19.6633712001344,22.6540906914498,21.155229627507
14.83270021,0.260374865988015,"ch02",20.0746882484441,23.4308052757843,21.7474802911199
