TIME,TIMESTAMP,SiteOutput,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg,licor
11:06:20,19/03/2014 11:06,3,773.1757,8.330954,-36.20107,H3
11:06:40,19/03/2014 11:06,4,322.3174,3.473774,-35.97623,H3
11:07:00,19/03/2014 11:07,5,426.5128,4.730013,-8.026207,H3
11:07:20,19/03/2014 11:07,6,399.8371,4.43756,-7.270286,H3
11:08:20,19/03/2014 11:08,3,773.3118,8.33267,-36.1721,H3
11:08:40,19/03/2014 11:08,4,322.5691,3.476776,-35.89582,H3
11:09:00,19/03/2014 11:09,5,426.6004,4.731458,-7.92707,H3
11:09:20,19/03/2014 11:09,6,399.8462,4.437394,-7.330158,H3
11:10:20,19/03/2014 11:10,3,773.4769,8.333971,-36.22742,H3
11:10:40,19/03/2014 11:10,4,322.6169,3.477696,-35.78393,H3
11:11:00,19/03/2014 11:11,5,425.7327,4.721252,-8.049303,H3
11:11:20,19/03/2014 11:11,6,398.816,4.425779,-7.37077,H3
11:12:20,19/03/2014 11:12,3,773.3995,8.334047,-36.1222,H3
11:12:40,19/03/2014 11:12,4,322.6,3.477291,-35.84575,H3
11:13:00,19/03/2014 11:13,5,425.9679,4.723965,-8.027262,H3
11:13:20,19/03/2014 11:13,6,399.1815,4.430113,-7.308663,H3
11:14:20,19/03/2014 11:14,3,773.2698,8.331919,-36.20679,H3
11:14:40,19/03/2014 11:14,4,322.581,3.477149,-35.8284,H3
11:15:00,19/03/2014 11:15,5,426.3136,4.728025,-7.979672,H3
11:15:20,19/03/2014 11:15,6,400.1192,4.440537,-7.304551,H3
11:50:20,19/03/2014 11:50,3,773.4836,8.334761,-36.14452,H3
11:50:40,19/03/2014 11:50,4,322.5717,3.476993,-35.84344,H3
11:51:00,19/03/2014 11:51,5,426.3948,4.728271,-8.117298,H3
11:51:20,19/03/2014 11:51,6,404.0809,4.483798,-7.460907,H3
11:52:20,19/03/2014 11:52,3,773.1678,8.329814,-36.32316,H3
11:52:40,19/03/2014 11:52,4,322.4145,3.475221,-35.86515,H3
11:53:00,19/03/2014 11:53,5,425.7157,4.721312,-7.997286,H3
11:53:20,19/03/2014 11:53,6,403.0269,4.472025,-7.478031,H3
11:54:20,19/03/2014 11:54,3,773.3311,8.333599,-36.08869,H3
11:54:40,19/03/2014 11:54,4,322.5482,3.476928,-35.79157,H3
11:55:00,19/03/2014 11:55,5,426.1274,4.7258,-8.013474,H3
11:55:20,19/03/2014 11:55,6,402.7853,4.469839,-7.368299,H3
11:56:20,19/03/2014 11:56,3,773.2085,8.332241,-36.09311,H3
11:56:40,19/03/2014 11:56,4,322.5224,3.476689,-35.78069,H3
11:57:00,19/03/2014 11:57,5,426.106,4.72522,-8.085284,H3
11:57:20,19/03/2014 11:57,6,402.7934,4.469893,-7.37633,H3
11:58:20,19/03/2014 11:58,3,773.2829,8.332981,-36.10006,H3
11:58:40,19/03/2014 11:58,4,322.6011,3.477367,-35.82779,H3
11:59:00,19/03/2014 11:59,5,425.969,4.723633,-8.099512,H3
11:59:20,19/03/2014 11:59,6,402.8377,4.469767,-7.51341,H3
12:14:20,19/03/2014 12:14,3,773.4991,8.334859,-36.15239,H3
12:14:40,19/03/2014 12:14,4,322.6849,3.47811,-35.87229,H3
12:15:00,19/03/2014 12:15,5,425.9102,4.723337,-8.025036,H3
12:15:20,19/03/2014 12:15,6,393.2489,4.364701,-7.211196,H3
12:16:20,19/03/2014 12:16,3,773.2017,8.330772,-36.25439,H3
12:16:40,19/03/2014 12:16,4,322.4604,3.475008,-36.06146,H3
12:17:00,19/03/2014 12:17,5,425.8745,4.722868,-8.040077,H3
12:17:20,19/03/2014 12:17,6,392.9,4.361237,-7.118177,H3
12:18:20,19/03/2014 12:18,3,773.465,8.333197,-36.3021,H3
12:18:40,19/03/2014 12:18,4,322.5791,3.476993,-35.8657,H3
12:19:00,19/03/2014 12:19,5,425.1024,4.714231,-8.056032,H3
12:19:20,19/03/2014 12:19,6,392.0457,4.351677,-7.135814,H3
12:20:20,19/03/2014 12:20,3,773.318,8.332525,-36.1966,H3
12:20:40,19/03/2014 12:20,4,322.547,3.476494,-35.90836,H3
12:21:00,19/03/2014 12:21,5,424.9375,4.712678,-7.997788,H3
12:21:20,19/03/2014 12:21,6,391.6039,4.346654,-7.163004,H3
12:22:20,19/03/2014 12:22,3,773.3044,8.332677,-36.16223,H3
12:22:40,19/03/2014 12:22,4,322.547,3.476514,-35.9025,H3
12:23:00,19/03/2014 12:23,5,424.8962,4.711855,-8.074796,H3
12:23:20,19/03/2014 12:23,6,391.7026,4.347956,-7.115889,H3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
