Date,campaign,chamber ,leaf,light,licor,pair_id,Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
19/03/2014,5,1,sun,high,H3,c,94,11:07:19,9690.5,0,13.27243446,0.151899907,238.6214247,2.181078352,1.501326612,26.61498451,6,1.420000017,1,2.840000033,25.59902382,26.61498451,27.14577484,420.6484985,392.4064026,15.31091213,19.58543777,47.39560699,60.62759018,300.1541443,1550.214478,1524.150513,101.9988556,1.805165172,-0.272108674,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500256907,0.002181078,299.7649845,298.7490238,248.0343109,1.656302754,3.499018851,34.30449127,14.71905349,26.10700417,3.395682699,0.14418789,1.997692239,1.39799046,0.090779966,24.33911224,0.608097684,58.14351293,386.0973229,0.019987343
19/03/2014,5,1,sun,high,H3,c,95,11:07:34,9706,0,12.88582201,0.13866727,230.0004825,2.144442227,1.608890119,27.14658737,6,1.420000017,1,2.840000033,26.14476013,27.14658737,26.67739105,420.3695068,392.9273376,15.41732502,19.61981201,46.20705032,58.80226898,300.1606445,1550.139526,1538.019409,101.9989471,1.805165172,-0.272108674,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500267741,0.002144442,300.2965874,299.2947601,248.0223187,1.675224068,3.610090287,35.39340737,15.77359535,26.64567375,3.505348831,0.132211829,2.001200168,1.504148662,0.0831891,23.45980706,0.585351185,56.3063818,386.802035,0.018757761
19/03/2014,5,1,sun,high,H3,c,96,11:07:50,9721.5,0,12.68630614,0.126924403,218.8237392,2.059337931,1.680801682,27.46134567,6,1.420000017,1,2.840000033,25.79979706,27.46134567,24.64806938,420.0878601,393.1130676,15.53812599,19.57365227,47.52970123,59.87400436,300.1882324,1549.962891,1563.644531,101.9990234,1.805165172,-0.272108674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500313721,0.002059338,300.6113457,298.9497971,247.994057,1.628066394,3.677295099,36.0522579,16.47860563,26.63057137,3.502232556,0.121494603,1.996493416,1.505739139,0.076403981,22.31980771,0.556643259,54.99611344,387.0826053,0.018024513
19/03/2014,5,1,sun,high,H3,c,97,11:08:05,9737,0,12.80701222,0.123253299,212.1166794,1.978366538,1.660981885,27.35175705,6,1.420000017,1,2.840000033,25.33579063,27.35175705,23.76170158,419.7546387,392.6013489,15.65991879,19.53732681,49.24020004,61.43210983,300.1563721,1549.948486,1577.437256,101.9992065,1.805165172,-0.272108674,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.50026062,0.001978367,300.501757,298.4857906,247.9917523,1.622655609,3.653773717,35.82158961,16.2842628,26.34377384,3.443511197,0.118126712,1.992791833,1.450719364,0.074273284,21.63573299,0.540285152,55.19119612,386.5135086,0.018287442
19/03/2014,5,1,sun,high,H3,c,98,11:08:21,9752.5,0,12.99063602,0.12103452,206.4483775,1.929212705,1.64821954,27.30543709,6,1.420000017,1,2.840000033,25.0715313,27.30543709,23.37143326,419.8389282,392.3572998,15.78440857,19.56548119,50.41826248,62.49569702,300.147644,1549.960327,1573.472534,101.9986115,1.805165172,-0.272108674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500246073,0.001929213,300.4554371,298.2215313,247.9936468,1.619060557,3.643871453,35.72471626,16.15923507,26.18848419,3.412076123,0.116087143,1.995651913,1.41642421,0.072983306,21.05744784,0.526174427,55.38282459,386.1821736,0.018630019
19/03/2014,5,1,sun,high,H3,c,99,11:08:36,9768,0,13.01706403,0.119483003,203.87999,1.89385258,1.638168461,27.2819519,6,1.420000017,1,2.840000033,24.89331245,27.2819519,23.11650848,419.805542,392.3033142,15.90379524,19.6147995,51.34254456,63.32285309,300.1944885,1549.894287,1567.678833,101.9990692,1.805165172,-0.272108674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500324148,0.001893853,300.4319519,298.0433125,247.9830804,1.616611722,3.638859753,35.67542117,16.06062167,26.08763218,3.391795277,0.114659124,2.000691292,1.391103985,0.072080278,20.79556921,0.519699892,55.57055066,386.1156254,0.018734425
19/03/2014,5,1,sun,high,H3,c,100,11:08:52,9783.5,0,13.17894301,0.118409592,199.9969759,1.863873966,1.626262739,27.2550087,6,1.420000017,1,2.840000033,24.75124931,27.2550087,22.91607857,419.9624939,392.1568604,16.0226326,19.67518234,52.16685867,64.05891418,300.1522827,1550.02478,1564.736694,101.9992981,1.805165172,-0.272108674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500253805,0.001863874,300.4050087,297.9012493,248.0039593,1.617122164,3.633117528,35.61904441,15.94386206,26.00312901,3.374883245,0.113670278,2.006854789,1.368028456,0.071455044,20.39955116,0.509992292,55.80761962,385.892222,0.019059349
19/03/2014,5,1,sun,high,H3,c,101,11:09:07,9799,0,13.23085064,0.117446585,197.8929798,1.833567232,1.61244609,27.21528435,6,1.420000017,1,2.840000033,24.62964821,27.21528435,22.74495697,420.0361023,392.1525269,16.13497353,19.72767639,52.91602707,64.69860077,300.1743164,1549.970337,1559.830811,101.9998322,1.805165172,-0.272108674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500290527,0.001833567,300.3652843,297.7796482,247.9952484,1.622021483,3.62466577,35.5359974,15.80832101,25.92246628,3.358808574,0.112782528,2.012219681,1.346588893,0.070893786,20.18505072,0.504632678,56.06729576,385.8632141,0.019224896
19/03/2014,5,1,sun,high,H3,c,102,11:09:23,9814.5,0,13.21461151,0.116534906,196.8259782,1.804426737,1.598764827,27.17761993,6,1.420000017,1,2.840000033,24.52482414,27.17761993,22.60083961,420.0173645,392.1870728,16.2476902,19.78333473,53.62098312,65.28939819,300.1539001,1550.093384,1560.547241,102.0001602,1.805165172,-0.272108674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5002565,0.001804427,300.3276199,297.6748241,248.0149359,1.628630728,3.616668139,35.45747508,15.67414035,25.85122204,3.3446665,0.111941561,2.017903312,1.326763188,0.070362152,20.07628131,0.501867583,56.33078175,385.9054793,0.019289423
19/03/2014,5,1,sun,high,H3,c,103,11:09:38,9830,0,13.17658353,0.115609183,196.07088,1.775564086,1.585324732,27.13783836,6,1.420000017,1,2.840000033,24.42855453,27.13783836,22.47583008,420.0007629,392.2682495,16.35339928,19.83238792,54.2818985,65.82971954,300.147644,1549.935791,1550.684448,102.000473,1.805165172,-0.272108674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500246073,0.001775564,300.2878384,297.5785545,247.989721,1.636022393,3.608237682,35.37471519,15.54232726,25.78319645,3.3312119,0.11108711,2.022912949,1.30829895,0.069822039,19.99932251,0.499838772,56.58387426,386.0047328,0.019315363
