TIME,TIMESTAMP,SiteOutput,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg,licor
10:44:20,25/02/2014 10:44,3,773.1933,8.3311,-36.20601,R1
10:44:40,25/02/2014 10:44,4,322.4001,3.474497,-36.02302,R1
10:45:00,25/02/2014 10:45,15,423.9833,4.716965,-4.860832,R1
10:45:20,25/02/2014 10:45,16,403.2403,4.488544,-4.3391,R1
10:46:20,25/02/2014 10:46,3,773.089,8.328209,-36.41061,R1
10:46:40,25/02/2014 10:46,4,322.3825,3.474468,-35.9785,R1
10:47:00,25/02/2014 10:47,15,423.9301,4.715975,-4.944847,R1
10:47:20,25/02/2014 10:47,16,403.7759,4.494094,-4.430194,R1
10:48:20,25/02/2014 10:48,3,773.501,8.333446,-36.31821,R1
10:48:40,25/02/2014 10:48,4,322.6426,3.477108,-36.02364,R1
10:49:00,25/02/2014 10:49,15,424.4441,4.72207,-4.865327,R1
10:49:20,25/02/2014 10:49,16,405.4437,4.51265,-4.431873,R1
10:50:20,25/02/2014 10:50,3,773.4747,8.333283,-36.30421,R1
10:50:40,25/02/2014 10:50,4,322.6352,3.477174,-35.98328,R1
10:51:00,25/02/2014 10:51,15,424.4716,4.722144,-4.914367,R1
10:51:20,25/02/2014 10:51,16,405.4828,4.512646,-4.528686,R1
10:52:20,25/02/2014 10:52,3,773.6041,8.334633,-36.30941,R1
10:52:40,25/02/2014 10:52,4,322.6635,3.477501,-35.97707,R1
10:53:00,25/02/2014 10:53,15,424.3737,4.721409,-4.839521,R1
10:53:20,25/02/2014 10:53,16,405.5098,4.513558,-4.393645,R1
11:12:20,25/02/2014 11:12,3,773.3117,8.33271,-36.16722,R1
11:12:40,25/02/2014 11:12,4,322.5568,3.476622,-35.90184,R1
11:13:00,25/02/2014 11:13,15,425.7061,4.736379,-4.808734,R1
11:13:20,25/02/2014 11:13,16,403.5667,4.493977,-3.939637,R1
11:14:20,25/02/2014 11:14,3,773.1477,8.330344,-36.23663,R1
11:14:40,25/02/2014 11:14,4,322.3291,3.474548,-35.79653,R1
11:15:00,25/02/2014 11:15,15,425.8832,4.738481,-4.781307,R1
11:15:20,25/02/2014 11:15,16,403.4958,4.492641,-4.061414,R1
11:16:20,25/02/2014 11:16,3,773.2281,8.331123,-36.24672,R1
11:16:40,25/02/2014 11:16,4,322.4793,3.475816,-35.89376,R1
11:17:00,25/02/2014 11:17,15,424.9584,4.727822,-4.859014,R1
11:17:20,25/02/2014 11:17,16,402.7498,4.484757,-3.967512,R1
11:18:20,25/02/2014 11:18,3,773.2363,8.332063,-36.14808,R1
11:18:40,25/02/2014 11:18,4,322.5853,3.47689,-35.91262,R1
11:19:00,25/02/2014 11:19,15,424.9865,4.728127,-4.86045,R1
11:19:20,25/02/2014 11:19,16,402.4965,4.482045,-3.943104,R1
11:20:20,25/02/2014 11:20,3,773.4945,8.333615,-36.29047,R1
11:20:40,25/02/2014 11:20,4,322.6256,3.477391,-35.89435,R1
11:21:00,25/02/2014 11:21,15,424.9293,4.727692,-4.818165,R1
11:21:20,25/02/2014 11:21,16,402.5992,4.483362,-3.905006,R1
11:36:20,25/02/2014 11:36,3,773.6711,8.334718,-36.38298,R1
11:36:40,25/02/2014 11:36,4,323.0568,3.481762,-35.97105,R1
11:37:00,25/02/2014 11:37,15,423.0541,4.706466,-4.894957,R1
11:37:20,25/02/2014 11:37,16,390.3167,4.347388,-3.720394,R1
11:38:20,25/02/2014 11:38,3,773.4144,8.333344,-36.22207,R1
11:38:40,25/02/2014 11:38,4,322.2943,3.473611,-35.95241,R1
11:39:00,25/02/2014 11:39,15,423.1977,4.709061,-4.68421,R1
11:39:20,25/02/2014 11:39,16,390.5125,4.349957,-3.631583,R1
11:40:20,25/02/2014 11:40,3,773.0893,8.330552,-36.13967,R1
11:40:40,25/02/2014 11:40,4,322.5121,3.476185,-35.88955,R1
11:41:00,25/02/2014 11:41,15,423.3783,4.710686,-4.765414,R1
11:41:20,25/02/2014 11:41,16,390.2078,4.34624,-3.705628,R1
11:42:20,25/02/2014 11:42,3,773.5212,8.333707,-36.31319,R1
11:42:40,25/02/2014 11:42,4,322.607,3.477397,-35.83702,R1
11:43:00,25/02/2014 11:43,15,423.1793,4.708447,-4.770708,R1
11:43:20,25/02/2014 11:43,16,389.7733,4.341355,-3.716036,R1
11:44:20,25/02/2014 11:44,3,773.3848,8.334507,-36.0507,R1
11:44:40,25/02/2014 11:44,4,322.6678,3.477889,-35.88268,R1
11:45:00,25/02/2014 11:45,15,423.012,4.706353,-4.819915,R1
11:45:20,25/02/2014 11:45,16,389.3468,4.336609,-3.715075,R1
