Date,campaign,chamber ,leaf,light,licor,pair_id,Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
24/02/2014,4,1,shade,low,R1,q,1,9:48:45,1562,0,10.05689581,0.082746306,195.8608782,0.769806516,0.952111921,22.3187542,6,1.420000017,1,2.840000033,21.88358307,22.3187542,22.10086823,420.4931946,399.7177429,15.72901726,17.24545479,60.69843292,66.55037689,299.3321533,375.0983582,160.1308289,101.6743164,-4.975767612,0.327713937,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498886922,0.000769807,295.4687542,295.0335831,60.01573596,0.25255499,2.705531747,26.60978547,9.364330683,22.10116863,2.669923217,0.080403663,1.753419827,0.91650339,0.050457638,19.9140209,0.489997959,65.03837637,394.9371763,0.016561727
24/02/2014,4,1,shade,low,R1,q,2,9:49:01,1577.5,0,9.566607238,0.080358832,200.6487264,0.758223632,0.964751254,22.42936325,6,1.420000017,1,2.840000033,21.80759048,22.42936325,20.75240326,420.1729736,400.3881531,15.80702972,17.30059624,61.28367996,67.07421875,299.3261719,374.8770142,156.793808,101.6751556,-4.975767612,0.327713937,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498876953,0.000758224,295.5793633,294.9575905,59.98032092,0.233550479,2.723792069,26.78916056,9.488564318,22.11847687,2.672740667,0.078147616,1.759040815,0.913699852,0.049036225,20.40099048,0.501135523,64.77876355,395.8406462,0.015655618
24/02/2014,4,1,shade,low,R1,q,3,9:49:16,1593,0,9.915337178,0.079446227,190.7473172,0.726205686,0.934488334,22.24445152,6,1.420000017,1,2.840000033,21.14676476,22.24445152,20.0859642,420.0860901,399.6401672,15.86869144,17.29841232,64.06384277,69.83580017,299.4892883,374.728241,157.3164215,101.6762161,-4.975767612,0.327713937,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499148814,0.000726206,295.3944515,294.2967648,59.95651721,0.187958908,2.693325444,26.48923757,9.190825246,21.69560814,2.60464555,0.077284275,1.75883711,0.84580844,0.048492366,19.39446545,0.477297661,65.49222885,394.9268908,0.016442981
24/02/2014,4,1,shade,low,R1,q,4,9:49:32,1608.5,0,10.03727315,0.080555782,190.7840792,0.72832748,0.924647147,22.2265625,6,1.420000017,1,2.840000033,21.07520676,22.2265625,20.33120537,420.0562744,399.3586426,15.93205929,17.36628342,64.60321045,70.41886902,299.4005432,374.525116,147.5298615,101.6767197,-4.975767612,0.327713937,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499000905,0.000728327,295.3765625,294.2252068,59.92401722,0.179483707,2.690393878,26.46027416,9.093990742,21.65088463,2.597533267,0.078333864,1.765746731,0.831786536,0.049153557,19.39829934,0.477726181,65.83073477,394.5874036,0.01674562
24/02/2014,4,1,shade,low,R1,q,5,9:49:47,1624,0,10.04100721,0.080491814,190.5379109,0.722348404,0.91774728,22.21645927,6,1.420000017,1,2.840000033,20.95813751,22.21645927,20.07453728,420.0192261,399.3122559,15.99505997,17.41789627,65.32682037,71.13794708,299.3035583,374.553833,159.8156586,101.6765823,-4.975767612,0.327713937,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498839264,0.000722348,295.3664593,294.1081375,59.92861194,0.168739601,2.688739445,26.44403837,9.026142099,21.58729839,2.587450557,0.078273375,1.770992164,0.816458392,0.04911545,19.37324359,0.477165196,66.06348623,394.5392419,0.01681313
24/02/2014,4,1,shade,low,R1,q,6,9:50:03,1639.5,0,10.06212257,0.080748723,190.700155,0.718313669,0.909781857,22.19818306,6,1.420000017,1,2.840000033,20.85079193,22.19818306,19.88663292,419.9726563,399.2310181,16.05242538,17.46694946,65.99488831,71.81028748,299.3658142,374.4499512,146.0090179,101.6758575,-4.975767612,0.327713937,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498943024,0.000718314,295.3481831,294.0007919,59.91199085,0.159088332,2.685748922,26.41481456,8.947865096,21.5244875,2.577524447,0.078516297,1.775967065,0.801557382,0.049268488,19.38960179,0.477668684,66.32319361,394.4479669,0.016918635
24/02/2014,4,1,shade,low,R1,q,7,9:50:18,1655,0,10.03817374,0.082057278,194.3809541,0.720293697,0.89816632,22.15390778,6,1.420000017,1,2.840000033,20.74448204,22.15390778,19.78199196,419.9158325,399.2250366,16.09181213,17.50987053,66.59181213,72.46008301,299.4297485,374.3936462,150.1789246,101.6769333,-4.975767612,0.327713937,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499049581,0.000720294,295.3039078,293.894482,59.90298206,0.149959004,2.678516258,26.34340131,8.833530785,21.44919491,2.565669783,0.079752943,1.780349938,0.785319845,0.050047621,19.7640593,0.486895701,66.67879775,394.4533696,0.016968631
24/02/2014,4,1,shade,low,R1,q,8,9:50:34,1670.5,0,10.11133156,0.082633699,194.1724937,0.71747752,0.88857807,22.11925507,6,1.420000017,1,2.840000033,20.62281799,22.11925507,19.72896194,419.8953552,399.0546875,16.13612747,17.5489769,67.27615356,73.16672516,299.3467712,374.5068359,146.5105743,101.6748352,-4.975767612,0.327713937,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498911285,0.000717478,295.2692551,293.772818,59.92109241,0.140412566,2.672867404,26.28838688,8.739409981,21.37103653,2.55341443,0.080297338,1.784289334,0.769125096,0.050390641,19.7424563,0.486581162,66.97162821,394.2482447,0.017176293
24/02/2014,4,1,shade,low,R1,q,9,9:50:49,1686,0,10.13360766,0.084408781,197.6579345,0.725319403,0.879938211,22.09571838,6,1.420000017,1,2.840000033,20.59514427,22.09571838,19.74235916,419.7284851,398.8375244,16.16789627,17.59609795,67.52436829,73.48917389,299.3512573,374.2402649,138.1720123,101.6758575,-4.975767612,0.327713937,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498918762,0.000725319,295.2457184,293.7451443,59.87844104,0.135306106,2.669036559,26.25044552,8.654347573,21.34543133,2.549410657,0.081972445,1.789098348,0.760312309,0.051446235,20.09703999,0.4955851,67.26555441,394.0204927,0.017299677
24/02/2014,4,1,shade,low,R1,q,10,9:51:05,1701.5,0,10.21076646,0.086159037,199.9361449,0.733178594,0.871918618,22.07623291,6,1.420000017,1,2.840000033,20.57394218,22.07623291,19.7460556,419.7167969,398.6597595,16.19982529,17.64380264,67.7462616,73.78484344,299.2744446,374.3164673,139.5518341,101.6759338,-4.975767612,0.327713937,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498790741,0.000733179,295.2262329,293.7239422,59.89063343,0.131148354,2.665868729,26.21926967,8.57546703,21.32508755,2.54623351,0.083622135,1.79395011,0.7522834,0.052485988,20.32869424,0.501520758,67.54449666,393.8060502,0.017513217
