TIME,TIMESTAMP,SiteOutput,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg,licor
10:47:00,10/25/2013 10:47:00,3,773.4507,8.332629,-36.35005,H4
10:47:20,10/25/2013 10:47:20,4,322.658,3.477424,-35.98215,H4
10:47:40,10/25/2013 10:47:40,15,401.2606,4.465674,-4.524812,H4
10:48:00,10/25/2013 10:48:00,16,383.7631,4.272231,-4.22436,H4
10:48:20,10/25/2013 10:48:20,3,772.9261,8.327209,-36.3228,H4
10:48:40,10/25/2013 10:48:40,4,322.4189,3.474516,-36.07394,H4
10:49:00,10/25/2013 10:49:00,15,401.4344,4.467459,-4.558041,H4
10:49:20,10/25/2013 10:49:20,16,383.5428,4.270324,-4.097335,H4
10:49:40,10/25/2013 10:49:40,3,773.4811,8.332959,-36.34964,H4
10:50:00,10/25/2013 10:50:00,4,322.4178,3.475077,-35.91479,H4
10:50:20,10/25/2013 10:50:20,15,403.1189,4.486115,-4.578151,H4
10:50:40,10/25/2013 10:50:40,16,384.8625,4.285336,-4.023155,H4
10:51:00,10/25/2013 10:51:00,3,773.2853,8.331686,-36.25295,H4
10:51:20,10/25/2013 10:51:20,4,322.541,3.47664,-35.8497,H4
10:51:40,10/25/2013 10:51:40,15,403.1151,4.485945,-4.606417,H4
10:52:00,10/25/2013 10:52:00,16,384.7862,4.284091,-4.115279,H4
10:52:20,10/25/2013 10:52:20,3,773.3602,8.332951,-36.19995,H4
10:52:40,10/25/2013 10:52:40,4,322.6021,3.476666,-36.02488,H4
10:53:00,10/25/2013 10:53:00,15,403.0898,4.486098,-4.51001,H4
10:53:20,10/25/2013 10:53:20,16,384.5855,4.282694,-3.920345,H4
10:53:40,10/25/2013 10:53:40,3,773.3909,8.333491,-36.17576,H4
10:54:00,10/25/2013 10:54:00,4,322.5812,3.476982,-35.87502,H4
10:54:20,10/25/2013 10:54:20,15,403.2276,4.486855,-4.682427,H4
10:54:40,10/25/2013 10:54:40,16,384.602,4.282196,-4.078902,H4
11:08:20,10/25/2013 11:08:20,3,772.9707,8.330634,-35.98249,H4
11:08:40,10/25/2013 11:08:40,4,322.4149,3.475616,-35.75664,H4
11:09:00,10/25/2013 11:09:00,15,401.6583,4.469835,-4.583917,H4
11:09:20,10/25/2013 11:09:20,16,375.793,4.184539,-3.978207,H4
11:09:40,10/25/2013 11:09:40,3,773.4531,8.333517,-36.25032,H4
11:10:00,10/25/2013 11:10:00,4,322.5949,3.476721,-35.98848,H4
11:10:20,10/25/2013 11:10:20,15,401.4839,4.46843,-4.464567,H4
11:10:40,10/25/2013 11:10:40,16,375.1876,4.178771,-3.74623,H4
