TIME,TIMESTAMP,SiteOutput,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg,licor
12:39:00,10/24/2013 12:39:00,3,773.4597,8.333421,-36.26968,H4
12:39:20,10/24/2013 12:39:20,4,322.6711,3.477618,-35.96754,H4
12:39:40,10/24/2013 12:39:40,13,399.7984,4.435483,-7.638822,H4
12:40:00,10/24/2013 12:40:00,14,382.4471,4.245808,-6.978124,H4
12:40:20,10/24/2013 12:40:20,3,773.459,8.334292,-36.16811,H4
12:40:40,10/24/2013 12:40:40,4,322.6208,3.477069,-35.96942,H4
12:41:00,10/24/2013 12:41:00,13,399.8685,4.436186,-7.65551,H4
12:41:20,10/24/2013 12:41:20,14,382.4316,4.246007,-6.891291,H4
12:41:40,10/24/2013 12:41:40,3,773.4323,8.332795,-36.30782,H4
12:42:00,10/24/2013 12:42:00,4,322.6386,3.477674,-35.85499,H4
12:42:20,10/24/2013 12:42:20,13,399.7932,4.43577,-7.56193,H4
12:42:40,10/24/2013 12:42:40,14,382.5295,4.246789,-6.962725,H4
12:43:00,10/24/2013 12:43:00,3,773.3339,8.333533,-36.09991,H4
12:43:20,10/24/2013 12:43:20,4,322.5732,3.476943,-35.86198,H4
12:43:40,10/24/2013 12:43:40,13,399.9426,4.436951,-7.66827,H4
12:44:00,10/24/2013 12:44:00,14,382.5417,4.24708,-6.926219,H4
12:44:20,10/24/2013 12:44:20,3,773.3967,8.3332,-36.21671,H4
12:44:40,10/24/2013 12:44:40,4,322.6242,3.477564,-35.8423,H4
12:45:00,10/24/2013 12:45:00,13,400.0626,4.43855,-7.608267,H4
12:45:20,10/24/2013 12:45:20,14,383.3658,4.255923,-6.997698,H4
13:04:20,10/24/2013 13:04:20,3,773.4961,8.335402,-36.08585,H4
13:04:40,10/24/2013 13:04:40,4,322.5155,3.477013,-35.67002,H4
13:05:00,10/24/2013 13:05:00,13,399.2942,4.430161,-7.578058,H4
13:05:20,10/24/2013 13:05:20,14,373.8091,4.150305,-6.883867,H4
13:05:40,10/24/2013 13:05:40,3,773.119,8.330557,-36.17627,H4
13:06:00,10/24/2013 13:06:00,4,322.4493,3.475056,-36.01522,H4
13:06:20,10/24/2013 13:06:20,13,399.5663,4.43305,-7.607028,H4
13:06:40,10/24/2013 13:06:40,14,373.5646,4.148569,-6.649663,H4
13:07:00,10/24/2013 13:07:00,3,773.3956,8.333933,-36.13057,H4
13:07:20,10/24/2013 13:07:20,4,322.5878,3.477738,-35.68499,H4
13:07:40,10/24/2013 13:07:40,13,399.6025,4.433306,-7.639693,H4
13:08:00,10/24/2013 13:08:00,14,373.5596,4.147974,-6.77876,H4
13:08:20,10/24/2013 13:08:20,3,773.3557,8.33341,-36.14127,H4
13:08:40,10/24/2013 13:08:40,4,322.6073,3.477092,-35.92285,H4
13:09:00,10/24/2013 13:09:00,13,399.6429,4.433728,-7.645631,H4
13:09:20,10/24/2013 13:09:20,14,373.5779,4.148672,-6.660258,H4
13:09:40,10/24/2013 13:09:40,3,773.4526,8.333194,-36.28709,H4
13:10:00,10/24/2013 13:10:00,4,322.5881,3.477037,-35.88062,H4
13:10:20,10/24/2013 13:10:20,13,399.5364,4.432644,-7.623749,H4
13:10:40,10/24/2013 13:10:40,14,373.6571,4.14914,-6.758817,H4
13:11:00,10/24/2013 13:11:00,3,773.3529,8.332992,-36.18627,H4
13:11:20,10/24/2013 13:11:20,4,322.6675,3.477908,-35.87617,H4
13:11:40,10/24/2013 13:11:40,13,399.684,4.434289,-7.622127,H4
13:12:00,10/24/2013 13:12:00,14,373.6113,4.148805,-6.717155,H4
13:48:20,10/24/2013 13:48:20,3,773.3619,8.332562,-36.2471,H4
13:48:40,10/24/2013 13:48:40,4,322.6432,3.477372,-35.95205,H4
13:49:00,10/24/2013 13:49:00,13,399.0792,4.427011,-7.749304,H4
13:49:20,10/24/2013 13:49:20,14,372.9215,4.13948,-7.116572,H4
13:49:40,10/24/2013 13:49:40,3,773.5038,8.334394,-36.21202,H4
13:50:00,10/24/2013 13:50:00,4,322.6721,3.477852,-35.90572,H4
13:50:20,10/24/2013 13:50:20,13,398.8225,4.423769,-7.837793,H4
13:50:40,10/24/2013 13:50:40,14,372.9089,4.139311,-7.123582,H4
13:51:00,10/24/2013 13:51:00,3,773.4339,8.3338,-36.1936,H4
13:51:20,10/24/2013 13:51:20,4,322.8378,3.480039,-35.79421,H4
13:51:40,10/24/2013 13:51:40,13,398.8534,4.424623,-7.723071,H4
13:52:00,10/24/2013 13:52:00,14,372.747,4.137325,-7.168921,H4
13:52:20,10/24/2013 13:52:20,3,773.3221,8.333241,-36.11895,H4
13:52:40,10/24/2013 13:52:40,4,322.3669,3.474841,-35.82816,H4
13:53:00,10/24/2013 13:53:00,13,399.0632,4.426532,-7.816987,H4
13:53:20,10/24/2013 13:53:20,14,372.9376,4.138912,-7.295679,H4
13:53:40,10/24/2013 13:53:40,3,773.5198,8.334097,-36.26632,H4
13:54:00,10/24/2013 13:54:00,4,322.6235,3.477053,-35.98188,H4
13:54:20,10/24/2013 13:54:20,13,399.2575,4.42864,-7.827481,H4
13:54:40,10/24/2013 13:54:40,14,372.6877,4.136969,-7.096212,H4
