TIME,TIMESTAMP,SiteOutput,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg,licor
10:25:40,29/01/2014 10:25,3,773.0851,8.328026,-36.42694,H2
10:26:00,29/01/2014 10:26,4,322.6542,3.476653,-36.18456,H2
10:26:20,29/01/2014 10:26,11,423.8936,4.716747,-4.69641,H2
10:26:40,29/01/2014 10:26,12,402.3271,4.480222,-3.929468,H2
10:27:00,29/01/2014 10:27,3,773.3763,8.332417,-36.28176,H2
10:27:20,29/01/2014 10:27,4,322.3809,3.474352,-36.00589,H2
10:27:40,29/01/2014 10:27,11,423.6236,4.713144,-4.822783,H2
10:28:00,29/01/2014 10:28,12,401.5266,4.471438,-3.900207,H2
10:28:20,29/01/2014 10:28,3,773.3389,8.330504,-36.45634,H2
10:28:40,29/01/2014 10:28,4,322.3854,3.474035,-36.10722,H2
10:29:00,29/01/2014 10:29,11,423.5843,4.713501,-4.654826,H2
10:29:20,29/01/2014 10:29,12,401.3161,4.469386,-3.835335,H2
10:29:40,29/01/2014 10:29,3,773.3641,8.331922,-36.32395,H2
10:30:00,29/01/2014 10:30,4,322.5427,3.476181,-35.98233,H2
10:30:20,29/01/2014 10:30,11,423.5157,4.713191,-4.559053,H2
10:30:40,29/01/2014 10:30,12,401.1615,4.467733,-3.819745,H2
10:31:00,29/01/2014 10:31,3,773.598,8.334489,-36.31846,H2
10:31:20,29/01/2014 10:31,4,322.6235,3.477128,-35.9611,H2
10:31:40,29/01/2014 10:31,11,424.2979,4.722042,-4.528358,H2
10:32:00,29/01/2014 10:32,12,401.8056,4.475531,-3.680811,H2
10:32:20,29/01/2014 10:32,3,773.3481,8.332995,-36.17989,H2
10:32:40,29/01/2014 10:32,4,322.5424,3.476525,-35.88597,H2
10:33:00,29/01/2014 10:33,11,424.3535,4.722361,-4.591712,H2
10:33:20,29/01/2014 10:33,12,401.9036,4.47644,-3.721384,H2
10:33:40,29/01/2014 10:33,3,773.4542,8.33343,-36.26162,H2
10:34:00,29/01/2014 10:34,4,322.5948,3.476929,-35.93039,H2
10:34:20,29/01/2014 10:34,11,424.5298,4.724495,-4.555348,H2
10:34:40,29/01/2014 10:34,12,402.051,4.478195,-3.696198,H2
10:45:40,29/01/2014 10:45,3,773.2849,8.332643,-36.14175,H2
10:46:00,29/01/2014 10:46,4,322.5395,3.476447,-35.89889,H2
10:46:20,29/01/2014 10:46,11,423.0051,4.707384,-4.58552,H2
10:46:40,29/01/2014 10:46,12,387.3458,4.315322,-3.484125,H2
10:47:00,29/01/2014 10:47,3,773.2584,8.332167,-36.16394,H2
10:47:20,29/01/2014 10:47,4,322.5238,3.476729,-35.77385,H2
10:47:40,29/01/2014 10:47,11,423.0276,4.707916,-4.525998,H2
10:48:00,29/01/2014 10:48,12,386.9082,4.310687,-3.428619,H2
10:48:20,29/01/2014 10:48,3,773.444,8.335194,-36.04494,H2
10:48:40,29/01/2014 10:48,4,322.619,3.477399,-35.8726,H2
10:49:00,29/01/2014 10:49,11,423.2241,4.709615,-4.629185,H2
10:49:20,29/01/2014 10:49,12,386.6843,4.307415,-3.608232,H2
10:49:40,29/01/2014 10:49,3,773.5217,8.334892,-36.17679,H2
10:50:00,29/01/2014 10:50,4,322.6317,3.477618,-35.84986,H2
10:50:20,29/01/2014 10:50,11,423.0118,4.707122,-4.65671,H2
10:50:40,29/01/2014 10:50,12,386.2574,4.303393,-3.438521,H2
10:51:00,29/01/2014 10:51,3,773.3882,8.332899,-36.24092,H2
10:51:20,29/01/2014 10:51,4,322.5709,3.477098,-35.81209,H2
10:51:40,29/01/2014 10:51,11,423.101,4.708035,-4.673509,H2
10:52:00,29/01/2014 10:52,12,386.1915,4.302237,-3.536284,H2
10:52:20,29/01/2014 10:52,3,773.3239,8.332657,-36.18871,H2
10:52:40,29/01/2014 10:52,4,322.603,3.477023,-35.92897,H2
10:53:00,29/01/2014 10:53,11,423.265,4.709986,-4.646806,H2
10:53:20,29/01/2014 10:53,12,386.1899,4.302783,-3.405736,H2
10:53:40,29/01/2014 10:53,3,773.3642,8.33363,-36.12645,H2
10:54:00,29/01/2014 10:54,4,322.6096,3.477398,-35.84458,H2
10:54:20,29/01/2014 10:54,11,423.1559,4.708363,-4.733583,H2
10:54:40,29/01/2014 10:54,12,386.0536,4.301221,-3.415554,H2
