"leaf","campaign","temp","c13.mean","lma.mean","leafN.mean","leafN_area.mean","c13.se","lma.se","leafN.se","leafN_area.se"
"shade",1,"ambient",-29.75,114.920985771757,0.0080515,2.20534959339621,0.31669122711773,8.74048924451587,0.000508920409625448,0.11096511667948
"shade",1,"elevated",-29.9883333333333,111.913694095684,0.00861866666666667,1.95935142280574,0.520656103179227,6.31385129411961,0.00133471551692153,0.0727595606235172
"shade",2,"ambient",-31.0483333333333,102.73272509798,0.00905183333333333,1.91503239928887,0.389396256330803,2.5153214715439,0.000770988301539726,0.0745309597772215
"shade",2,"elevated",-30.3733333333333,128.766711349323,0.00865733333333333,1.95115859519479,0.449715959739528,14.131192061917,0.00107683049321196,0.10913640089121
"shade",3,"ambient",-29.445,132.071838323552,0.0116776666666667,2.38927663620601,0.351726693139242,10.6724696638837,0.00106288283037742,0.251240819972246
"shade",3,"elevated",-29.7016666666667,118.350196234707,0.00877233333333333,2.03073933149811,0.312382422325229,4.92664350717745,0.000680269195082195,0.0965835746543886
"shade",4,"ambient",-29.4166666666667,113.175993257755,0.010566,2.03741896701756,0.324043892774489,10.4860451807931,0.00130019044758835,0.112278545989475
"shade",4,"elevated",-30.6083333333333,98.6109635569766,0.0068795,1.74450037011238,0.605565392376781,9.83582480260553,0.00111610602094962,0.216160971151401
"shade",5,"ambient",-30.1716666666667,114.028181661422,0.0106991666666667,2.03685303081747,0.270399909598933,8.7815651406221,0.000676071219949825,0.105215724177443
"shade",5,"elevated",-31.0083333333333,101.891182491924,0.007419,1.70486100425445,0.435395733149103,7.23004823775223,0.00118962501094533,0.103336222615131
"shade",6,"ambient",-29.9066666666667,123.282051448089,0.00883266666666667,1.8666985084656,0.284729891495626,11.5443185215549,0.00102898946112733,0.125973103268697
"shade",6,"elevated",-29.77,122.762872285479,0.00923283333333333,1.98409645365063,0.622746604433403,4.07961939546371,0.000582435256297022,0.147194393384421
"sun",1,"ambient",-27.0583333333333,106.064424322918,0.0120343333333333,2.58565692404849,0.161790330709567,3.33553017748591,0.000602055516081735,0.147687902632212
"sun",1,"elevated",-27.2166666666667,100.103294760446,0.0111343333333333,2.72160290056008,0.265852925087872,6.40353963063578,0.001865630986497,0.176325841712725
"sun",2,"ambient",-28.2083333333333,122.494228279843,0.0139895,2.65053657534613,0.456635643715108,8.49384835695657,0.0018349662621785,0.26431314441295
"sun",2,"elevated",-28.9283333333333,112.650536561658,0.0111993333333333,2.47104482634572,0.255387505132451,10.5449659401099,0.00135749717413252,0.163309420114372
"sun",3,"ambient",-28.4266666666667,95.857378055779,0.0136086666666667,2.67061803483902,0.313662947197217,7.87614435874449,0.00111240648046376,0.134326073908736
"sun",3,"elevated",-28.1966666666667,100.073588018441,0.0107515,2.70670577918002,0.342146817089454,6.36439174450236,0.000982210831067682,0.266032268748353
"sun",4,"ambient",-28.6583333333333,107.558918441909,0.0110503333333333,2.50251973283964,0.454102900722341,9.52634484584876,0.000977729637703821,0.188546853606967
"sun",4,"elevated",-28.3533333333333,111.593512625076,0.0129151666666667,2.72353978697041,0.344660863909889,16.7894493280944,0.00115793167376625,0.287870381088539
"sun",5,"ambient",-28.2683333333333,111.163273113343,0.0112398333333333,2.50717505709685,0.264164300725472,10.8840843648025,0.000887395154996415,0.127506912142501
"sun",5,"elevated",-28.4833333333333,113.497541566435,0.0120141666666667,2.64299504278701,0.238014938840215,8.9085645218528,0.000755627969160603,0.103078170997166
"sun",6,"ambient",-28.54,151.038195204317,0.012543,2.68913652347981,0.344944439970652,7.08032689247965,0.00058477608250224,0.161356222002244
"sun",6,"elevated",-28.4666666666667,130.663872381786,0.009483,2.51571616584294,0.32487604473775,10.2837905170398,0.000696475268764082,0.123751515321704
