"leaf","temp","Vcmax","Jmax","Rd"
"shade","ambient",84.0154826861221,112.742689308916,1.25217134062996
"shade","elevated",66.8434218425621,95.6393458394448,0.996153376361966
"sun","ambient",96.3031848463664,146.081313316138,1.21150896552526
"sun","elevated",92.8019140499423,137.821522574795,1.0836084737302
