"Date","chamber","PPFD_day"
2013-10-27,"C11",33.12718836
2013-10-27,"C12",34.13546658
2013-10-28,"C01",24.76378206
2013-10-28,"C02",23.95310796
2013-10-28,"C03",22.12305906
2013-10-28,"C04",27.53503374
2013-10-28,"C05",26.97642444
2013-10-28,"C06",26.56697436
2013-10-28,"C07",25.5084738
2013-10-28,"C08",27.24995286
2013-10-28,"C09",23.3744142006594
2013-10-28,"C10",28.20535704
2013-10-28,"C11",25.35153972
2013-10-28,"C12",26.21409804
2013-10-29,"C01",14.54929848
2013-10-29,"C02",14.31707436
2013-10-29,"C03",13.26134814
2013-10-29,"C04",16.26769578
2013-10-29,"C05",15.5767305
2013-10-29,"C06",15.57627378
2013-10-29,"C07",14.76767184
2013-10-29,"C08",15.89116794
2013-10-29,"C09",12.6841628485714
2013-10-29,"C10",16.26560094
2013-10-29,"C11",14.71328628
2013-10-29,"C12",15.37201938
2013-10-30,"C01",39.82478472
2013-10-30,"C02",39.21232428
2013-10-30,"C03",36.38782752
2013-10-30,"C04",45.23087346
2013-10-30,"C05",44.13508518
2013-10-30,"C06",42.81072804
2013-10-30,"C07",42.48008286
2013-10-30,"C08",44.38892352
2013-10-30,"C09",32.9494572385714
2013-10-30,"C10",47.37410298
2013-10-30,"C11",41.74340706
2013-10-30,"C12",43.08750198
2013-10-31,"C01",43.3727577
2013-10-31,"C02",42.11571522
2013-10-31,"C03",39.85009974
2013-10-31,"C04",47.93122356
2013-10-31,"C05",46.72069962
2013-10-31,"C06",46.33043454
2013-10-31,"C07",44.24190936
2013-10-31,"C08",47.90383524
2013-10-31,"C09",39.6762716057143
2013-10-31,"C10",49.5034134
2013-10-31,"C11",44.25781134
2013-10-31,"C12",45.38172816
2013-11-01,"C01",32.75638344
2013-11-01,"C02",31.61124174
2013-11-01,"C03",29.59976688
2013-11-01,"C04",36.9281217
2013-11-01,"C05",35.80448232
2013-11-01,"C06",35.38388628
2013-11-01,"C07",34.30225896
2013-11-01,"C08",36.62874774
2013-11-01,"C09",31.4976854742857
2013-11-01,"C10",38.1145098
2013-11-01,"C11",34.21240932
2013-11-01,"C12",35.10441246
2013-11-02,"C01",37.55892558
2013-11-02,"C02",35.90724702
2013-11-02,"C03",34.13143188
2013-11-02,"C04",40.6106871
2013-11-02,"C05",39.3642312
2013-11-02,"C06",39.1153284
2013-11-02,"C07",36.80658492
2013-11-02,"C08",40.89830436
2013-11-02,"C09",33.8109781028571
2013-11-02,"C10",41.69264928
2013-11-02,"C11",37.94285472
2013-11-02,"C12",38.78044506
2013-11-03,"C01",28.64789724
2013-11-03,"C02",27.84917448
2013-11-03,"C03",25.3875449485714
2013-11-03,"C04",34.14405012
2013-11-03,"C05",33.38911608
2013-11-03,"C06",31.61713698
2013-11-03,"C07",31.65994194
2013-11-03,"C08",33.28326048
2013-11-03,"C09",29.3767282928571
2013-11-03,"C10",34.658889
2013-11-03,"C11",32.17508568
2013-11-03,"C12",33.03321522
2013-11-04,"C01",45.6067374
2013-11-04,"C02",43.84130832
2013-11-04,"C03",41.21482182
2013-11-04,"C04",50.33116614
2013-11-04,"C05",49.4093463
2013-11-04,"C06",48.67376322
2013-11-04,"C07",46.74769326
2013-11-04,"C08",50.09835288
2013-11-04,"C09",29.3397500571429
2013-11-04,"C10",52.33708224
2013-11-04,"C11",47.00334006
2013-11-04,"C12",47.55771006
2013-11-05,"C01",22.06199196
2013-11-05,"C02",20.88163098
2013-11-05,"C03",18.69954192
2013-11-05,"C04",26.34887856
2013-11-05,"C05",25.13233944
2013-11-05,"C06",24.2330601
2013-11-05,"C07",24.38416146
2013-11-05,"C08",25.95965442
2013-11-05,"C09",11.2524251614286
2013-11-05,"C10",27.04904952
2013-11-05,"C11",24.52078068
2013-11-05,"C12",25.6433529
2013-11-06,"C01",42.48382332
2013-11-06,"C02",41.288226
2013-11-06,"C03",38.85933966
2013-11-06,"C04",47.65186086
2013-11-06,"C05",45.6772512
2013-11-06,"C06",45.69797508
2013-11-06,"C07",43.73204688
2013-11-06,"C08",46.86936918
2013-11-06,"C09",33.4514852261538
2013-11-06,"C10",48.82915752
2013-11-06,"C11",44.09149314
2013-11-06,"C12",44.90284986
2013-11-07,"C01",41.9374164
2013-11-07,"C02",40.35136122
2013-11-07,"C03",38.24229612
2013-11-07,"C04",46.26695778
2013-11-07,"C05",44.58562152
2013-11-07,"C06",44.56623762
2013-11-07,"C07",42.36819924
2013-11-07,"C08",45.71095026
2013-11-07,"C09",36.9945569367033
2013-11-07,"C10",46.8682632
2013-11-07,"C11",42.95793414
2013-11-07,"C12",43.8513561
2013-11-08,"C01",36.11461962
2013-11-08,"C02",34.44702816
2013-11-08,"C03",32.8795641
2013-11-08,"C04",40.04010246
2013-11-08,"C05",38.2907787
2013-11-08,"C06",38.0764176
2013-11-08,"C07",36.51646158
2013-11-08,"C08",39.238722
2013-11-08,"C09",33.3899351314286
2013-11-08,"C10",40.46896824
2013-11-08,"C11",37.03683096
2013-11-08,"C12",38.09447424
2013-11-09,"C01",39.25301946
2013-11-09,"C02",37.88969544
2013-11-09,"C03",36.00503862
2013-11-09,"C04",44.3441838
2013-11-09,"C05",43.78479522
2013-11-09,"C06",43.07956176
2013-11-09,"C07",41.25867246
2013-11-09,"C08",43.70842644
2013-11-09,"C09",40.5721601657143
2013-11-09,"C10",45.9599301
2013-11-09,"C11",42.1114698
2013-11-09,"C12",42.20415792
2013-11-10,"C01",6.69262812
2013-11-10,"C02",6.2733258
2013-11-10,"C03",5.9376042
2013-11-10,"C04",7.7833746
2013-11-10,"C05",7.42382334
2013-11-10,"C06",7.24160946
2013-11-10,"C07",6.86583432
2013-11-10,"C08",7.43610846
2013-11-10,"C09",6.98968248
2013-11-10,"C10",7.75829754
2013-11-10,"C11",6.94081692
2013-11-10,"C12",7.22510772
2013-11-11,"C01",12.16980354
2013-11-11,"C02",11.25957624
2013-11-11,"C03",10.8723168
2013-11-11,"C04",14.05872342
2013-11-11,"C05",13.48632822
2013-11-11,"C06",13.10928036
2013-11-11,"C07",12.502761
2013-11-11,"C08",13.421544
2013-11-11,"C09",11.9617581
2013-11-11,"C10",14.18651268
2013-11-11,"C11",12.52855674
2013-11-11,"C12",13.03644684
2013-11-12,"C01",21.9723831
2013-11-12,"C02",20.56380744
2013-11-12,"C03",19.4462265
2013-11-12,"C04",26.15549844
2013-11-12,"C05",25.02375504
2013-11-12,"C06",24.5024196
2013-11-12,"C07",24.48036102
2013-11-12,"C08",25.97051886
2013-11-12,"C09",11.52525576
2013-11-12,"C10",27.90532188
2013-11-12,"C11",25.02636216
2013-11-12,"C12",25.17050868
2013-11-13,"C01",43.43664894
2013-11-13,"C02",41.81922396
2013-11-13,"C03",40.68246318
2013-11-13,"C04",49.19355192
2013-11-13,"C05",47.80904508
2013-11-13,"C06",46.9399989
2013-11-13,"C07",45.6082190485714
2013-11-13,"C08",48.9282705
2013-11-13,"C09",40.84000908
2013-11-13,"C10",51.3153573
2013-11-13,"C11",46.15882386
2013-11-13,"C12",46.64524176
2013-11-14,"C01",47.07332466
2013-11-14,"C02",45.94299804
2013-11-14,"C03",43.16965974
2013-11-14,"C04",53.70918432
2013-11-14,"C05",52.59790122
2013-11-14,"C06",51.28020654
2013-11-14,"C07",49.61569026
2013-11-14,"C08",53.25161868
2013-11-14,"C09",47.5835671542857
2013-11-14,"C10",55.70268366
2013-11-14,"C11",50.02101156
2013-11-14,"C12",50.64286752
2013-11-15,"C01",27.70994706
2013-11-15,"C02",26.5442445
2013-11-15,"C03",25.6606068
2013-11-15,"C04",30.9509457
2013-11-15,"C05",30.5598966
2013-11-15,"C06",30.24609702
2013-11-15,"C07",28.67599296
2013-11-15,"C08",30.45135126
2013-11-15,"C09",22.70541357
2013-11-15,"C10",32.36267052
2013-11-15,"C11",28.8778707
2013-11-15,"C12",29.357304
2013-11-16,"C01",15.62245782
2013-11-16,"C02",14.74143852
2013-11-16,"C03",14.11066926
2013-11-16,"C04",17.88566586
2013-11-16,"C05",16.89920118
2013-11-16,"C06",17.15872284
2013-11-16,"C07",15.78254724
2013-11-16,"C08",17.04417258
2013-11-16,"C09",14.8466794714286
2013-11-16,"C10",17.95106652
2013-11-16,"C11",16.11969876
2013-11-16,"C12",16.39182138
2013-11-17,"C01",8.60339286
2013-11-17,"C02",8.00242092
2013-11-17,"C03",7.60459362
2013-11-17,"C04",9.97949226
2013-11-17,"C05",9.55929942
2013-11-17,"C06",9.44361354
2013-11-17,"C07",8.86677108
2013-11-17,"C08",9.45946116
2013-11-17,"C09",8.5750632
2013-11-17,"C10",10.0824366
2013-11-17,"C11",8.96989356
2013-11-17,"C12",9.24211512
2013-11-18,"C01",7.79650818
2013-11-18,"C02",7.21907022
2013-11-18,"C03",6.8747814
2013-11-18,"C04",9.10694928
2013-11-18,"C05",8.68153644
2013-11-18,"C06",8.58358698
2013-11-18,"C07",8.05391232
2013-11-18,"C08",8.5429965
2013-11-18,"C09",8.05949106
2013-11-18,"C10",9.19482354
2013-11-18,"C11",8.13529656
2013-11-18,"C12",8.36860608
2013-11-19,"C01",36.22580742
2013-11-19,"C02",35.01154026
2013-11-19,"C03",32.0918535
2013-11-19,"C04",41.61387432
2013-11-19,"C05",40.7826477
2013-11-19,"C06",40.06948998
2013-11-19,"C07",39.3463413
2013-11-19,"C08",41.91992574
2013-11-19,"C09",36.6331612028571
2013-11-19,"C10",44.4285045
2013-11-19,"C11",39.50894136
2013-11-19,"C12",40.53214734
2013-11-20,"C01",46.57305636
2013-11-20,"C02",45.47572992
2013-11-20,"C03",43.02606612
2013-11-20,"C04",52.7108022
2013-11-20,"C05",51.68781648
2013-11-20,"C06",51.40745526
2013-11-20,"C07",49.10482524
2013-11-20,"C08",52.67277774
2013-11-20,"C09",46.50376548
2013-11-20,"C10",54.93198612
2013-11-20,"C11",49.71623112
2013-11-20,"C12",50.61556038
2013-11-21,"C01",33.32508852
2013-11-21,"C02",32.08463724
2013-11-21,"C03",30.70088466
2013-11-21,"C04",37.36410732
2013-11-21,"C05",37.10696556
2013-11-21,"C06",36.16728054
2013-11-21,"C07",35.23904778
2013-11-21,"C08",36.15423906
2013-11-21,"C09",29.7057606814286
2013-11-21,"C10",38.11449924
2013-11-21,"C11",33.88953762
2013-11-21,"C12",34.54956378
2013-11-22,"C01",14.14744902
2013-11-22,"C02",13.46016066
2013-11-22,"C03",13.08162222
2013-11-22,"C04",15.59533938
2013-11-22,"C05",15.35851752
2013-11-22,"C06",15.15620652
2013-11-22,"C07",14.31438264
2013-11-22,"C08",15.1420083
2013-11-22,"C09",10.61169468
2013-11-22,"C10",15.8963196
2013-11-22,"C11",14.27940312
2013-11-22,"C12",14.5571934
2013-11-23,"C01",24.47260464
2013-11-23,"C02",22.78924008
2013-11-23,"C03",21.55845522
2013-11-23,"C04",29.25644556
2013-11-23,"C05",27.30142314
2013-11-23,"C06",26.35799172
2013-11-23,"C07",25.7743779
2013-11-23,"C08",27.24352596
2013-11-23,"C09",19.34252943
2013-11-23,"C10",29.985264
2013-11-23,"C11",25.58358444
2013-11-23,"C12",27.37688766
2013-11-24,"C01",43.5424473
2013-11-24,"C02",42.48023886
2013-11-24,"C03",39.59270712
2013-11-24,"C04",50.39968674
2013-11-24,"C05",48.18351972
2013-11-24,"C06",48.28042356
2013-11-24,"C07",45.78899718
2013-11-24,"C08",47.8450779
2013-11-24,"C09",37.8302209457143
2013-11-24,"C10",51.68176188
2013-11-24,"C11",43.71838122
2013-11-24,"C12",46.28203974
2013-11-25,"C01",35.45760414
2013-11-25,"C02",34.13850144
2013-11-25,"C03",32.49762846
2013-11-25,"C04",39.05938314
2013-11-25,"C05",37.60485732
2013-11-25,"C06",37.5802104
2013-11-25,"C07",33.8431869
2013-11-25,"C08",37.8923478
2013-11-25,"C09",27.74372625
2013-11-25,"C10",40.29465168
2013-11-25,"C11",34.7985966
2013-11-25,"C12",35.73468786
2013-11-26,"C01",38.20673694
2013-11-26,"C02",38.31482268
2013-11-26,"C03",34.5130953
2013-11-26,"C04",46.245231
2013-11-26,"C05",44.22160086
2013-11-26,"C06",42.30180162
2013-11-26,"C07",41.31840612
2013-11-26,"C08",44.59714878
2013-11-26,"C09",26.5611572914286
2013-11-26,"C10",47.26313628
2013-11-26,"C11",41.23202346
2013-11-26,"C12",40.74020532
2013-11-27,"C01",47.2892454428572
2013-11-27,"C02",46.71217434
2013-11-27,"C03",42.35141508
2013-11-27,"C04",53.90237874
2013-11-27,"C05",52.7223408
2013-11-27,"C06",51.25924824
2013-11-27,"C07",49.20048492
2013-11-27,"C08",52.93373712
2013-11-27,"C09",40.8486670246154
2013-11-27,"C10",56.49152634
2013-11-27,"C11",50.2357902
2013-11-27,"C12",47.84919612
2013-11-28,"C01",43.04297736
2013-11-28,"C02",42.00210822
2013-11-28,"C03",39.53938026
2013-11-28,"C04",49.04983098
2013-11-28,"C05",47.0941317
2013-11-28,"C06",46.61123748
2013-11-28,"C07",43.38768882
2013-11-28,"C08",45.9850695
2013-11-28,"C09",35.6083018110989
2013-11-28,"C10",50.83986678
2013-11-28,"C11",45.52024956
2013-11-28,"C12",37.4480087828572
2013-11-29,"C01",9.12314298
2013-11-29,"C02",8.4533253
2013-11-29,"C03",7.93507824
2013-11-29,"C04",11.38085412
2013-11-29,"C05",10.54173336
2013-11-29,"C06",9.71686314
2013-11-29,"C07",10.02464064
2013-11-29,"C08",10.18368546
2013-11-29,"C09",4.84038394615385
2013-11-29,"C10",11.88526542
2013-11-29,"C11",10.67812926
2013-11-29,"C12",10.46422836
2013-11-30,"C01",27.74212068
2013-11-30,"C02",27.2655975
2013-11-30,"C03",23.83078386
2013-11-30,"C04",32.41771698
2013-11-30,"C05",31.96627662
2013-11-30,"C06",30.50591748
2013-11-30,"C07",28.11177024
2013-11-30,"C08",28.20282348
2013-11-30,"C09",10.5171652407692
2013-11-30,"C10",33.612915
2013-11-30,"C11",29.51135892
2013-11-30,"C12",28.7938872
2013-12-01,"C01",31.94370048
2013-12-01,"C02",31.67007318
2013-12-01,"C03",26.10057954
2013-12-01,"C04",37.81604892
2013-12-01,"C05",37.06920942
2013-12-01,"C06",35.71040478
2013-12-01,"C07",33.85955952
2013-12-01,"C08",33.0560322
2013-12-01,"C09",16.6349186785714
2013-12-01,"C10",39.27241596
2013-12-01,"C11",33.9134034
2013-12-01,"C12",33.76271784
2013-12-02,"C01",40.5779067
2013-12-02,"C02",39.16790232
2013-12-02,"C03",33.1936677
2013-12-02,"C04",47.86770624
2013-12-02,"C05",45.47735712
2013-12-02,"C06",44.7957087
2013-12-02,"C07",41.96113734
2013-12-02,"C08",37.29953976
2013-12-02,"C09",33.19895112
2013-12-02,"C10",49.47588834
2013-12-02,"C11",43.9369656
2013-12-02,"C12",41.72804376
2013-12-03,"C01",47.70632274
2013-12-03,"C02",46.2024762
2013-12-03,"C03",35.8530206314285
2013-12-03,"C04",54.78477522
2013-12-03,"C05",52.3144152
2013-12-03,"C06",52.66581294
2013-12-03,"C07",50.1758536542857
2013-12-03,"C08",39.4853294742857
2013-12-03,"C09",35.5299856928571
2013-12-03,"C10",57.6220251
2013-12-03,"C11",49.4309344114286
2013-12-03,"C12",45.5492128371429
2013-12-04,"C01",28.78328808
2013-12-04,"C02",32.04340392
2013-12-04,"C03",26.6353734257143
2013-12-04,"C04",38.94413022
2013-12-04,"C05",37.50460176
2013-12-04,"C06",37.84852806
2013-12-04,"C07",35.70910428
2013-12-04,"C08",23.07802596
2013-12-04,"C09",20.9617782323077
2013-12-04,"C10",40.31880588
2013-12-04,"C11",33.994269
2013-12-04,"C12",33.19399398
2013-12-05,"C01",41.26257258
2013-12-05,"C02",39.53558016
2013-12-05,"C03",36.77559504
2013-12-05,"C04",47.15060538
2013-12-05,"C05",43.91291634
2013-12-05,"C06",44.97040926
2013-12-05,"C07",42.58666458
2013-12-05,"C08",36.82758546
2013-12-05,"C09",13.7995345954945
2013-12-05,"C10",49.36034616
2013-12-05,"C11",40.80790326
2013-12-05,"C12",40.46095644
2013-12-06,"C01",47.33170692
2013-12-06,"C02",45.64764192
2013-12-06,"C03",41.9823907457143
2013-12-06,"C04",55.47111516
2013-12-06,"C05",53.18366196
2013-12-06,"C06",53.51452884
2013-12-06,"C07",49.31703654
2013-12-06,"C08",45.27867498
2013-12-06,"C09",18.8211266571428
2013-12-06,"C10",58.38550092
2013-12-06,"C11",47.78879604
2013-12-06,"C12",47.39405712
2013-12-07,"C01",37.75348224
2013-12-07,"C02",37.68682374
2013-12-07,"C03",35.84891778
2013-12-07,"C04",48.74475282
2013-12-07,"C05",46.2409750114286
2013-12-07,"C06",46.60085964
2013-12-07,"C07",43.58490294
2013-12-07,"C08",34.64875332
2013-12-07,"C09",20.4778195757143
2013-12-07,"C10",50.8880069571428
