"chamber","id","licor","Obs","FTime","O2","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","datetime","xsi","DELTA","CiCa","a_prime","Rd","Gstar","rd_term","f_term","TleafminusTair","TblockminusTair","CO2Rdry","CO2Sdry","t","t2","t3","Di","DiminusDo","rd_term2","f_term2","gm","gm_bar","delta_i","delta_gm","delta_e","delta_f","campaign","leaf","light","Month","temp","drydown","leaflight"
"ch01","6-ch01-sun-high","H3",267,15054.2,21,0,8.9134963786,0.0508698668,109.08069002,0.6651082322,1.3171436338,22.618961336,6,1.420000017,1,2.840000033,19.331386184,22.618961336,17.161330032,419.17404784,399.13760984,12.799284172,14.230464744,57.460896302,63.886009982,274.86821288,1500.1979494,1263.4353272,101.0648834,2.046652794,-0.028082252,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.458113688,0.0006651082,295.76896134,292.48138618,240.03166652,2.075796554,2.7553438902,27.263118456,13.03265371,20.97517376,2.4921265928,0.0499747104,1.4382002566,1.0539263366,0.0313134034,11.024227576,0.2732908356,52.04306601,394.90056058,0.0117469376,2014-04-23 13:13:14,20.4599332593347,8.59173899330427,0.260227680082037,4.37808852864485,0.727839752410582,38.887580391292,0.0925096114879526,1.57834988938142,3.287575152,-2.170056152,424.608735710269,404.89951815801,0.0106666804369419,1.01078168522784,1.02156337045568,10.9830412205707,2.39130222726638,0.929053758967726,-0.556786518925746,0.301393913007151,0.298218236510775,10.9830412205707,1.73670982363874,0.0899871371042512,1.53531277031406,6,"sun","high","Apr","ambient","drought","sun-high"
"ch01","5-ch01-shade-low","H3",129,12435.5,21,0,9.294869059,0.082234043,203.8879995,1.1530416482,1.432027068,26.436769104,6,1.420000017,1,2.840000033,25.662900924,26.436769104,24.488737486,419.5751282,396.1339905,17.188825988,19.905353164,53.013539124,61.390919494,249.60299988,349.8587158,354.90009766,102.0053177,1.296955943,-0.309767365,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.4160049998,0.0011530418,299.5867691,298.81290094,55.977393282,-0.0449561484,3.4624789038,33.944102696,14.038749532,26.049835014,3.3842968356,0.0799197914,2.030451836,1.353845,0.0501527598,20.79765829,0.51469189,58.693575662,391.7156549,0.0139273112,2014-03-19 11:53:03,17.7651660750959,9.38134493440689,0.485939193714104,4.36552592142221,0.728112540665862,38.8916990444539,0.168603327856208,1.59048589525204,0.773868180000001,-1.174163438,426.913266041964,404.179322659116,0.0115454791124346,1.01168033416658,1.02336066833316,16.6917988310069,7.31045389660001,0.854757340476954,-0.567125226918874,0.0916168470241265,0.0898157557761585,16.6917988310069,5.99562691012714,0.162902307718109,1.53670645783828,5,"shade","low","Mar","ambient","drought","shade-low"
"ch01","5-ch01-shade-high","H3",162,13880.8,21,0,16.417194028,0.1532433814,198.4624059,2.3120022876,1.5788617986,26.574480056,6,1.420000017,1,2.840000033,24.092214966,26.574480056,22.294322206,419.75960082,385.16179196,14.209916306,18.744940568,48.128821564,63.487833404,300.15234378,1549.2775636,295.9603943,101.99299468,1.538197398,-0.257929444,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5002539062,0.0023120022,299.72448006,297.24221496,247.8844046,1.3888341624,3.4907144174,34.225041054,15.480100488,25.33334751,3.243555477,0.1453978652,1.9118526184,1.3317028584,0.091547408,20.241775196,0.5152696768,55.918216266,377.35784424,0.024327819,2014-03-19 12:17:09,11.9168369298765,11.1886955671229,0.472800158739202,4.33730069590996,0.728122252354174,38.8918456545373,0.09803944424153,1.63580062393348,2.48226509,-1.79789276,425.81032997112,392.519547550615,0.0126821184097913,1.0128450204805,1.025690040961,16.3794419848812,5.19074641775823,0.927650596719473,-0.610110582972473,0.241897314942221,0.237170519113756,16.3794419848812,4.05076231304888,0.0922697916181277,1.53953323447348,5,"shade","high","Mar","ambient","drought","shade-high"
"ch01","5-ch01-shade-high","H3",170,14003.7,21,0,16.493456124,0.1527995288,197.34024048,2.2131015574,1.5164830224,26.099042128,6,1.420000017,1,2.840000033,23.13495407,26.099042128,21.117024992,419.73691408,385.06276244,14.066823578,18.409392548,50.469098662,66.04865265,300.14814454,1549.1587156,274.61931764,101.99362488,1.538197398,-0.257929444,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5002469074,0.0022131016,299.24904212,296.28495408,247.86538898,1.3786480208,3.3941236516,33.277803294,14.868410748,24.6169981,3.1078471098,0.1449982302,1.8776406294,1.2302064806,0.0912939244,20.127446508,0.512488521,56.477205592,377.22256332,0.0246937348,2014-03-19 12:19:12,11.8613472640652,11.1156724736957,0.470152216448582,4.33735275577373,0.728088686104104,38.89133892405,0.096939852310886,1.63619999653377,2.964088058,-2.017929078,425.72551986053,392.284481449492,0.0121733213581669,1.01232333730337,1.02464667460673,16.2969147075422,5.18124223384643,0.927706822295846,-0.611553321927034,0.243250950155096,0.238496229976424,16.2969147075422,4.0432012771936,0.0911235950824632,1.53803025694653,5,"shade","high","Mar","ambient","drought","shade-high"
"ch01","5-ch01-shade-high","H3",178,14126.7,21,0,16.429072164,0.1563345742,202.22570036,2.1993020432,1.4752541024,25.806581116,6,1.420000017,1,2.840000033,23.117960738,25.806581116,21.617525864,419.75421144,385.21817016,13.925763892,18.242062378,50.015543366,65.517095948,300.14355466,1549.560376,231.65870972,101.99397734,1.538197398,-0.257929444,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5002392578,0.0021993022,298.95658112,296.26796074,247.92965458,1.4248185478,3.3358346,32.706192686,14.464130306,24.462270926,3.0791798092,0.1481777172,1.8605804972,1.218599312,0.093310928,20.62580259,0.5249639854,56.98739172,377.4085761,0.0248073594,2014-03-19 12:21:14,11.7494056906985,9.97754702452131,0.481771700791872,4.33598429977582,0.72806798588738,38.8910264163582,0.100260791462511,1.63552676573724,2.688620378,-1.500434874,425.682160702986,392.375916097068,0.0118359029841059,1.0119776695185,1.02395533903701,16.5800124004986,6.60246537597728,0.923694547574494,-0.611571426700235,0.187193129848946,0.183533513184737,16.5800124004986,5.22984814564689,0.0942158228006291,1.53691685152918,5,"shade","high","Mar","ambient","drought","shade-high"
"ch01","5-ch01-sun-high","H3",101,9799,21,0,13.163610544,0.1174966538,198.93336078,1.8342569202,1.6121933698,27.213540648,6,1.420000017,1,2.840000033,24.645517728,27.213540648,22.770842742,419.96445312,392.21360476,16.13249817,19.726676176,52.865662384,64.639897154,300.16452634,1549.9837158,1560.6956054,101.99976654,1.805165172,-0.272108674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5002742106,0.001834257,300.36354064,297.79551772,247.997389,1.624081698,3.6243097744,35.53253065,15.80585447,25.929529192,3.3602730992,0.1128281202,2.0121164046,1.3481566944,0.0709226598,20.291154982,0.5072062434,56.07202441,385.95625472,0.0191246912,2014-03-19 11:09:07,14.9467483014806,9.06928795636234,0.473690950036567,4.35143825945827,0.728167205491712,38.8925242601057,0.11918289061717,1.60641774116748,2.56802292,-1.874674986,426.850619965456,400.106373628524,0.0129876585363218,1.01315855738649,1.02631711477298,16.4188938269528,7.34960587059049,0.907134224155806,-0.580100626394501,0.131982943466535,0.129395338777346,16.4188938269528,5.93664066084648,0.114236689096604,1.53974990123776,5,"sun","high","Mar","ambient","drought","sun-high"
"ch01","5-ch01-shade-low","H3",137,12559.5,21,0,9.5127217024,0.0804386326,195.2522922,1.0909825444,1.3850902804,26.065957644,6,1.420000017,1,2.840000033,24.902127836,26.065957644,23.491783906,419.53231812,395.6274231,17.058817672,19.62991295,55.046981048,63.343320466,249.59773864,350.01119386,257.0257782,102.0066986,1.296955943,-0.309767365,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.415996231,0.0010909826,299.21595764,298.05212782,56.001789764,-0.0646771476,3.3874728964,33.20833766,13.578424712,25.48404274,3.2726301382,0.0782230734,2.0023826158,1.2702475226,0.049083762,19.917041778,0.4935253196,59.159058214,391.10553078,0.01438918,2014-03-19 11:55:07,17.2579916205827,11.3443256676987,0.465404651243463,4.36614929981812,0.728086346404388,38.8913036023162,0.156575262294976,1.59250618529108,1.163829808,-1.41034393,426.813247488908,403.54905593914,0.0111620003482246,1.01128799697438,1.02257599394877,16.1619077734127,4.81758210571403,0.866000731653791,-0.569930191342318,0.145756258877502,0.142888909138269,16.1619077734127,3.85566077641904,0.150987052266265,1.5356692437143,5,"shade","low","Mar","ambient","drought","shade-low"
"ch01","5-ch01-shade-low","H3",145,12683.5,21,0,9.5448603674,0.0808495848,195.60223652,1.0782798076,1.3626054398,25.88497772,6,1.420000017,1,2.840000033,24.751934052,25.88497772,23.483146286,419.53081056,395.5593933,16.953964616,19.495635224,55.202801514,63.478589632,249.58183594,349.88138428,242.01726684,102.01030732,1.296955943,-0.309767365,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.4159697268,0.0010782798,299.03497774,297.90193402,55.981020232,-0.0538756514,3.351361185,32.85316231,13.357527084,25.318455888,3.240550656,0.0786116504,1.9887557452,1.2517949108,0.0493285614,19.953444076,0.4944952804,59.404596454,391.02222382,0.014500675,2014-03-19 11:57:11,17.2804037028798,12.4962800812409,0.466240456234681,4.3659639378275,0.728073538666845,38.8911102463618,0.156459288000864,1.59277215169867,1.133043668,-1.268787766,426.766189434986,403.424408406756,0.0109772868660515,1.01109912514675,1.0221982502935,16.1773552212165,3.68107513997557,0.865738962292635,-0.570573901405171,0.195269600528325,0.19142144128218,16.1773552212165,2.88684140259742,0.150794091039185,1.53509984556878,5,"shade","low","Mar","ambient","drought","shade-low"
"ch01","5-ch01-shade-low","H3",153,12807.2,21,0,9.5919500612,0.081927688,196.948402,1.100177753,1.3723701488,25.929528808,6,1.420000017,1,2.840000033,24.76230545,25.929528808,23.484584428,419.53014526,395.42475588,16.894148254,19.487489698,54.97175293,63.41019745,249.57870482,349.51991578,249.7913025,102.00615084,1.296955943,-0.309767365,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.4159645084,0.0011001776,299.07952882,297.91230544,55.923185274,-0.070660218,3.3602139628,32.941287716,13.453798016,25.34591713,3.2458470976,0.0796304892,1.987843814,1.2580032836,0.0499704696,20.089948442,0.4980681052,59.23478925,390.8652022,0.0145363952,2014-03-19 11:59:15,17.4173434133416,10.3925133303765,0.469449941142949,4.36554082949279,0.728076692912525,38.8911578656297,0.157137312894569,1.59331642254184,1.167223358,-1.277721022,426.739546423117,403.283743680342,0.0110563361996144,1.01117994543504,1.02235989087008,16.2604891671447,5.86797583676823,0.865222577975506,-0.570956531671762,0.119274806712482,0.116929033916365,16.2604891671447,4.75067550750316,0.151420197382488,1.5353469061541,5,"shade","low","Mar","ambient","drought","shade-low"
"ch01","5-ch01-sun-high","H3",109,9923,21,0,13.01241893,0.1106012494,191.16835178,1.6246761978,1.5136904448,26.945622634,6,1.420000017,1,2.840000033,24.02981453,26.945622634,21.996583558,420.07296754,392.78552246,16.95513115,20.137457656,57.644436644,68.46262665,300.15046388,1549.6745116,1563.6468016,102.00208434,1.805165172,-0.272108674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500250773,0.001624676,300.09562262,297.17981452,247.94791632,1.6876700612,3.5677531208,34.977257234,14.839799576,25.487718584,3.273331577,0.1064551874,2.0540626762,1.2192689008,0.066894968,19.499570126,0.4866993928,58.00702227,386.6000417,0.0195239376,2014-03-19 11:11:11,14.8184336105756,10.2331140189886,0.455083679627151,4.35398099721017,0.728148382431377,38.8922401137737,0.114478517964355,1.60406698774723,2.915808104,-2.033230972,427.318203726973,400.85777901091,0.0121963583799894,1.01234694616026,1.02469389232052,15.9251716598254,5.69205764083679,0.910215374356162,-0.579373095426714,0.170357707006936,0.167013946929838,15.9251716598254,4.53709260824043,0.109685415095603,1.5369062818143,5,"sun","high","Mar","ambient","drought","sun-high"
