"chamber","id","licor","Obs","FTime","O2","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","datetime","xsi","DELTA","CiCa","a_prime","Rd","Gstar","rd_term","f_term","TleafminusTair","TblockminusTair","CO2Rdry","CO2Sdry","t","t2","t3","Di","DiminusDo","rd_term2","f_term2","gm","gm_bar","campaign","leaf","light","Month","temp","drydown","leaflight"
"ch01","1-ch01-sun-high","H4",30,10646,21,0,10.5082298,0.073061489,136.4481836,1.190658813,1.665029435,23.24264908,6,1.420000017,1,2.840000033,19.30785751,23.24264908,17.56133461,400.4829407,378.5022888,9.411063194,11.77109909,42.55102921,53.2216568,299.1420898,1075.033691,9.662643433,101.6363297,0.654617548,0.164705306,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.49857015,0.001190659,296.3926491,292.4578575,172.0053868,0.905135051,2.861400743,28.1533262,16.38222711,21.2752533,2.538465394,0.071229059,1.196371308,1.342094086,0.044679246,13.86809257,0.360495003,42.1145922,373.5071796,0.011848495,2013-10-26 11:57:54,18.7178499390846,9.45002119129585,0.340709103267929,4.36904549999758,0.640653751026243,35.1431454624268,0.461398080075649,1.50413609993291,3.93479157,-1.7465229,404.287717962301,383.010746246604,0.0133827331769315,1.01356426004992,1.02712852009984,13.0681524695212,3.61813127822536,0.565730440024196,-0.47700757983307,0.205833845533573,0.202519951420061,1,"sun","high","Oct","ambient","control","sun-high"
"ch01","1-ch01-sun-high","H4",31,10726.5,21,0,10.67817562,0.074719228,137.5666708,1.222587906,1.672417732,23.31034279,6,1.420000017,1,2.840000033,19.34049225,23.31034279,17.58908463,400.6269836,378.2793579,9.391288757,11.81476688,42.3718071,53.30610657,299.1097717,1074.228271,9.732394218,101.6275864,0.654617548,0.164705306,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498516286,0.001222588,296.4603428,292.4904922,171.8765196,0.881958185,2.873123974,28.27110312,16.45633624,21.32541752,2.546285015,0.072803791,1.200706242,1.345578773,0.045670668,13.98056872,0.363664228,42.1231397,373.2034646,0.012052361,2013-10-26 11:59:15,18.3812435849342,8.96881508068013,0.343378445365406,4.36836959430046,0.643416246999493,35.2229649736883,0.461269010497448,1.50844084049808,3.96985054,-1.75140762,404.425056082234,382.802075179425,0.0134432960542085,1.01362648087073,1.02725296174146,13.1368105886671,4.16799550798696,0.565983951244014,-0.481187878756618,0.181057902828681,0.178158223807508,1,"sun","high","Oct","ambient","control","sun-high"
"ch01","2-ch01-shade-low","H4",7,3773,21,0,11.98950984,0.1270605,213.6238496,1.260902267,1.016255959,23.90903854,6,1.420000017,1,2.840000033,24.10756874,23.90903854,24.0525589,400.1547546,375.2385559,17.05606651,19.52772331,56.86106491,65.10101318,300.1095581,325.6642456,155.819519,100.4926605,-0.146133423,-0.041882515,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500182597,0.001260902,297.0590385,297.2575687,52.10627813,-0.014886147,2.978648828,29.64046143,10.11273812,24.00830364,2.996468697,0.1216193,1.96239287,1.034075827,0.076482884,21.467629,0.569301438,66.51996488,369.5393171,0.021582055,2013-12-09 09:39:40,16.272439557817,13.8835255656058,0.53385308344903,4.34710346356642,0.668315627947698,35.9352242446368,0.750059886874389,1.55141475631906,-0.1985302,-0.0550098400000003,407.098249418181,382.712050938122,0.00827886890099551,1.00834798073912,1.01669596147825,17.7835270757667,3.90000151016092,0.266636074603857,-0.534718794840818,0.199645995830484,0.19866724080858,2,"shade","low","Dec","ambient","control","shade-low"
"ch01","2-ch01-sun-high","H4",15,6572,21,0,17.40381921,0.173227418,188.6356607,1.997108286,1.198410178,24.26827621,6,1.420000017,1,2.840000033,21.46822929,24.26827621,19.86077309,399.3851013,363.1348267,14.45501328,18.37499237,56.5094223,71.83392334,300.0645752,949.7423096,352.91922,100.4174957,0.551315308,0.002163887,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500107625,0.001997108,297.4182762,294.6182293,151.9587661,0.386451403,3.043580896,30.30926906,11.93427669,22.86825275,2.797315181,0.163268748,1.845170718,0.952144463,0.102893282,18.94232066,0.519464526,61.9627144,354.8618845,0.030388946,2013-12-09 10:26:19,10.7622591299831,9.20056133170111,0.472315216781974,4.32888554378535,0.683666100456814,36.3680914601002,0.475473833757094,1.62243618164543,2.80004692,-1.6074562,405.24289269554,369.932330449425,0.00974676626209979,1.00984270076585,1.0196854015317,16.2735455961871,7.072984264486,0.54421156777461,-0.602750780113726,0.178622459957482,0.177879819360484,2,"sun","high","Dec","ambient","control","sun-high"
"ch01","3-ch01-shade-high","H2",24,7343.5,21,0,20.90673202,0.323170991,254.7815095,4.040917005,1.378123463,26.02764893,6,1.420000017,1,2.840000033,23.71224785,26.02764893,22.26212883,420.0283508,375.2915955,11.78928471,19.69257736,40.70961761,68.00050354,300.7359924,1698.928467,233.7579498,101.6453781,-0.268632412,0.06363599,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501226654,0.004040917,299.1776489,296.8622478,271.8285486,0.795177302,3.379782935,33.25072913,13.55815176,24.86994839,3.155107135,0.290153652,2.001659472,1.153447664,0.184049064,25.89736287,0.678889462,62.39493119,365.3535363,0.035704434,2014-01-28 11:42:31,9.56448055231023,11.4453616657693,0.606581696246776,4.27630007333992,0.76348981571251,38.548537153673,0.60899569888695,1.6640028963545,2.31540108,-1.45011902,425.039259644881,382.830515033057,0.0110247699458141,1.01114767044793,1.02229534089587,19.684192896583,8.23883123081361,0.413299642008919,-0.641707555458634,0.175836022796637,0.17298968834928,3,"shade","high","Jan","ambient","control","shade-high"
"ch01","3-ch01-shade-high","H2",26,7504.5,21,0,20.93189493,0.330256114,256.9801702,4.041124513,1.35169449,25.9098835,6,1.420000017,1,2.840000033,23.63383484,25.9098835,22.27518082,420.0774231,375.292511,11.81989765,19.72296143,41.00574112,68.42315674,300.750824,1698.828247,236.8682098,101.6385193,-0.268632412,0.06363599,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501251373,0.004041125,299.0598835,296.7838348,271.8125135,0.800621898,3.356307085,33.02199903,13.2990376,24.77185917,3.136685217,0.295852238,2.004612595,1.132072622,0.187718721,26.11908398,0.684746332,62.94489873,365.3424906,0.036063585,2014-01-28 11:45:12,9.40725278044916,11.6284427877309,0.611744778625786,4.27385060172861,0.75789785849567,38.3994107717448,0.610546244227223,1.65756159867061,2.27604866,-1.35865402,425.10208625028,382.84331493418,0.0108097787312102,1.01092790698774,1.02185581397549,19.8058117797843,8.17736899205341,0.411309569748263,-0.635705784695121,0.177401797528363,0.17454189489394,3,"shade","high","Jan","ambient","control","shade-high"
"ch01","3-ch01-shade-high","H2",27,7585,21,0,20.91908281,0.333386091,258.0181912,4.052197522,1.343962445,25.88894653,6,1.420000017,1,2.840000033,23.62276459,25.88894653,22.27613831,420.0539856,375.2821655,11.83351135,19.7586956,41.07915878,68.5908432,300.7221985,1698.619263,242.5224457,101.6355515,-0.268632412,0.06363599,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501203664,0.004052198,299.0389465,296.7727646,271.779076,0.79585065,3.352148369,32.98204537,13.22334976,24.75585556,3.133688552,0.298361583,2.008185924,1.125502628,0.189335318,26.22382115,0.687531183,63.14761959,365.3382354,0.036158008,2014-01-28 11:46:33,9.34294370808555,11.5927745633405,0.61425007271732,4.27280070252574,0.756907527933669,38.3729464759888,0.613124979086766,1.65646489510842,2.26618194,-1.34662628,425.084224596468,382.846717247554,0.0107468374030955,1.01086358660192,1.02172717320384,19.8664220001454,8.27364743680497,0.408602194117075,-0.634737721904579,0.175236183295562,0.172416227106872,3,"shade","high","Jan","ambient","control","shade-high"
"ch01","3-ch01-shade-low","H2",15,5571.5,21,0,12.37760502,0.207665834,285.8560113,2.176641951,1.111792671,26.03130722,6,1.420000017,1,2.840000033,25.81824875,26.03130722,25.20382309,419.6448669,393.2433472,18.06914711,22.31474113,55.03293228,67.96367645,300.7453003,274.2704468,168.188385,101.6691971,-0.796861172,-0.062891796,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501242167,0.002176642,299.1813072,298.9682487,43.8832705,-0.645499423,3.380514485,33.25013457,10.93539344,25.92477798,3.359268324,0.193515628,2.268721814,1.09054651,0.122143668,29.06275115,0.726918874,68.47692773,387.3596265,0.021880968,2014-01-28 11:12:59,16.6052333385689,18.0498422096025,0.681185530545566,4.31781543907358,0.763664113806561,38.5531770250268,1.09636215865175,1.58823149139708,0.21305847,-0.614425659999998,427.36702453631,402.218754586223,0.00894864353189951,1.00902944481484,1.01805888962968,21.5001343708709,3.45029216126849,-0.0783032690220713,-0.5701726017674,0.199019636310561,0.195752147147192,3,"shade","low","Jan","ambient","control","shade-low"
"ch01","3-ch01-shade-low","H2",17,5732.5,21,0,12.37664252,0.212911743,288.1046535,2.227347965,1.111303493,26.13495255,6,1.420000017,1,2.840000033,25.85119057,26.13495255,25.20577812,419.588623,393.1511841,18.18127441,22.52458763,55.26496506,68.46717834,300.7627258,274.1429138,180.3267517,101.6664352,-0.796861172,-0.062891796,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.50127121,0.002227348,299.2849525,299.0011906,43.86286523,-0.681767224,3.401298023,33.45546654,10.93087891,25.99307156,3.372875312,0.198063162,2.28999453,1.082880782,0.125043058,29.2905731,0.732808816,68.73046933,387.267921,0.021965477,2014-01-28 11:15:40,16.4392505572334,18.7225222454364,0.686635999422701,4.31599061292558,0.768617048133049,38.6848171440294,1.11284198820041,1.59402810694288,0.283761980000001,-0.645412449999998,427.358545996216,402.210816890791,0.00894476356259881,1.00902549447673,1.01805098895346,21.6365661399913,2.9140438945549,-0.0947909992469542,-0.575977117989427,0.227490719799195,0.223761873180338,3,"shade","low","Jan","ambient","control","shade-low"
"ch01","2-ch01-shade-high","H4",10,4893,21,0,17.87855225,0.193676579,200.5528053,2.143214012,1.159873481,23.71801758,6,1.420000017,1,2.840000033,20.83203316,23.71801758,19.1938839,399.4459839,362.1478577,13.55178642,17.76080894,55.12679672,72.2485199,300.0908813,950.3114624,223.5871277,100.4877777,0.279922485,0.029644966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500151469,0.002143214,296.8680176,293.9820332,152.0498306,0.302249731,2.944617702,29.30324234,11.54243339,22.27502537,2.69834221,0.181311841,1.784744221,0.913597988,0.114369506,20.15310572,0.553787082,62.23645486,353.6492502,0.031463313,2013-12-09 09:58:20,10.4799282807553,11.2683757163636,0.502077410672397,4.32111199531998,0.6602792442699,35.7067320171084,0.486361544864189,1.59727317552252,2.88598442,-1.63814926,404.933556978463,368.696200473514,0.00941017914240091,1.00949957181496,1.01899914362991,17.0088954491301,5.74051973276654,0.532637598765723,-0.578274031892607,0.227192903578458,0.226090086554335,2,"shade","high","Dec","ambient","control","shade-high"
"ch01","2-ch01-shade-high","H4",11,4973.5,21,0,17.93550339,0.201475826,205.5918656,2.195426833,1.144880021,23.75841331,6,1.420000017,1,2.840000033,21.42043304,23.75841331,20.53732872,399.3702087,361.9246216,13.67146873,17.98168945,53.63947678,70.55046082,300.1167908,950.5422974,233.3254089,100.485878,0.279922485,0.029644966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500194651,0.002195427,296.9084133,294.570433,152.0867642,0.346620226,2.951785873,29.37513143,11.39344198,22.58942318,2.750407113,0.188129506,1.806905852,0.94350126,0.118711359,20.65907912,0.568051614,62.90492914,353.3989423,0.031925154,2013-12-09 09:59:41,10.3924153590426,11.270405878622,0.514790189957401,4.3181968048334,0.661971483586717,35.7549549346096,0.501095505939144,1.60041686962332,2.33798027,-0.883104319999998,404.90586659373,368.551805716633,0.00928684136340949,1.00937389524147,1.01874779048295,17.3236716203924,6.05326574177047,0.517652284543805,-0.581669079140367,0.215664605413264,0.214621805278214,2,"shade","high","Dec","ambient","control","shade-high"
"ch01","2-ch01-shade-high","H4",12,5054,21,0,18.03090279,0.203762851,206.1566139,2.233343222,1.152139749,23.90213585,6,1.420000017,1,2.840000033,21.90577126,23.90213585,21.14842224,399.3912048,361.7233582,13.78080082,18.16522408,52.48534775,69.18379211,300.0769653,950.9630127,261.3084717,100.4817429,0.279922485,0.029644966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500128276,0.002233343,297.0521358,295.0557713,152.1540786,0.371848228,2.977413124,29.63138416,11.46616009,22.90395355,2.803371454,0.190122071,1.825273375,0.978098079,0.119980902,20.71497586,0.56992895,63.01049473,353.1523305,0.032171276,2013-12-09 10:01:01,10.3178380623608,11.6467863863951,0.516177150178446,4.3173567486557,0.668023711827966,35.9269472295763,0.504376859283759,1.60901012313762,1.99636459,-0.757349020000003,404.9720438743,368.41571216609,0.00934725995572014,1.00943545561213,1.01887091122425,17.3601635810434,5.71337719464826,0.514494051940496,-0.590139211913369,0.229226622641455,0.228127633961906,2,"shade","high","Dec","ambient","control","shade-high"
"ch01","2-ch01-shade-high","H4",13,5134.5,21,0,18.09340339,0.205485416,206.5420094,2.238263495,1.145493974,23.93312263,6,1.420000017,1,2.840000033,21.91727066,23.93312263,21.13184357,399.206543,361.4091492,13.89354706,18.28736496,52.87542725,69.59721375,300.0577087,951.135376,229.2925415,100.477562,0.279922485,0.029644966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500096181,0.002238263,297.0831226,295.0672707,152.1816568,0.366942556,2.98296382,29.68786027,11.40049531,22.92519665,2.806980567,0.191620876,1.837469846,0.969510721,0.12093602,20.75283755,0.571490816,63.30969605,352.8084117,0.032467703,2013-12-09 10:02:22,10.2783816548106,11.8884145420432,0.51738132308117,4.31669565108091,0.669335041742786,35.964115395197,0.50511724787601,1.61207504207309,2.01585197,-0.785427089999999,404.831082698827,368.141486928376,0.00929386214832785,1.0093810483182,1.01876209663641,17.3884276124968,5.50001307045359,0.513644848760398,-0.593312945436686,0.238847365121833,0.237712142261008,2,"shade","high","Dec","ambient","control","shade-high"
"ch01","2-ch01-shade-low","H4",5,3612,21,0,11.84854567,0.120435229,207.5583277,1.200752695,1.01884242,23.88595963,6,1.420000017,1,2.840000033,24.09692955,23.88595963,24.05251884,400.0923767,375.5031128,17.10609436,19.45994759,57.06703949,64.91964722,300.1171265,325.8558655,150.9945068,100.4975281,-0.146133423,-0.041882515,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500195211,0.001200753,297.0359596,297.2469296,52.13693731,0.018614378,2.974519049,29.59793247,10.13798488,23.99144459,2.993435639,0.115535732,1.955676629,1.03775901,0.072634598,20.85909886,0.552747289,66.31483713,369.8708816,0.021243478,2013-12-09 09:36:59,16.5775967294395,13.0144343467939,0.518776012209882,4.34969568840754,0.667340062615316,35.9075562865897,0.731204879709314,1.54912806848709,-0.21096992,-0.0444107099999975,407.055506605756,382.955404908833,0.00830166089595681,1.00837115538931,1.01674231077861,17.4070843438408,4.39264999704688,0.285537431069298,-0.532385757708477,0.177026553489214,0.176150156960143,2,"shade","low","Dec","ambient","control","shade-low"
"ch01","2-ch01-shade-low","H4",6,3692.5,21,0,11.98190104,0.123672677,209.7417629,1.227209541,1.015100709,23.88269234,6,1.420000017,1,2.840000033,24.10107994,23.88269234,24.05142975,400.2294617,375.3540649,17.08624077,19.49188232,56.98509979,65.00826263,300.1167603,325.7850037,150.5019226,100.4948654,-0.146133423,-0.041882515,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5001946,0.00122721,297.0326923,297.2510799,52.12559942,0.005631537,2.9739348,29.59290296,10.10102063,23.99188614,2.993515043,0.118511874,1.958834091,1.034680952,0.07451692,21.07797024,0.558783779,66.46815946,369.658443,0.021544616,2013-12-09 09:38:20,16.4574542105779,10.7542911118961,0.524053781570973,4.34841305418241,0.667202054339919,35.9036406976631,0.732862999906228,1.54957421190337,-0.218387600000003,-0.0496501900000013,407.186752593161,382.815866724421,0.00827024221470977,1.00833920949713,1.01667841899426,17.5379006002722,6.78360948837608,0.283815419088032,-0.532895792909106,0.118218385062489,0.117636243993108,2,"shade","low","Dec","ambient","control","shade-low"
