"chamber","id","licor","Obs","FTime","O2","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","datetime","xsi","DELTA","CiCa","a_prime","Rd","Gstar","rd_term","f_term","TleafminusTair","TblockminusTair","CO2Rdry","CO2Sdry","t","t2","t3","Di","DiminusDo","rd_term2","f_term2","gm","gm_bar","campaign","leaf","light","Month","temp","drydown","leaflight"
"ch01","3-ch01-sun-high","H2",1,1929,21,0,16.22919969,0.159267795,205.7488215,2.822229036,1.849017953,27.34593201,6,1.420000017,1,2.840000033,24.0011692,27.34593201,22.17542648,420.0509949,385.3983154,12.21551991,17.7627449,41.40917969,60.21361923,299.8362427,1700.086426,15.84906387,101.5332489,0.114180505,0.136525333,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499727071,0.002822229,300.495932,297.1511692,272.013822,1.288282327,3.652527152,35.97370509,18.21096018,25.67355061,3.309624845,0.150810321,1.803509199,1.506115646,0.094981487,20.8903463,0.533860199,50.74173426,377.6837312,0.021803898,2014-01-28 12:24:52,13.0157284567679,9.35124543444165,0.489818674394479,4.33558636849575,0.828648676208835,40.2495818849117,0.625826050296651,1.69186838779724,3.34476281,-1.82574272,425.24559088206,392.367845343805,0.0149211448634051,1.0151471577992,1.03029431559839,16.8805042134584,7.52925877901675,0.404468265301741,-0.661574072198845,0.143438888061118,0.141272824040518,3,"sun","high","Jan","ambient","control","sun-high"
"ch01","3-ch01-sun-high","H2",3,2090,21,0,16.48921628,0.156687682,200.1390427,2.72129588,1.811042787,27.14042091,6,1.420000017,1,2.840000033,23.12797356,27.14042091,21.15558434,420.0733948,384.9851074,12.35845947,17.70689583,44.15507889,63.26430511,299.8757019,1699.555664,11.74138927,101.527771,0.114180505,0.136525333,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499792837,0.002721296,300.2904209,296.2779736,271.9289002,1.252469971,3.608784451,35.54480135,17.83790552,25.13419724,3.205206399,0.14849496,1.797741665,1.407464734,0.093512211,20.31967089,0.519861779,51.13872263,377.1469237,0.022358328,2014-01-28 12:27:33,12.306819455245,9.63925096383152,0.476438272876785,4.33639423393145,0.818175219333097,39.9805420056767,0.589986430863571,1.68236320845268,4.01244735,-1.97238922,425.329816093575,391.924880430976,0.0146135807427484,1.01483030459641,1.02966060919282,16.5305622805601,6.89131131672855,0.439674178329244,-0.652702599259863,0.160044141214358,0.157635826767396,3,"sun","high","Jan","ambient","control","sun-high"
"ch01","3-ch01-shade-low","H2",18,5813,21,0,12.36219968,0.21319606,288.3732496,2.229524857,1.110940445,26.15840912,6,1.420000017,1,2.840000033,25.86291313,26.15840912,25.2074852,419.5943909,393.181366,18.22709846,22.5748539,55.3651123,68.57148743,300.7336121,273.8443298,165.3394318,101.665184,-0.796861172,-0.062891796,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501222687,0.002229525,299.3084091,299.0129131,43.81509179,-0.685054096,3.406017121,33.50229632,10.92744242,26.01066113,3.376387689,0.198309181,2.295076676,1.081311014,0.125199952,29.31751949,0.733435698,68.78534283,387.3049683,0.02195526,2014-01-28 11:17:01,16.6916132503945,14.2186665881822,0.687266693392779,4.31589776772288,0.769741946923467,38.7146590056321,1.11658310537589,1.59513529919228,0.295495990000003,-0.655427929999998,427.384367853124,402.262380468544,0.00894228481155252,1.00902297078617,1.01804594157234,21.6523064805459,7.43363989236366,-0.0985371638035475,-0.577089357619943,0.100422652386862,0.0987778199337756,3,"shade","low","Jan","ambient","control","shade-low"
"ch01","3-ch01-shade-low","H2",20,5974,21,0,12.43453447,0.213841969,287.957528,2.211092276,1.098606829,26.15131187,6,1.420000017,1,2.840000033,25.61618233,26.15131187,24.81165504,419.5315857,392.9889221,18.37069511,22.68213463,56.62353897,69.9125824,300.7264709,275.534729,269.6835327,101.6651154,-0.796861172,-0.062891796,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501210785,0.002211092,299.3013119,298.7661823,44.08555566,-0.704856552,3.404588662,33.48826833,10.8061337,25.8837471,3.351116302,0.198867917,2.305981834,1.045134468,0.12555629,29.27523531,0.732737011,69.1239858,387.07814,0.022205454,2014-01-28 11:19:42,16.4592306872801,15.0952037934541,0.686378660904721,4.31558549492775,0.769401431529903,38.7056278249164,1.10873819008093,1.59554413751157,0.53512954,-0.804527289999999,427.3829067756,402.10962679089,0.00884318274199665,1.00892208234663,1.01784416469325,21.6257043091959,6.53050051574183,-0.0908940253876784,-0.577699972818316,0.113860354835529,0.111995500509242,3,"shade","low","Jan","ambient","control","shade-low"
"ch01","6-ch01-shade-high","H3",326,19245,21,0,15.722122734,0.1345424764,187.90996854,1.3272344928,1.0237049614,20.854410936,6,1.420000017,1,2.840000033,18.98395462,20.854410936,18.135329438,419.64456178,387.19694826,11.736110116,14.350515936,53.829547884,65.820436096,300.22592774,1500.6018312,11.923179246,101.04119722,2.197134972,-0.088154197,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500376546,0.0013272344,294.00441094,292.13395462,240.09628758,1.9213545012,2.4736982958,24.482075762,10.131559828,19.919182776,2.3349177238,0.1284567044,1.4499933344,0.8849243892,0.0808108924,18.986648896,0.4853082232,59.706051628,379.72340408,0.024720765,2014-04-23 14:23:05,12.5211675027252,11.3616243161282,0.447783637998179,4.34374787411726,0.549726037298701,32.4182335606747,0.407010906124981,1.35635207364878,1.870456316,-0.848625181999999,424.62804325397,392.834323479297,0.00824764846184619,1.00831623786831,1.01663247573662,15.6203469801518,4.25872266402365,0.609621569611637,-0.339719597912162,0.271004130270603,0.268211519387025,6,"shade","high","Apr","ambient","drought","shade-high"
"ch01","6-ch01-shade-high","H3",334,19369,21,0,15.773342106,0.1349285276,187.79227006,1.351677774,1.0394412534,21.04889984,6,1.420000017,1,2.840000033,19.190364836,21.04889984,18.240387726,419.80754394,387.24058226,11.827622986,14.489635848,53.552791594,65.6057663,300.24475708,1499.8433594,10.3166919714,101.03794402,2.197134972,-0.088154197,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5004079284,0.0013516776,294.19889984,292.34036486,239.97493214,1.9076141744,2.5034441988,24.777268762,10.287632912,20.119632338,2.36405521,0.128808784,1.4640029456,0.9000522646,0.0810338178,18.974143552,0.484950015,59.568885726,379.74269086,0.02474308,2014-04-23 14:25:09,12.5266005196996,10.8764591610519,0.447329431714166,4.34361026686091,0.556673223302656,32.6336073465719,0.409760562551722,1.3652092865089,1.858535004,-0.949977110000003,424.832300219269,392.934053609074,0.0083764345079187,1.00844719185729,1.01689438371457,15.6125805779784,4.73612141692648,0.607133821162852,-0.348314902794323,0.242174068462696,0.239686259267864,6,"shade","high","Apr","ambient","drought","shade-high"
"ch01","6-ch01-sun-high","H3",243,14685.5,21,0,9.3142873032,0.0574285162,128.58413608,0.7705778176,1.3551874298,22.544975662,6,1.420000017,1,2.840000033,19.387435914,22.544975662,17.248608398,419.3427307,398.34280396,12.073347666,13.73216343,54.012148284,61.433017732,274.89352416,1499.1946534,1576.393921,101.06246338,2.046652794,-0.028082252,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.4581558736,0.0007705778,295.69497568,292.53743592,239.87113918,2.0357953002,2.7429937002,27.141567794,13.409404368,20.966205788,2.490753448,0.0562901782,1.3878062708,1.1029471774,0.0352818932,12.995029346,0.3227981904,50.563508744,393.91523784,0.0119558594,2014-04-23 13:07:06,19.0969941252448,8.07394179990334,0.306632562499312,4.37538040489229,0.612794113696815,34.3288858312402,0.438190371733038,1.39610392088804,3.157539748,-2.138827516,424.467474087568,403.889074741948,0.0109680819038868,1.01108971480415,1.0221794296083,12.1569611178912,4.08301931798784,0.583989057875261,-0.37392449127974,0.156431071010373,0.154786520908543,6,"sun","high","Apr","ambient","drought","sun-high"
"ch01","6-ch01-shade-high","H3",319,19136.5,21,0,15.800396504,0.1276800458,176.7899239,1.2812752242,1.039072808,20.846645354,6,1.420000017,1,2.840000033,18.588037872,20.846645354,17.239549254,419.69307252,387.12489012,11.662861254,14.187146948,54.83128815,66.698791504,300.22695314,1499.9799318,10.903072546,101.03791502,2.197134972,-0.088154197,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5003782554,0.0012812752,293.99664536,291.73803788,239.9967837,1.8947719988,2.4725125558,24.471135976,10.283989026,19.717341614,2.3058556744,0.1221864734,1.4334397474,0.8724159264,0.0768418112,17.862485346,0.4566744572,58.990745212,379.61413834,0.0245533632,2014-04-23 14:21:17,12.6650080797653,11.2912174315848,0.421236221123415,4.34643720978748,0.54945026660683,32.4096577589079,0.376004202766721,1.35624566927629,2.258607482,-1.348488618,424.645655886721,392.69612779088,0.00837333338721746,1.00844403813364,1.01688807626729,14.9589545383522,3.66773710676742,0.640883873500568,-0.339357593008998,0.322934535443816,0.319617180718636,6,"shade","high","Apr","ambient","drought","shade-high"
"ch01","6-ch01-sun-high","H3",235,14562.5,21,0,9.2564829284,0.0625999834,150.98139094,0.8396750942,1.3574790108,22.479423142,6,1.420000017,1,2.840000033,19.68222084,22.479423142,17.752436828,419.36293334,398.42997438,11.79381027,13.601514246,51.808438112,59.746557616,274.90737306,1499.991211,1655.9899902,101.06331176,2.046652794,-0.028082252,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.4581789552,0.000839675,295.62942314,292.83222082,239.9985884,2.0478205466,2.7320930952,27.033480826,13.431966584,21.080821992,2.508376219,0.0612480442,1.3746140846,1.1337621346,0.0383992348,15.258685116,0.3789336818,50.37689651,394.0298857,0.011834301,2014-04-23 13:05:03,18.5926596193664,10.2357327260089,0.360025598203243,4.37332725478463,0.610232971388258,34.2531605989957,0.543585919285065,1.39271951756947,2.797202302,-1.929784012,424.367847214739,403.923951764222,0.0109813030463647,1.01110323099067,1.02220646198133,13.5024877067754,3.26675498076654,0.478620542696269,-0.370513055588137,0.190553271473809,0.188548414014301,6,"sun","high","Apr","ambient","drought","sun-high"
"ch02","5-ch02-shade-low","H3",43,3490.5,21,0,10.392280136,0.1918013296,294.41449782,2.834370252,1.5492725664,30.86405487,6,1.420000017,1,2.840000033,31.517601396,30.86405487,31.488511658,419.86889038,394.7435547,22.716081236,28.724949648,49.823326874,63.002614594,274.88893434,300.27619018,322.16412962,101.90635682,1.365562081,-0.570062757,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.4581482236,0.0028343702,304.01405488,304.6676014,48.044189356,-0.8109974394,4.4765275376,43.92785379,15.202904146,31.190828134,4.5606979154,0.1796665216,2.9272549712,1.6334429444,0.1133222052,30.002708988,0.7458375918,66.35856509,389.80356244,0.0176914488,2014-03-19 13:39:07,17.6854621511241,17.2925271584327,0.701205792011744,4.32614314715564,1.02749190625242,45.082966110235,1.70492149758258,1.8501734665202,-0.653546526,-0.0290897379999997,429.62836317927,406.417888070883,0.0125599044707003,1.012719662213,1.02543932442599,22.1613441036197,4.86881694518692,-0.679482173156592,-0.824734142094213,0.10378606745316,0.101844546985897,5,"shade","low","Mar","elevated","control","shade-low"
"ch02","1-ch02-shade-high","H4",14,5602.5,21,0,14.8968388,0.132169821,174.9851948,1.770824214,1.394514034,23.94686317,6,1.420000017,1,2.840000033,20.78087425,23.94686317,19.13291931,399.7507935,368.5652771,12.14067745,15.63664436,50.16103745,64.60514832,299.1677856,899.5911865,190.1161194,101.7426758,-0.073684454,0.078791648,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498612976,0.001770824,297.0968632,293.9308743,143.9345866,0.363423614,2.985428072,29.34292861,13.70628424,22.36386871,2.712966673,0.126292343,1.590914038,1.122052635,0.079440533,17.80346194,0.474773956,54.33960192,361.4840334,0.022393473,2013-10-26 10:33:51,12.9317090678926,10.3047713755352,0.437735703456459,4.3451293468636,0.669917263579984,35.980606780078,0.486921579130435,1.58149957701825,3.16598892,-1.64795494,404.663684772552,374.41994867878,0.0111940253111116,1.01132075007398,1.02264150014796,15.4525231428013,5.1477517672661,0.535719921017526,-0.55885807687029,0.207103563715038,0.203556238408896,1,"shade","high","Oct","elevated","control","shade-high"
"ch02","5-ch02-shade-low","H3",35,3367.7,21,0,10.351491556,0.1827772404,290.71447058,2.7237744576,1.5578437426,30.840863418,6,1.420000017,1,2.840000033,31.41871605,30.840863418,31.385700226,419.9022278,394.95881958,22.80742645,28.582930374,50.30580902,63.044229888,274.87666016,300.32413332,295.41343382,101.90570984,1.365562081,-0.570062757,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.458127767,0.0027237744,303.99086342,304.56871604,48.051860254,-0.7644687092,4.4706075244,43.870039924,15.287109552,31.129789734,4.5448807712,0.1717240376,2.912763782,1.6321169896,0.1082687064,29.625463816,0.7360628956,66.030060384,390.03821626,0.0175242336,2014-03-19 13:37:05,17.9068416211712,16.7217581452215,0.692338481039133,4.32919611421814,1.02605288820315,45.049663656428,1.68280421229634,1.84779909968895,-0.577852631999999,-0.0330158239999996,429.702639137499,406.580069394973,0.0126332266374887,1.01279486709327,1.02558973418655,21.9405708053382,5.21881266011676,-0.657214478109794,-0.822209365502399,0.0982954562463894,0.0964572607371275,5,"shade","low","Mar","elevated","control","shade-low"
"ch02","5-ch02-sun-high","H3",11,1451.5,21,0,17.906555072,0.1928630874,214.18111262,3.6965373056,2.0154354392,30.825522996,6,1.420000017,1,2.840000033,29.181847764,30.825522996,27.952407836,419.6385376,381.0302002,16.838393782,24.049603652,42.228144836,60.312748718,300.1690796,1300.5236572,1211.9168948,101.92518616,1.81896174,-0.365364224,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5002817994,0.0036965372,303.97552302,302.33184776,208.08378048,0.2977171828,4.4666957486,43.82327829,19.773674636,30.003685378,4.261357348,0.1805986908,2.4512603092,1.8100970386,0.1139155102,21.830450522,0.5621104792,56.263720016,372.51828152,0.0270453812,2014-03-19 13:05:09,11.0098110863204,11.5862378761875,0.510394288010215,4.32347648881281,1.0251020097637,45.0276458499482,0.721142704814216,1.91440957274851,1.643675232,-1.229439928,426.825595045615,390.419637745743,0.0162950558322249,1.01656498315764,1.03312996631528,17.4436688945965,5.85743101840906,0.311987261501061,-0.881279606433233,0.193216139140057,0.189566628641473,5,"sun","high","Mar","elevated","control","sun-high"
"ch02","5-ch02-shade-low","H3",51,3613.4,21,0,10.480788946,0.2009577064,297.37247448,2.9553035168,1.5463250732,30.884616854,6,1.420000017,1,2.840000033,31.735226442,30.884616854,31.88892784,419.93211668,394.51013182,22.539752196,28.804675674,48.831132506,62.40365677,274.88063352,300.51192016,592.28668214,101.90913544,1.365562081,-0.570062757,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.4581343892,0.0029553038,304.03461684,304.88522646,48.081906152,-0.8449287386,4.4817846544,43.9782428,15.173567124,31.309921646,4.591716269,0.1876773758,2.935459581,1.656256688,0.1184233502,30.30497129,0.7537765028,66.560730368,389.52806672,0.0179090788,2014-03-19 13:41:10,17.59282875487,15.3722252445186,0.70814415632469,4.32306693557739,1.02876927090429,45.1125090350464,1.7146313297399,1.85248131143359,-0.850609587999998,0.153701398000003,429.615544594714,406.210905199514,0.0125316480521173,1.01269068322787,1.02538136645574,22.3351411966136,6.962915952095,-0.689249963284164,-0.82709994497785,0.0787692256048764,0.0772935863549275,5,"shade","low","Mar","elevated","control","shade-low"
"ch02","4-ch02-shade-high","H4",39,2530,21,0,19.96607094,0.332031349666667,259.968542833333,5.952749137,1.94482259466667,32.25472641,6,1.420000017,1,2.840000033,31.1984748833333,32.25472641,30.38530286,420.3753764,375.845235166667,17.11404292,28.7098636633333,37.8822720833333,63.54965973,299.168813066667,1701.08158366667,29.4921232833333,100.994717933333,-1.633756638,0.0689262,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498614688666667,0.005952749,305.404726433333,304.348474866667,272.1730473,-0.03801505,4.84436720866667,47.9665393866667,19.2566757266667,31.7266006466667,4.701706424,0.297276014,2.89954461366667,1.80216181,0.188635915333333,26.25544963,0.691690399333333,62.6233116466667,366.354321266667,0.0341293243333333,2014-02-25 13:41:14,9.62224309200928,12.9820349606009,0.618420006089903,4.27714206745695,1.11714023703883,47.1159313456987,0.900247915556765,2.0308308217925,1.05625152666666,-0.813172023333333,427.69496641184,386.954650424239,0.0158458952002511,1.01610103044124,1.03220206088248,20.1700476210279,7.18801266042694,0.131954145325713,-0.998628760910026,0.174347486944482,0.172630302368455,4,"shade","high","Feb","elevated","control","shade-high"
"ch02","5-ch02-shade-high","H3",87,5049.5,21,0,16.736803014,0.3230781292,282.24246836,5.312989192,1.8004461428,30.971960066,6,1.420000017,1,2.840000033,31.230991746,30.971960066,31.298017502,420.32507934,382.8053955,16.193823626,26.53191986,36.100978088,59.147736358,300.17274172,1300.2543214,155.46520996,101.90463714,1.600089669,-0.50613606,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5002879028,0.005312989,304.12196006,304.38099172,208.04068676,-0.2716325178,4.504171787,44.199870866,17.667951006,31.101475906,4.5375472612,0.2900785408,2.7037256442,1.833821617,0.1840007316,28.761816084,0.7373001308,62.794132334,374.84952094,0.0280371908,2014-03-19 14:05:07,11.6786442108934,15.3472193316831,0.671486147824395,4.2813299077563,1.03421104736979,45.2381727385556,1.08092704703004,1.91444114158156,-0.25903168,0.0670257559999996,427.243789919256,393.238775168618,0.0144992245550596,1.01471254504951,1.02942509009902,21.4732649831041,6.12604565142091,-0.0515019569310184,-0.885016051482541,0.162212625128027,0.159180808332769,5,"shade","high","Mar","elevated","control","shade-high"
"ch02","3-ch02-shade-high","H2",43,13388.5,21,0,22.37213367,0.40438369,259.9403576,7.566572845,2.07337569,33.15278625,6,1.420000017,1,2.840000033,32.93720245,33.15278625,32.79513931,420.1899109,369.8273926,15.21996975,29.90682983,30.551754,60.03337479,299.8713379,1674.321655,40.94902039,101.0560074,0.884749651,-0.436424315,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499785563,0.007566573,306.3027863,306.0872025,267.8914589,-0.801920617,5.095640507,50.4239247,20.51709487,33.04499435,5.064893522,0.353980846,3.022264817,2.042628706,0.225274305,26.2685347,0.7028694,62.89188101,359.1927517,0.039171881,2014-01-29 12:27:30,8.56644629178378,14.0335018934917,0.618625890001111,4.2548330897271,1.17867161446226,48.4669067537811,0.858549014913712,2.12305498489798,0.215583799999997,-0.142063139999998,426.684028912862,381.228735519487,0.0168655882647529,1.01715491601498,1.03430983202996,20.2061945474247,6.17269265393294,0.175760817116244,-1.08874515286803,0.226927120017165,0.224555794213145,3,"shade","high","Jan","elevated","control","shade-high"
"ch02","3-ch02-shade-high","H2",44,13469,21,0,22.69982213,0.415946538,260.4031906,7.694630969,2.056862097,33.17703629,6,1.420000017,1,2.840000033,32.49278259,33.17703629,31.95346642,420.2610779,369.157135,15.20630264,30.13854599,31.29814911,62.03221893,299.8635559,1674.06958,41.7533226,101.0572281,0.884749651,-0.436424315,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499772593,0.007694631,306.3270363,305.6427826,267.8511268,-0.936218911,5.102580014,50.49198469,20.3534387,32.83490944,5.005431672,0.362809449,3.045717916,1.959713755,0.23099796,26.31562463,0.705399316,63.36233052,358.3667267,0.040135245,2014-01-29 12:28:50,8.6838242172128,12.6438981473444,0.619622430659549,4.25117218010531,1.1803741556285,48.5038074009704,0.851180136724669,2.12852903383737,0.684253699999999,-0.539316169999996,426.750373227023,380.628731530343,0.0167259965631549,1.01701051436801,1.03402102873602,20.2249334743494,7.58103532700498,0.182840892011355,-1.09450800510134,0.19253830851417,0.190524034880163,3,"shade","high","Jan","elevated","control","shade-high"
"ch02","3-ch02-shade-high","H2",45,13549.5,21,0,22.76460994,0.426048238,262.1773119,7.72247607,2.021855093,33.07155609,6,1.420000017,1,2.840000033,32.01229858,33.07155609,31.42282295,420.2362671,368.9778137,15.19955826,30.18715668,32.14480591,63.84134293,299.8221436,1673.981323,46.88145828,101.056221,0.884749651,-0.436424315,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499703573,0.007722476,306.2215561,305.1622986,267.8370057,-1.004704425,5.07245507,50.19438703,20.00723036,32.54192734,4.923521496,0.370471258,3.050599977,1.872921519,0.235969398,26.49464837,0.710550342,63.88874,358.1566084,0.040607997,2014-01-29 12:30:11,8.64972165313083,12.9090147824403,0.623880736684756,4.24801749358447,1.17298454152274,48.3434628788778,0.851940448248672,2.12252354900281,1.05925751,-0.589475629999999,426.722256904661,380.462907087169,0.0164328115195665,1.01670736042441,1.03341472084882,20.3215541656258,7.41253938318557,0.181474272600149,-1.08910882815398,0.197170113864975,0.195109328167906,3,"shade","high","Jan","elevated","control","shade-high"
"ch02","5-ch02-shade-low","H3",59,3736.3,21,0,10.569074088,0.2087277956,299.51559088,3.0748401092,1.5526211068,30.93018875,6,1.420000017,1,2.840000033,31.785509872,30.93018875,31.881989288,420.04222412,394.32678834,22.343132402,28.860837554,48.26153717,62.339845276,274.8908325,300.53364868,333.87778932,101.89693908,1.365562081,-0.570062757,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.4581513876,0.0030748402,304.08018876,304.93550988,48.085382714,-0.906045494,4.493452095,44.098008928,15.237171372,31.357849312,4.6042492652,0.1944367146,2.9408309882,1.6634182768,0.122730886,30.519720656,0.7595619952,66.59402359,389.3027567,0.0180794402,2014-03-19 13:43:13,17.3873950610893,17.1807022317362,0.713060672668071,4.32051521695864,1.03160536191667,45.1780402987358,1.72070183495829,1.85603482817015,-0.855321121999999,0.0964794160000011,429.641767005636,406.0456045731,0.0125808796111906,1.01274117479742,1.02548234959484,22.461224178638,5.2805219469018,-0.695219485363448,-0.830552478575309,0.099068331617719,0.0972240506066033,5,"shade","low","Mar","elevated","control","shade-low"
"ch02","5-ch02-sun-high","H3",3,1327.5,21,0,17.586047564,0.1896586882,214.45581722,3.83813187,2.1247665574,31.36024704,6,1.420000017,1,2.840000033,30.178474044,31.36024704,29.256978226,419.61826784,381.53842162,16.850941466,24.336253358,39.921338654,57.649568942,300.16586304,1300.2420654,1346.6680176,101.92165376,1.81896174,-0.365364224,0.7333333496,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5002764384,0.003838132,304.51024704,303.32847404,208.03872582,0.2876520018,4.605157765,45.183308884,20.847055526,30.769360544,4.45300176,0.17778143,2.4803912074,1.9726105524,0.1121227288,21.857691304,0.5620820398,55.197108234,373.17885688,0.0260153208,2014-03-19 13:03:05,11.0837376640389,11.4133493049249,0.511073596304372,4.32495121107892,1.05871437006384,45.8001801281545,0.753018772031572,1.94466107744995,1.181772996,-0.921495818,426.810425334388,391.055241042996,0.0171897867824612,1.0174904437818,1.0349808875636,17.4911585591974,6.07780925427245,0.28196211553203,-0.90968018988635,0.181388543197973,0.177968602849692,5,"sun","high","Mar","elevated","control","sun-high"
"ch02","2-ch02-shade-high","H4",25,9042.5,21,0,15.45194123,0.264289374,256.360247,4.442749116,1.789776914,28.34660149,6,1.420000017,1,2.840000033,25.18943024,28.34660149,23.54184151,400.5663147,366.4020996,12.04244518,20.74480438,37.59145737,64.75656891,299.9590149,1398.726563,29.91477776,100.3826904,0.679732978,-0.013070107,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499931691,0.004442749,301.4966015,298.3394302,223.796245,-0.10416637,3.87219619,38.57434159,17.82953721,26.76801586,3.530682666,0.241788613,2.082419276,1.448263389,0.152990242,25.73413131,0.699669154,56.4213708,359.0569868,0.024280817,2013-12-11 11:15:43,12.312745446706,13.7707716157145,0.639994521736054,4.29987746534903,0.881374905868814,41.580243794733,0.948950281271412,1.8384172749284,3.15717125,-1.64758873,405.448910983813,374.164059827141,0.0145821469868911,1.01479793261539,1.02959586523078,20.6800220260266,6.90925041031211,0.0806455839593693,-0.808821409697614,0.145433634867888,0.144879196092844,2,"shade","high","Dec","elevated","control","shade-high"
"ch02","5-ch02-sun-high","H3",19,1575.5,21,0,17.865659668,0.1946043166,215.7529719,3.7555532468,2.030017498,30.90698929,6,1.420000017,1,2.840000033,29.5653183,30.90698929,28.559973906,419.58422238,381.01340332,16.78673782,24.112490844,41.173887634,59.142191316,300.17369386,1300.814917,1272.5733156,101.91778564,1.81896174,-0.365364224,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5002894898,0.0037555532,304.0569893,302.71531832,208.13038204,0.3098157024,4.4875091774,44.030677496,19.918186654,30.236153794,4.3185839188,0.1821246224,2.4574916794,1.8610922394,0.1148869722,21.98906519,0.5662608872,56.170586308,372.52092436,0.0269387514,2014-03-19 13:07:13,10.9186037695316,12.3142531830197,0.514206589266366,4.32291731099488,1.0301607128272,45.144670616253,0.732352875558167,1.91946965017676,1.34167099,-1.005344394,426.747927961925,390.427584885804,0.0164152127987883,1.01668916906035,1.0333783381207,17.5448213159453,5.23056813292563,0.301025462562531,-0.886091312056065,0.212999095044377,0.208991093857499,5,"sun","high","Mar","elevated","control","sun-high"
"ch02","1-ch02-shade-high","H4",13,5522,21,0,14.83865878,0.132715847,176.0790007,1.87281567,1.468235147,24.43827057,6,1.420000017,1,2.840000033,21.898283,24.43827057,20.38880539,399.6725464,368.5235901,12.09277344,15.79009628,46.65488052,60.91944885,299.1208191,899.6314697,191.8922119,101.7410583,-0.073684454,0.078791648,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498534698,0.001872816,297.5882706,295.048283,143.9410319,0.389731759,3.074736254,30.22119392,14.43109764,23.16827679,2.848569168,0.126790795,1.606501107,1.24206806,0.079756095,17.91446388,0.477795738,53.30604772,361.4700024,0.021882597,2013-10-26 10:32:31,12.9439061784268,12.567999197078,0.440558157636819,4.34502115345,0.691039270800325,36.5743729012014,0.505340717758421,1.60777995470706,2.53998757,-1.50947761,404.564857564311,374.435970118872,0.0117919081526162,1.01193261647005,1.0238652329401,15.5408855239611,2.97288632688314,0.518524515181682,-0.583914721766961,0.350960614478562,0.344954751152379,1,"shade","high","Oct","elevated","control","shade-high"
"ch02","2-ch02-shade-low","H4",23,7764,21,0,9.280453765,0.168045593,279.284666,2.519974698,1.547147557,27.95680809,6,1.420000017,1,2.840000033,28.57091331,27.95680809,28.31472397,400.9154358,380.4382324,17.36047173,22.28782845,44.4391098,57.05209351,300.0160217,274.5000305,35.30527496,100.420166,0.226546943,-0.057583809,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500026703,0.002519975,301.1068081,301.7209133,43.9200039,-0.707526599,3.78529499,37.69457012,15.40674168,28.2638607,3.853605727,0.158657663,2.238147433,1.615458294,0.099963814,28.04581253,0.734113037,60.21766619,376.0267492,0.014861902,2013-12-11 10:54:24,20.8953520663453,17.090489464531,0.696617393747153,4.33458238759637,0.860490719957519,41.0578114041022,1.59402673796356,1.74834306360439,-0.614105220000003,-0.256189340000002,407.998481911101,389.110664130199,0.0126590694906016,1.01282137618266,1.02564275236533,22.0518343355616,4.96134487103063,-0.568383985598235,-0.722700311239066,0.0986567818780038,0.0982439940180977,2,"shade","low","Dec","elevated","control","shade-low"
