"leaf","Vcmax.mean","Jmax.mean","Vcmax.se","Jmax.se"
"shade",75.4294522643421,104.19101757418,3.87082829650117,4.53830454439911
"sun",90.8853711146409,139.083772867927,5.36125900843984,7.06903292348742
