"chamber","leaf","Obs","HHMMSS","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","temp"
"ch11","shade",9,"11:42:34",1702.5,0,20.079586,0.172084736,751.000261,3.00258102,1.836494828,25.09049606,6,1.420000017,1,2.840000033,23.46968079,25.09049606,22.8781662,1000.292236,972.6900635,9.845164299,13.40023327,34.45402908,46.89530563,499.9642639,1799.838623,135.0679169,101.5190201,-14.51074791,0.592097521,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833273773,0.003002581,298.2404961,296.6196808,287.9741733,1.625016332,3.196873378,31.49038846,18.09015519,24.28008842,3.045736797,0.162253288,1.36037855,1.685358246,0.102248032,76.24081058,0.772085877,44.59175861,963.14519,0.00929646,"ambient"
"ch11","shade",10,"11:45:03",1852,0,20.37766675,0.144975933,905.3647093,2.595158185,1.867677599,25.00199318,6,1.420000017,1,2.840000033,23.39909935,25.00199318,22.87766647,1199.226563,1171.125244,9.853915215,12.92795563,34.63033295,45.43366241,499.9819946,1799.588989,140.8641968,101.5147247,-20.4791317,0.603614092,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833303324,0.002595158,298.1519932,296.5490993,287.9342318,1.840179263,3.180055456,31.32605111,18.39809548,24.20054626,3.03124493,0.137934664,1.312377857,1.718867073,0.086815285,91.90784925,0.773072491,42.85710104,1161.438677,0.007519361,"ambient"
"ch11","shade",11,"11:47:32",2000.5,0,20.71615703,0.122497149,1440.58204,2.243239139,1.896730489,24.92989731,6,1.420000017,1,2.840000033,23.47725105,24.92989731,23.07330322,1799.556519,1769.931396,9.849551201,12.50788307,34.45077133,43.74881744,499.9784241,1801.30481,143.5320892,101.5105438,-42.0256424,0.606878519,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833297373,0.002243239,298.0798973,296.6272511,288.2087631,2.047655021,3.166412502,31.19294196,18.68505889,24.20357418,3.031795483,0.117431979,1.269682013,1.762113471,0.073833852,146.2342663,0.813919705,41.29254459,1760.083928,0.004860125,"ambient"
"ch01","shade",1,"8:34:53",2089,0,14.8982458,0.125665509,196.3762434,1.946179534,1.596289814,25.19861603,6,1.420000017,1,2.840000033,23.02789879,25.19861603,22.28741646,419.7443237,400.931488,13.73421192,16.03201485,49.17246628,57.39926529,500.0372314,1799.915405,45.91807175,101.1248245,2.759173393,0.313615739,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833395386,0.00194618,298.348616,296.1778988,287.9864584,2.103338463,3.217524503,31.81735561,15.78534076,24.11325741,3.015411094,0.120340627,1.621234688,1.394176405,0.075673835,19.85851316,0.489800001,51.3253627,393.8495755,0.019414973,"ambient"
"ch01","shade",2,"8:37:22",2238.5,0,-0.399567954,0.132443641,54.1818599,1.994681078,1.556014807,25.06101418,6,1.420000017,1,2.840000033,22.57354546,25.06101418,21.71357727,50.11471176,50.47337341,13.8154211,16.17029381,50.84537506,59.51209641,500.0083008,1799.009155,52.58919525,101.1266479,4.906317711,0.328594148,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833347168,0.001994681,298.2110142,295.7235455,287.8414584,2.035197475,3.191262416,31.55708689,15.38679308,23.81727982,2.962258976,0.126542329,1.635247609,1.327011367,0.079598793,5.479229871,1.073474116,52.27505335,50.66330888,-0.004122794,"ambient"
"ch01","shade",3,"8:39:51",2387,0,1.888309981,0.141747602,73.55207633,2.092590465,1.529891921,25.03777313,6,1.420000017,1,2.840000033,22.4446125,25.03777313,21.51629066,100.4006424,97.88889313,13.91493988,16.38487244,51.61453629,60.77623367,500.0064392,1799.515503,55.43190384,101.1270218,4.963957787,0.324933946,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833344065,0.00209259,298.1877731,295.5946125,287.922474,1.97120613,3.186845273,31.51329107,15.12841864,23.74119282,2.948728254,0.135009144,1.656953352,1.291774903,0.084961311,7.438102426,0.751383267,53.1537577,96.991281,0.010348432,"ambient"
"ch01","shade",4,"8:42:20",2536.5,0,4.330729115,0.153700944,93.99453899,2.203766022,1.491739741,24.96149826,6,1.420000017,1,2.840000033,22.42571259,24.96149826,21.51861763,149.5996246,144.0224609,14.01906395,16.61936188,52.05991364,61.71614456,500.052124,1799.149292,53.6117363,101.1258087,4.874938011,0.317806184,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833420207,0.002203766,298.1114983,295.5757126,287.8638803,1.920458087,3.172386151,31.37068758,14.7513257,23.69360542,2.94029318,0.145809715,1.68064641,1.25964677,0.091808651,9.50527377,0.652638056,54.29487418,141.9638397,0.016563119,"ambient"
"ch01","shade",5,"8:44:49",2685,0,8.194343896,0.163274428,131.517862,2.288769051,1.463058152,24.9112854,6,1.420000017,1,2.840000033,22.41422081,24.9112854,21.51886177,230.3433533,219.905838,14.10840797,16.80884933,52.42930222,62.46461487,499.984375,1799.121582,51.35169983,101.1277237,4.557143211,0.313838899,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833307292,0.002288769,298.0612854,295.5642208,287.8594467,1.881396493,3.162898823,31.27627823,14.4674289,23.66275311,2.934835754,0.154397937,1.699840671,1.234995083,0.097258792,13.300102,0.59806444,55.18032187,216.0106394,0.020932605,"ambient"
"ch01","shade",6,"8:47:18",2834.5,0,12.79910972,0.167450984,179.8048072,2.3196269,1.447815312,24.88511467,6,1.420000017,1,2.840000033,22.53359604,24.88511467,21.71489334,330.2565613,314.0238953,14.17385674,16.91027641,52.29336166,62.3891716,500.011322,1799.60437,49.87041855,101.1307297,3.820357323,0.305845201,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833352203,0.002319627,298.0351147,295.683596,287.9366928,1.885539725,3.157963905,31.22655117,14.31627476,23.70935535,2.943082585,0.15812753,1.710148593,1.232933993,0.099627103,18.18379135,0.572583201,55.63848066,307.9398115,0.023125396,"ambient"
"ch01","shade",7,"8:49:47",2983,0,16.45613808,0.161878827,221.6070358,2.258448388,1.455501461,24.90499115,6,1.420000017,1,2.840000033,22.53115082,24.90499115,21.71320343,420.2986755,399.467041,14.20614147,16.8707695,52.42200089,62.25472641,499.9602051,1800.205811,47.76832581,101.1340866,2.756972313,0.310434282,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833267008,0.002258448,298.0549911,295.6811508,288.0329232,1.915586548,3.161711325,31.26256864,14.39179914,23.71807098,2.944627169,0.153149376,1.706209864,1.238417305,0.09646615,22.41202515,0.554756746,55.37322915,391.6445811,0.023266746,"ambient"
"ch01","shade",8,"8:52:20",3136.5,0,21.13305258,0.151575934,378.2439629,2.139674863,1.46776219,24.89830399,6,1.420000017,1,2.840000033,22.52596664,24.89830399,21.71404457,650.3036499,623.3417358,14.21203136,16.73683167,52.46098709,61.78080368,499.9674988,1800.392212,49.50485611,101.1355057,-0.719834328,0.311792314,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833279165,0.002139675,298.048304,295.6759666,288.0627475,1.978239758,3.160450124,31.24965958,14.51282792,23.71213531,2.943575173,0.143895947,1.692687934,1.250887239,0.090594811,38.25389445,0.606800317,54.82769609,613.2960948,0.018892613,"ambient"
"ch01","shade",9,"8:54:49",3285,0,22.35514296,0.134895898,676.1966856,1.96870424,1.509000655,25.00862312,6,1.420000017,1,2.840000033,22.67890358,25.00862312,21.90185547,1001.288391,972.1629639,14.21181583,16.5354023,51.9752388,60.47303009,499.9558105,1799.601074,48.69596863,101.1352463,-8.3595438,0.314462602,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833259684,0.001968704,298.1586231,295.8289036,287.9361654,2.071044921,3.181312638,31.45602305,14.92062075,23.84376335,2.966981323,0.128779078,1.672311984,1.294669339,0.081015004,68.38731833,0.695558986,53.60427993,961.5363996,0.012462673,"ambient"
"ch01","shade",10,"8:57:20",3436.5,0,22.94960189,0.116618144,818.7567482,1.765338002,1.55552778,25.13684464,6,1.420000017,1,2.840000033,22.70103073,25.13684464,21.90155602,1199.638306,1169.622192,14.23321819,16.31697845,51.98250198,59.59280014,500.019043,1799.066895,44.62606049,101.1329422,-13.23686314,0.329608858,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833365072,0.001765338,298.2868446,295.8510307,287.8506967,2.161467026,3.205711819,31.69799819,15.38101974,23.91893768,2.980421732,0.112018364,1.650184039,1.330237693,0.070410702,82.80327889,0.700018137,52.24378374,1158.713051,0.010347463,"ambient"
"ch01","shade",11,"8:59:56",3592,0,22.78336461,0.0996021,1352.744911,1.499326381,1.53856427,24.89380264,6,1.420000017,1,2.840000033,21.928339,24.89380264,20.72653961,1798.963623,1768.441284,14.25791836,16.02830315,54.5807991,61.35801697,499.9912109,1799.312744,43.72086716,101.1359177,-31.30839539,0.343688905,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833318685,0.001499326,298.0438026,295.078339,287.8900326,2.232778503,3.159601417,31.24114054,15.21283739,23.41107082,2.89064587,0.096227297,1.621037147,1.269608723,0.060436426,136.8110979,0.764936288,51.81622663,1757.611164,0.006716776,"ambient"
"ch03","shade",1,"8:26:40",1502.5,0,11.13608813,0.117364817,241.24372,1.790214163,1.568212433,24.94815826,6,1.420000017,1,2.840000033,23.0389328,24.94815826,22.12888718,420.8424988,406.6161194,13.72702026,15.83969879,49.10974884,56.6680603,500.3670044,1799.75061,42.56762695,101.1162415,-8.004885674,-0.232053041,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833945007,0.001790214,298.0981583,296.1889328,287.9600912,2.220613806,3.16986324,31.34870516,15.50900637,23.99354553,2.993813467,0.112707123,1.601650808,1.392162659,0.070846115,24.39365824,0.593296007,51.34276167,401.3225564,0.014246832,"ambient"
"ch03","shade",2,"8:29:09",1652,0,-0.774693763,0.117981726,60.56749409,1.771338758,1.544010781,24.8571434,6,1.420000017,1,2.840000033,22.96570969,24.8571434,22.13656425,50.25606918,51.07648468,13.81868076,15.9088192,49.65868378,57.16978455,500.3952332,1798.90564,47.54438019,101.1191406,-3.961256981,-0.240869761,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833992055,0.001771339,298.0071434,296.1157097,287.8248959,2.231743923,3.152696906,31.17804292,15.26922372,23.91142654,2.979076427,0.11327592,1.608686126,1.370390301,0.071205715,6.124532952,1.18581955,51.84537225,51.44473699,-0.007807268,"ambient"
"ch03","shade",3,"8:31:38",1800.5,0,1.046530794,0.132738578,82.7010975,1.954042062,1.521292425,24.87627411,6,1.420000017,1,2.840000033,23.17664337,24.87627411,22.53014565,99.51869202,98.03424072,13.86350441,16.16848373,49.18998337,57.36843109,500.4248352,1798.522095,48.45978546,101.123024,-4.276991844,-0.251594782,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834041392,0.001954042,298.0262741,296.3266434,287.7635287,2.160897323,3.156298394,31.21246052,15.04397679,24.02645874,2.999737927,0.126811541,1.635005968,1.364731958,0.079769229,8.362985066,0.843594002,52.83620509,97.5367701,0.005669115,"ambient"
"ch03","shade",4,"8:34:07",1950,0,3.255126671,0.153156864,107.6704527,2.205970216,1.498396871,24.91637421,6,1.420000017,1,2.840000033,23.218256,24.91637421,22.52983856,150.5986328,146.3080292,13.86787891,16.46971703,49.08176041,58.29029083,500.3320923,1800.171387,52.53847504,101.1227036,-4.772185326,-0.255071878,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83388682,0.00220597,298.0663742,296.368256,288.0274154,2.032378367,3.163859183,31.28732789,14.81761086,24.0673151,3.007106432,0.145319979,1.665462312,1.34164412,0.091498005,10.88792727,0.735916227,53.96430483,144.7606979,0.012134554,"ambient"
"ch03","shade",5,"8:36:36",2098.5,0,6.842447529,0.175736575,151.2587034,2.469254871,1.472515618,24.93969727,6,1.420000017,1,2.840000033,23.24568939,24.93969727,22.53046608,230.1250458,221.2660828,13.85811424,16.76903152,48.96650696,59.25199127,500.4294434,1799.356079,61.55200958,101.1238098,-5.696211815,-0.267498255,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834049072,0.002469255,298.0896973,296.3956894,287.8969662,1.893695013,3.168263973,31.330544,14.56151248,24.09269333,3.011691397,0.165495845,1.695748355,1.315943042,0.104308673,15.29585635,0.683605465,55.15274921,218.0135109,0.017309927,"ambient"
"ch03","shade",6,"8:39:05",2248,0,11.51294787,0.187777041,205.8320221,2.611148254,1.462820458,24.99515915,6,1.420000017,1,2.840000033,23.28212738,24.99515915,22.5298996,330.4068909,315.6138916,13.89153385,16.96935272,48.97478867,59.82568359,500.3878784,1799.159546,67.23433685,101.1199188,-7.135420799,-0.270317316,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833979797,0.002611148,298.1451591,296.4321274,287.8655209,1.816388686,3.178760028,31.43554767,14.46619494,24.13864326,3.020008508,0.176131462,1.71593957,1.304068939,0.111072386,20.81371737,0.652164013,55.76479871,310.1411876,0.020700805,"ambient"
"ch03","shade",7,"8:41:34",2396.5,0,14.46728946,0.187170367,262.6063754,2.619427944,1.471785028,25.08495903,6,1.420000017,1,2.840000033,23.32067299,25.08495903,22.52793884,419.7149963,401.1071472,13.96135902,17.04880905,49.10822296,59.96813965,500.3682251,1799.603027,68.38052368,101.1234207,-8.252272606,-0.259567499,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833947042,0.002619428,298.234959,296.470673,287.9364779,1.805654185,3.195818919,31.60315282,14.55434377,24.20281601,3.03165762,0.175597597,1.72403389,1.30762373,0.110732699,26.55565498,0.654703805,55.71680433,394.2300907,0.020446718,"ambient"
"ch03","shade",8,"8:44:06",2549,0,15.32172768,0.188665192,479.3719328,2.627806609,1.465386603,25.1172905,6,1.420000017,1,2.840000033,23.33232689,25.1172905,22.52747536,650.1182861,629.7627563,14.07620239,17.17292023,49.47761154,60.36252213,500.4032593,1799.127197,60.28835678,101.1239624,-11.7230978,-0.254120111,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834005432,0.002627807,298.2672905,296.4823269,287.8603451,1.79746789,3.201980342,31.66391294,14.49099272,24.22480869,3.035658923,0.176912637,1.736593739,1.299065184,0.111569463,48.47598931,0.761194478,56.0117144,622.4795408,0.013786738,"ambient"
"ch03","shade",9,"8:47:04",2726.5,0,18.5390991,0.179746735,781.0672766,2.518748067,1.469919981,25.12466812,6,1.420000017,1,2.840000033,23.32216263,25.12466812,22.52815247,1000.973816,975.7967529,14.17372704,17.14214897,49.85058594,60.29085922,500.3812866,1799.096069,55.00868988,101.1231308,-16.7816925,-0.249973536,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833968811,0.002518748,298.2746681,296.4721626,287.8553647,1.852008218,3.203387753,31.67809113,14.53594216,24.22341537,3.035405289,0.16904753,1.733467773,1.301937516,0.106566548,78.98396837,0.800440537,55.76513403,966.9841531,0.010691337,"ambient"
"ch03","shade",10,"8:49:33",2876,0,19.42356727,0.164289138,949.7320028,2.33708502,1.484865687,25.0935936,6,1.420000017,1,2.840000033,23.30634499,25.0935936,22.52895737,1200.206177,1173.628052,14.18018436,16.93495369,49.92334747,59.62190247,500.406311,1799.355713,55.28647232,101.1279831,-19.59761047,-0.239689112,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834010518,0.002337085,298.2435936,296.456345,287.8969076,1.949582459,3.197463398,31.61798841,14.68303472,24.19996929,3.031140031,0.155305009,1.71259771,1.318542321,0.097834704,96.04448192,0.809227422,55.00840137,1164.395018,0.00917609,"ambient"
"ch03","shade",11,"8:52:02",3024.5,0,19.49020508,0.147943037,1511.556288,2.153189731,1.511189362,25.08989525,6,1.420000017,1,2.840000033,23.29384804,25.08989525,22.52698517,1799.623413,1771.677246,14.12804794,16.66701317,49.77935791,58.72525406,500.3540344,1799.538574,51.99482727,101.1320724,-28.4778595,-0.231998682,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833923391,0.00215319,298.2398952,296.443848,287.9261654,2.044843279,3.196758946,31.60974425,14.94273108,24.19187164,3.029668144,0.140617884,1.685569583,1.34409856,0.088516195,152.8668201,0.853178135,53.95666352,1762.412536,0.005966971,"ambient"
"ch04","shade",12,"9:04:13",3706,0,15.49878351,0.205404125,262.4146225,3.005055004,1.548067456,25.39912796,6,1.420000017,1,2.840000033,23.51819038,25.39912796,22.50969887,418.8614807,398.8378296,13.34191513,16.88477135,46.39021301,58.70882034,500.3277283,1800.586426,151.3739471,101.1600266,2.367017269,-0.291047513,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833879547,0.003005055,298.549128,296.6681904,288.0938217,1.58907921,3.256131374,32.18792526,15.30315391,24.45865917,3.07849159,0.191550183,1.708063918,1.370427672,0.120890968,26.54587018,0.657948176,54.5482845,391.4704502,0.021596318,"elevated"
"ch04","shade",13,"9:06:42",3854.5,0,-0.432391112,0.215719599,53.31803151,2.9950871,1.474659687,25.01417732,6,1.420000017,1,2.840000033,23.0011673,25.01417732,21.92974091,50.80324936,51.13807678,13.35064411,16.88147736,47.89255905,60.55866241,500.3678284,1801.033203,149.4336243,101.1585922,2.215238094,-0.29824394,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833946381,0.002995087,298.1641773,296.1511673,288.1653061,1.57942425,3.18236617,31.45917811,14.57770076,24.00767231,2.996355068,0.200490798,1.707706484,1.288648584,0.126591409,5.393577008,1.042628798,55.8660824,51.34361481,-0.004704771,"elevated"
"ch04","shade",14,"9:09:11",4003.5,0,1.92262283,0.238116293,80.70301694,3.16551521,1.4223779,24.83600998,6,1.420000017,1,2.840000033,22.93039322,24.83600998,21.93359184,99.2420578,96.57004547,13.33532619,17.0663681,48.04121399,61.48248672,500.3682251,1800.983887,160.7754822,101.1547775,2.472035885,-0.297868192,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833947042,0.003165515,297.98601,296.0803932,288.1574154,1.505363186,3.148722569,31.12776921,14.0614011,23.8832016,2.974025859,0.219696142,1.726344669,1.24768119,0.138854173,8.163495724,0.835694097,57.29219087,95.65612266,0.01151534,"elevated"
"ch04","shade",15,"9:11:40",4153,0,4.747226292,0.263899434,110.5375209,3.456769107,1.412697309,24.92643929,6,1.420000017,1,2.840000033,23.19874573,24.92643929,22.32735825,150.7863159,144.4947205,13.25983715,17.33317375,46.99274826,61.42861938,500.3542786,1800.418945,122.4690399,101.1391296,2.529469967,-0.313805997,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833923798,0.003456769,298.0764393,296.3487457,288.0670248,1.375312526,3.165759416,31.30103479,13.96786104,24.06259251,3.006253897,0.241462203,1.753062107,1.25319179,0.152781152,11.17966866,0.764993493,58.15214351,142.2381164,0.019408397,"elevated"
"ch04","shade",16,"9:14:10",4303,0,8.732647919,0.28561161,161.507438,3.643233105,1.385638909,24.79575157,6,1.420000017,1,2.840000033,23.25002289,24.79575157,22.53548622,230.2838135,218.8561707,13.06287479,17.3557415,46.15624237,61.32461548,500.3652344,1800.139648,108.8404083,101.1495132,2.742986202,-0.31053108,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833942057,0.003643233,297.9457516,296.4000229,288.0223373,1.302060648,3.141163714,31.05465971,13.69891821,24.02288723,2.99909455,0.259513041,1.755524805,1.243569746,0.16435454,16.33639874,0.737961546,58.92436103,214.7050881,0.023966162,"elevated"
"ch04","shade",17,"9:16:39",4451.5,0,13.32757705,0.288730563,226.7274095,3.810463756,1.43466714,25.06439018,6,1.420000017,1,2.840000033,23.7203083,25.06439018,23.11797142,330.6218567,313.2080994,12.88215065,17.37230682,44.24584961,59.66802216,500.3301086,1799.35144,179.5498657,101.1516418,2.705602169,-0.328584135,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833883514,0.003810464,298.2143902,296.8703083,287.896224,1.239069723,3.191904498,31.55563706,14.18333023,24.39234924,3.06629276,0.262085463,1.757237358,1.309055402,0.166005607,22.93384973,0.723887441,58.17767957,306.8728075,0.025266739,"elevated"
"ch04","shade",18,"9:19:09",4602,0,16.2090886,0.285752613,292.0461018,3.832201455,1.456253831,25.17126846,6,1.420000017,1,2.840000033,23.26870155,25.17126846,22.11604309,419.9425049,398.6729736,12.84597969,17.36165428,45.33643723,61.27330399,500.3462524,1800.060791,186.2787323,101.1445236,2.902806759,-0.31008476,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833910421,0.003832201,298.3212685,296.4187016,288.0097201,1.154234825,3.212290082,31.75940691,14.39775263,24.21998501,3.034780917,0.259629447,1.756036252,1.278744665,0.164429244,29.53886384,0.732545522,57.7734367,390.9679492,0.023952213,"elevated"
"ch04","shade",19,"9:21:59",4772,0,18.76743827,0.266444977,489.5461111,3.576842097,1.449414991,24.90444183,6,1.420000017,1,2.840000033,22.9956646,24.90444183,21.93111992,649.4042358,624.2198486,12.7111063,16.92800903,45.6076622,60.73797989,500.3141174,1799.770264,166.4260406,101.145546,2.530980587,-0.287301481,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833856862,0.003576842,298.0544418,296.1456646,287.9632358,1.287398471,3.161607707,31.25800229,14.32999325,23.95005322,2.986000433,0.243591547,1.712192716,1.273807718,0.154145278,49.51540868,0.784252715,57.05318004,615.2987073,0.017401987,"elevated"
"ch04","shade",20,"9:24:46",4938.5,0,18.46361214,0.253439383,827.1942887,3.455649679,1.466062255,24.90300751,6,1.420000017,1,2.840000033,22.9828949,24.90300751,21.93242645,999.9877319,973.8110352,12.68698025,16.76148033,45.55430603,60.18434525,500.340332,1799.528198,174.631012,101.1411209,1.29971838,-0.287776411,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833900553,0.00345565,298.0530075,296.1328949,287.9245053,1.348768828,3.161337163,31.25669495,14.49521462,23.9429512,2.984726311,0.232675595,1.695274909,1.289451402,0.147155318,83.66335757,0.84944025,56.37729904,965.0343182,0.010786441,"elevated"
"ch04","shade",21,"9:27:19",5092,0,18.13843888,0.24066271,1018.038648,3.330038107,1.481852768,24.88564873,6,1.420000017,1,2.840000033,22.96099091,24.88564873,21.93017387,1199.831787,1173.396851,12.64556694,16.57239723,45.46751022,59.58654022,500.3808899,1800.074829,155.7575378,101.1447983,0.383946896,-0.280192792,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83396815,0.003330038,298.0356487,296.1109909,288.0119662,1.414916313,3.158064543,31.22320274,14.65080551,23.92331982,2.981206853,0.221862035,1.676211775,1.304995078,0.140238625,102.9693137,0.867599608,55.68375536,1164.774705,0.008671346,"elevated"
"ch04","shade",22,"9:30:06",5258.5,0,18.10141073,0.226338056,1594.192612,3.190103599,1.502578861,24.79618073,6,1.420000017,1,2.840000033,23.01431656,24.79618073,22.12305641,1799.907227,1771.423584,12.4401865,16.20373344,44.5778923,58.06410217,500.3384399,1799.974731,75.4129715,101.1288757,-2.841761112,-0.262320936,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338974,0.003190104,297.9461807,296.1643166,287.9959506,1.507190202,3.141244207,31.06179303,14.85805959,23.90524864,2.977970313,0.209631185,1.638665346,1.339304967,0.132424613,161.2189065,0.899949976,54.6245773,1762.81904,0.005609095,"elevated"
"ch05","shade",12,"9:13:02",4285,0,17.90664333,0.208060051,243.6779799,2.786034454,1.41871304,24.83727646,6,1.420000017,1,2.840000033,22.8854599,24.83727646,21.92817307,420.1164551,397.3170471,13.82103252,17.10465622,49.92755127,61.7894249,500.3704224,1799.437866,68.7587738,101.1565247,-8.561752319,-0.263622522,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833950704,0.002786034,297.9872765,296.0354599,287.9100522,1.694610515,3.148960619,31.12958486,14.02492864,23.86136818,2.970124126,0.193857908,1.730247579,1.239876548,0.12236185,24.64961758,0.613308645,56.98455166,388.8050865,0.026244565,"ambient"
"ch05","shade",13,"9:15:31",4433.5,0,-0.24126349,0.223793988,51.66995721,2.976977803,1.416737124,24.88289642,6,1.420000017,1,2.840000033,23.10395241,24.88289642,22.33181572,50.88767242,50.9949379,13.69793797,17.20630074,48.8406105,61.34983826,500.3624573,1798.738647,77.90510559,101.1727524,-4.585849762,-0.291689157,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833937429,0.002976978,298.0328964,296.2539524,287.7981772,1.616214507,3.157545928,31.20944971,14.00314898,23.99342442,2.993791684,0.207447018,1.740808804,1.25298288,0.131030227,5.227591786,1.013236987,57.37728893,51.10962301,-0.002708501,"ambient"
"ch05","shade",14,"9:18:00",4583,0,2.353712194,0.250111827,77.98201559,3.246905973,1.394305758,24.91196823,6,1.420000017,1,2.840000033,23.13980293,24.91196823,22.33181,99.31542969,96.11891937,13.6561985,17.48143959,48.58844757,62.19856644,500.3834229,1799.768433,92.17154694,101.1771317,-4.915340424,-0.298170328,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833972371,0.003246906,298.0619682,296.2898029,287.9629428,1.477890399,3.163027673,31.26227855,13.78083896,24.02588558,2.999634669,0.229867924,1.768721915,1.230912754,0.145358707,7.889996658,0.81130766,58.47450148,95.00007732,0.014487583,"ambient"
"ch05","shade",15,"9:20:30",4733,0,5.635621832,0.28207195,105.6614526,3.533465783,1.359015972,24.93203926,6,1.420000017,1,2.840000033,23.17271233,24.93203926,22.33118248,150.4152069,143.0514832,13.70698166,17.86822128,48.67073822,63.44646454,500.3791199,1799.183838,96.88032532,101.1740952,-5.318019867,-0.305980921,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8339652,0.003533466,298.0820393,296.3227123,287.8694076,1.328670165,3.166817093,31.30067126,13.43244998,24.05237579,3.004410272,0.256587405,1.80780112,1.196609152,0.162477299,10.69020186,0.738625356,59.97905519,140.3725784,0.02408015,"ambient"
"ch05","shade",16,"9:22:59",4881.5,0,10.85509178,0.31037668,150.7368164,3.743175586,1.320004577,24.90758705,6,1.420000017,1,2.840000033,23.1794796,24.90758705,22.33059883,229.7826538,215.7988281,13.8023653,18.20872688,48.98792267,64.62716675,500.4151917,1799.323853,97.37237549,101.1710739,-6.485469818,-0.300659418,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834025319,0.003743176,298.0575871,296.3294796,287.89181,1.223607056,3.162201031,31.25597968,13.0472528,24.04353333,3.002815431,0.279798215,1.842196453,1.160618978,0.177386083,15.2502056,0.698506186,61.41504478,210.6388374,0.031649716,"ambient"
"ch05","shade",17,"9:25:29",5032,0,16.071633,0.316551634,215.423143,3.764023865,1.304037764,24.86753082,6,1.420000017,1,2.840000033,23.16221428,24.86753082,22.33112526,330.5535583,309.8834839,13.86066818,18.29153824,49.24727249,64.99026489,500.37677,1799.816772,97.7071991,101.1732407,-7.762752533,-0.295322657,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833961283,0.003764024,298.0175308,296.3122143,287.9706772,1.216834858,3.154651964,31.18069505,12.88915681,24.01487255,2.997651215,0.284806569,1.8506142,1.147037015,0.180607715,21.79505749,0.695174652,61.86515225,302.2437993,0.032896424,"ambient"
